workerID, gender, nativeLanguage, income, age, sentenceID, domain, numberType, utteredPrice, inferredPrice0, inferredPrice1, inferredPrice2, inferredPrice3, inferredPrice4, inferredPrice5, inferredPrice6, inferredPrice7, inferredPrice8, inferredPrice9, inferredPrice10, inferredPrice11, inferredPrice12, inferredPrice13, inferredPrice14, inferredPrice15, probOpinion, order, buyer, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 33, sweater, round, 20, 29, 26, 37, 35, 19, 23, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 18, Martin, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 87, laptop, round, 2000, 2, 1, 1, 1, 5, 3, 25, 25, 33, 33, 15, 13, 4, 3, 1, 0, 0.8, 19, Rodney, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 66, watch, round, 50, 22, 20, 33, 31, 27, 27, 26, 22, 6, 4, 1, 1, 1, 1, 1, 1, 0.1, 20, Brian, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 24, coffee maker, round, 10000, 20, 20, 30, 31, 35, 34, 4, 3, 0, 1, 1, 0, 1, 0, 1, 0, 1, 21, Darren, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 82, laptop, round, 50, 1, 2, 1, 0, 2, 3, 15, 19, 33, 32, 14, 9, 5, 5, 1, 1, 0, 22, Kirk, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 12, electric kettle, sharp, 197, 16, 15, 31, 34, 33, 32, 12, 4, 1, 1, 1, 0, 1, 0, 1, 1, 0.675, 23, Luke, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 20, coffee maker, round, 200, 18, 16, 26, 31, 29, 29, 2, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0.675, 24, Victor, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 19, coffee maker, round, 100, 24, 26, 26, 27, 32, 32, 11, 12, 1, 1, 1, 1, 0, 1, 1, 1, 0.35, 25, Terry, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 21, coffee maker, round, 500, 17, 19, 22, 22, 31, 31, 10, 10, 1, 1, 1, 0, 1, 0, 0, 1, 0.85, 26, Albert, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 85, laptop, round, 500, 1, 1, 1, 0, 1, 1, 17, 18, 30, 32, 17, 15, 7, 4, 1, 1, 0.625, 27, Dean, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 11, electric kettle, sharp, 97, 17, 20, 28, 30, 32, 31, 14, 12, 1, 0, 1, 1, 1, 1, 1, 1, 0.375, 28, Kevin, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 94, laptop, sharp, 1001, 1, 1, 1, 0, 0, 1, 17, 25, 33, 34, 18, 17, 6, 4, 0, 1, 0.6, 29, Richard, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 17, coffee maker, round, 20, 15, 18, 32, 31, 35, 36, 7, 4, 0, 0, 1, 1, 0, 1, 0, 0, 0, 30, Ryan, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 88, laptop, round, 10000, 1, 1, 1, 0, 0, 1, 10, 11, 34, 34, 30, 27, 7, 7, 0, 0, 1, 31, Will, 
A1Q8L9UA8SAPIQ, M, English, 4, 25, 30, coffee maker, sharp, 1003, 17, 17, 32, 34, 33, 34, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0.925, 32, Jerry, 
AUKUYL50PIUMC, M, English, 8, 45, 56, headphones, round, 10000, 28, 26, 26, 25, 25, 25, 7, 7, 1, 1, 0, 0, 0, 1, 1, 2, 0.75, 1, Russell, 
AUKUYL50PIUMC, M, English, 8, 45, 76, watch, sharp, 199, 20, 20, 20, 20, 26, 26, 26, 26, 12, 11, 11, 10, 11, 11, 12, 10, 0.775, 2, Alan, 
AUKUYL50PIUMC, M, English, 8, 45, 61, headphones, sharp, 501, 20, 20, 29, 29, 28, 28, 9, 9, 9, 10, 1, 1, 1, 0, 0, 1, 0.25, 3, Cyrus, 
AUKUYL50PIUMC, M, English, 8, 45, 16, electric kettle, sharp, 9999, 21, 28, 27, 27, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 4, Paul, 
AUKUYL50PIUMC, M, English, 8, 45, 94, laptop, sharp, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 40, 20, 8, 8, 9, 0.5, 5, Richard, 
AUKUYL50PIUMC, M, English, 8, 45, 90, laptop, sharp, 49, 1, 1, 0, 38, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 2, 0, 6, Roger, 
AUKUYL50PIUMC, M, English, 8, 45, 35, sweater, round, 100, 20, 20, 20, 20, 38, 20, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0.25, 7, Oscar, 
AUKUYL50PIUMC, M, English, 8, 45, 86, laptop, round, 1000, 8, 9, 9, 9, 8, 8, 8, 8, 9, 8, 38, 28, 0, 1, 1, 1, 0.275, 8, Theodore, 
AUKUYL50PIUMC, M, English, 8, 45, 85, laptop, round, 500, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 34, 25, 1, 1, 1, 1, 0.25, 9, Dean, 
AUKUYL50PIUMC, M, English, 8, 45, 30, coffee maker, sharp, 1003, 10, 9, 34, 34, 34, 33, 19, 19, 1, 1, 1, 1, 1, 2, 1, 1, 0.75, 10, Jerry, 
AUKUYL50PIUMC, M, English, 8, 45, 96, laptop, sharp, 10002, 1, 1, 1, 1, 1, 1, 0, 0, 20, 20, 29, 30, 12, 10, 1, 0, 0.975, 11, Leon, 
AUKUYL50PIUMC, M, English, 8, 45, 62, headphones, sharp, 1003, 10, 11, 29, 30, 27, 27, 20, 20, 0, 0, 0, 1, 0, 1, 1, 1, 0.775, 12, Daniel, 
AUKUYL50PIUMC, M, English, 8, 45, 81, laptop, round, 20, 0, 1, 1, 1, 1, 1, 13, 13, 20, 20, 30, 30, 20, 20, 0, 1, 0.275, 13, Ian, 
AUKUYL50PIUMC, M, English, 8, 45, 83, laptop, round, 100, 1, 1, 1, 1, 1, 1, 1, 1, 29, 28, 31, 31, 20, 20, 1, 1, 0.275, 14, Sean, 
AUKUYL50PIUMC, M, English, 8, 45, 17, coffee maker, round, 20, 28, 28, 27, 27, 20, 20, 9, 9, 0, 1, 0, 1, 1, 2, 2, 1, 0.25, 15, Ryan, 
AUKUYL50PIUMC, M, English, 8, 45, 78, watch, sharp, 999, 13, 12, 12, 12, 11, 20, 20, 20, 28, 28, 28, 28, 0, 2, 0, 1, 0.75, 16, Ray, 
AUKUYL50PIUMC, M, English, 8, 45, 64, headphones, sharp, 9999, 20, 20, 28, 28, 28, 28, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 17, Chris, 
AUKUYL50PIUMC, M, English, 8, 45, 42, sweater, sharp, 49, 20, 20, 31, 31, 31, 31, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 18, Corey, 
AUKUYL50PIUMC, M, English, 8, 45, 77, watch, sharp, 501, 1, 1, 20, 20, 20, 20, 30, 29, 29, 40, 1, 1, 1, 1, 1, 1, 0.5, 19, Jeff, 
AUKUYL50PIUMC, M, English, 8, 45, 24, coffee maker, round, 10000, 20, 20, 29, 29, 28, 28, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0.75, 20, Darren, 
AUKUYL50PIUMC, M, English, 8, 45, 32, coffee maker, sharp, 10003, 20, 20, 29, 28, 28, 28, 20, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0.975, 21, Larry, 
AUKUYL50PIUMC, M, English, 8, 45, 46, sweater, sharp, 998, 20, 20, 22, 29, 29, 29, 20, 20, 0, 1, 1, 0, 1, 0, 1, 1, 0.75, 22, Garrett, 
AUKUYL50PIUMC, M, English, 8, 45, 37, sweater, round, 500, 20, 20, 28, 28, 28, 28, 20, 20, 12, 0, 1, 0, 1, 1, 0, 0, 0.75, 23, Ron, 
AUKUYL50PIUMC, M, English, 8, 45, 70, watch, round, 1000, 0, 0, 20, 20, 30, 30, 30, 30, 20, 20, 20, 0, 0, 0, 0, 1, 0.5, 24, John, 
AUKUYL50PIUMC, M, English, 8, 45, 89, laptop, sharp, 19, 0, 0, 0, 0, 0, 0, 1, 0, 20, 20, 28, 28, 20, 20, 0, 0, 0.025, 25, Jack, 
AUKUYL50PIUMC, M, English, 8, 45, 87, laptop, round, 2000, 1, 1, 0, 0, 0, 0, 0, 0, 20, 20, 29, 29, 39, 29, 1, 1, 0.275, 26, Rodney, 
AUKUYL50PIUMC, M, English, 8, 45, 43, sweater, sharp, 99, 1, 1, 20, 20, 31, 39, 20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 0.5, 27, Don, 
AUKUYL50PIUMC, M, English, 8, 45, 11, electric kettle, sharp, 97, 20, 20, 20, 20, 28, 36, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 28, Kevin, 
AUKUYL50PIUMC, M, English, 8, 45, 88, laptop, round, 10000, 0, 0, 0, 0, 0, 0, 9, 9, 20, 20, 29, 29, 20, 20, 0, 0, 0.975, 29, Will, 
AUKUYL50PIUMC, M, English, 8, 45, 74, watch, sharp, 52, 1, 1, 29, 38, 20, 20, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.25, 30, Howard, 
AUKUYL50PIUMC, M, English, 8, 45, 68, watch, round, 200, 1, 1, 0, 0, 22, 29, 39, 30, 1, 1, 1, 1, 0, 1, 1, 1, 0.5, 31, Michael, 
AUKUYL50PIUMC, M, English, 8, 45, 92, laptop, sharp, 201, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 28, 28, 20, 20, 1, 1, 0.05, 32, Scott, 
A2CYGCYG104PDD, F, English, 4, 35, 25, coffee maker, sharp, 18, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 1, Eli, 
A2CYGCYG104PDD, F, English, 4, 35, 37, sweater, round, 500, 0, 0, 0, 0, 0, 0, 0, 0, 39, 39, 0, 0, 0, 0, 0, 0, 0.75, 2, Ron, 
A2CYGCYG104PDD, F, English, 4, 35, 87, laptop, round, 2000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0.75, 3, Rodney, 
A2CYGCYG104PDD, F, English, 4, 35, 76, watch, sharp, 199, 0, 0, 0, 0, 0, 0, 7, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 4, Alan, 
A2CYGCYG104PDD, F, English, 4, 35, 39, sweater, round, 2000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 1, 5, Ted, 
A2CYGCYG104PDD, F, English, 4, 35, 75, watch, sharp, 98, 0, 0, 0, 0, 7, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 6, Todd, 
A2CYGCYG104PDD, F, English, 4, 35, 80, watch, sharp, 9997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40, 1, 7, Rick, 
A2CYGCYG104PDD, F, English, 4, 35, 14, electric kettle, sharp, 997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40, 0, 0, 0, 0, 1, 8, Ned, 
A2CYGCYG104PDD, F, English, 4, 35, 35, sweater, round, 100, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 9, Oscar, 
A2CYGCYG104PDD, F, English, 4, 35, 51, headphones, round, 100, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.575, 10, Laurence , 
A2CYGCYG104PDD, F, English, 4, 35, 85, laptop, round, 500, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0.45, 11, Dean, 
A2CYGCYG104PDD, F, English, 4, 35, 82, laptop, round, 50, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 12, Kirk, 
A2CYGCYG104PDD, F, English, 4, 35, 15, electric kettle, sharp, 1997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 5, 0, 0.975, 13, Owen, 
A2CYGCYG104PDD, F, English, 4, 35, 53, headphones, round, 500, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0.75, 14, Norman, 
A2CYGCYG104PDD, F, English, 4, 35, 44, sweater, sharp, 198, 0, 0, 0, 0, 0, 0, 5, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0.65, 15, Edward, 
A2CYGCYG104PDD, F, English, 4, 35, 49, headphones, round, 20, 40, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 16, Jordan, 
A2CYGCYG104PDD, F, English, 4, 35, 59, headphones, sharp, 102, 0, 0, 0, 0, 4, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65, 17, Aaron, 
A2CYGCYG104PDD, F, English, 4, 35, 43, sweater, sharp, 101, 0, 0, 0, 0, 3, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.625, 18, Don, 
A2CYGCYG104PDD, F, English, 4, 35, 34, sweater, round, 50, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 19, Nelson, 
A2CYGCYG104PDD, F, English, 4, 35, 13, electric kettle, sharp, 499, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0.775, 20, Mark, 
A2CYGCYG104PDD, F, English, 4, 35, 12, electric kettle, sharp, 199, 0, 0, 0, 0, 0, 0, 5, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0.725, 21, Luke, 
A2CYGCYG104PDD, F, English, 4, 35, 63, headphones, sharp, 2003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40, 0, 0, 1, 22, Eric, 
A2CYGCYG104PDD, F, English, 4, 35, 33, sweater, round, 20, 40, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 23, Martin, 
A2CYGCYG104PDD, F, English, 4, 35, 11, electric kettle, sharp, 98, 0, 0, 0, 0, 5, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.575, 24, Kevin, 
A2CYGCYG104PDD, F, English, 4, 35, 65, watch, round, 20, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 25, Charles, 
A2CYGCYG104PDD, F, English, 4, 35, 10, electric kettle, sharp, 52, 0, 0, 5, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 26, Jake, 
A2CYGCYG104PDD, F, English, 4, 35, 20, coffee maker, round, 200, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 27, Victor, 
A2CYGCYG104PDD, F, English, 4, 35, 38, sweater, round, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0.875, 28, Sam, 
A2CYGCYG104PDD, F, English, 4, 35, 72, watch, round, 10000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0.95, 29, Justin, 
A2CYGCYG104PDD, F, English, 4, 35, 45, sweater, sharp, 499, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40, 0, 0, 0, 0, 0, 0, 0.725, 30, Fred, 
A2CYGCYG104PDD, F, English, 4, 35, 28, coffee maker, sharp, 202, 0, 0, 0, 0, 0, 0, 5, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0.65, 31, Hal, 
A2CYGCYG104PDD, F, English, 4, 35, 69, watch, round, 500, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0.675, 32, James, 
A2OHFPVTLVH5IE, F, English, 4, 25, 88, laptop, round, 10000, 0, 0, 0, 0, 1, 0, 0, 0, 25, 26, 33, 30, 23, 23, 0, 3, 0.75, 1, Will, 
A2OHFPVTLVH5IE, F, English, 4, 25, 25, coffee maker, sharp, 21, 25, 30, 31, 29, 33, 32, 22, 22, 17, 17, 12, 12, 8, 8, 0, 1, 0.25, 2, Eli, 
A2OHFPVTLVH5IE, F, English, 4, 25, 41, sweater, sharp, 21, 36, 35, 31, 31, 29, 29, 25, 23, 12, 11, 4, 3, 0, 0, 0, 0, 0.075, 3, Bart, 
A2OHFPVTLVH5IE, F, English, 4, 25, 94, laptop, sharp, 1003, 0, 0, 0, 0, 14, 16, 21, 21, 32, 32, 30, 30, 23, 23, 0, 0, 0.375, 4, Richard, 
A2OHFPVTLVH5IE, F, English, 4, 25, 15, electric kettle, sharp, 1997, 35, 34, 27, 27, 18, 19, 15, 15, 3, 3, 0, 0, 0, 0, 0, 0, 0.875, 5, Owen, 
A2OHFPVTLVH5IE, F, English, 4, 25, 90, laptop, sharp, 51, 0, 0, 3, 3, 7, 7, 15, 15, 29, 29, 29, 29, 24, 23, 0, 0, 0.175, 6, Roger, 
A2OHFPVTLVH5IE, F, English, 4, 25, 73, watch, sharp, 19, 34, 33, 31, 31, 32, 31, 28, 28, 31, 31, 24, 24, 16, 17, 4, 4, 0.05, 7, Billy, 
A2OHFPVTLVH5IE, F, English, 4, 25, 64, headphones, sharp, 10001, 35, 35, 35, 35, 31, 31, 26, 26, 23, 23, 16, 16, 8, 8, 4, 3, 0.975, 8, Chris, 
A2OHFPVTLVH5IE, F, English, 4, 25, 28, coffee maker, sharp, 202, 24, 24, 30, 30, 34, 34, 26, 26, 18, 18, 12, 12, 8, 7, 1, 0, 0.45, 9, Hal, 
A2OHFPVTLVH5IE, F, English, 4, 25, 10, electric kettle, sharp, 52, 31, 31, 36, 36, 28, 28, 24, 24, 15, 14, 11, 11, 3, 3, 0, 0, 0.175, 10, Jake, 
A2OHFPVTLVH5IE, F, English, 4, 25, 69, watch, round, 500, 23, 23, 27, 28, 32, 31, 29, 30, 25, 25, 15, 15, 11, 12, 0, 0, 0.4, 11, James, 
A2OHFPVTLVH5IE, F, English, 4, 25, 80, watch, sharp, 9999, 27, 27, 29, 30, 33, 32, 29, 29, 23, 22, 13, 14, 6, 5, 0, 0, 1, 12, Rick, 
A2OHFPVTLVH5IE, F, English, 4, 25, 49, headphones, round, 20, 24, 24, 28, 28, 31, 32, 24, 24, 15, 14, 7, 7, 3, 4, 1, 0, 0.575, 13, Jordan, 
A2OHFPVTLVH5IE, F, English, 4, 25, 31, coffee maker, sharp, 2002, 25, 25, 32, 32, 33, 33, 29, 29, 17, 17, 12, 12, 9, 8, 0, 0, 0.825, 14, Kenneth, 
A2OHFPVTLVH5IE, F, English, 4, 25, 13, electric kettle, sharp, 499, 24, 24, 29, 29, 33, 32, 26, 25, 15, 15, 9, 9, 4, 5, 0, 0, 0.725, 15, Mark, 
A2OHFPVTLVH5IE, F, English, 4, 25, 93, laptop, sharp, 503, 0, 0, 7, 5, 14, 14, 22, 22, 30, 30, 30, 30, 25, 25, 0, 0, 0.225, 16, Joseph, 
A2OHFPVTLVH5IE, F, English, 4, 25, 5, electric kettle, round, 500, 24, 24, 29, 28, 33, 33, 30, 30, 17, 16, 6, 8, 5, 4, 1, 1, 0.775, 17, Ed, 
A2OHFPVTLVH5IE, F, English, 4, 25, 78, watch, sharp, 998, 7, 8, 14, 15, 24, 24, 31, 30, 27, 27, 12, 12, 5, 4, 0, 1, 0.7, 18, Ray, 
A2OHFPVTLVH5IE, F, English, 4, 25, 86, laptop, round, 1000, 0, 0, 0, 0, 9, 9, 15, 15, 29, 28, 31, 31, 24, 24, 0, 0, 0.35, 19, Theodore, 
A2OHFPVTLVH5IE, F, English, 4, 25, 32, coffee maker, sharp, 9999, 0, 0, 26, 26, 31, 30, 27, 27, 24, 23, 12, 13, 8, 7, 0, 0, 1, 20, Larry, 
A2OHFPVTLVH5IE, F, English, 4, 25, 85, laptop, round, 500, 0, 0, 1, 0, 14, 14, 19, 19, 32, 32, 26, 25, 15, 16, 0, 0, 0.125, 21, Dean, 
A2OHFPVTLVH5IE, F, English, 4, 25, 62, headphones, sharp, 999, 0, 1, 13, 13, 29, 29, 35, 34, 19, 19, 12, 12, 8, 7, 0, 0, 0.75, 22, Daniel, 
A2OHFPVTLVH5IE, F, English, 4, 25, 91, laptop, sharp, 99, 0, 0, 0, 0, 12, 12, 24, 23, 35, 36, 25, 25, 17, 17, 0, 1, 0.075, 23, Greg, 
A2OHFPVTLVH5IE, F, English, 4, 25, 8, electric kettle, round, 10000, 25, 25, 28, 28, 36, 36, 30, 30, 23, 23, 14, 14, 5, 4, 0, 0, 1, 24, Harry, 
A2OHFPVTLVH5IE, F, English, 4, 25, 60, headphones, sharp, 197, 31, 31, 34, 34, 27, 27, 24, 23, 15, 15, 7, 7, 3, 3, 0, 0, 0.575, 25, Ben, 
A2OHFPVTLVH5IE, F, English, 4, 25, 56, headphones, round, 10000, 25, 25, 31, 31, 33, 33, 30, 30, 24, 24, 13, 13, 5, 5, 0, 0, 1, 26, Russell, 
A2OHFPVTLVH5IE, F, English, 4, 25, 61, headphones, sharp, 502, 10, 11, 24, 24, 31, 31, 35, 35, 30, 29, 15, 15, 6, 6, 0, 0, 0.725, 27, Cyrus, 
A2OHFPVTLVH5IE, F, English, 4, 25, 70, watch, round, 1000, 0, 0, 5, 4, 15, 15, 27, 26, 29, 28, 24, 24, 15, 15, 0, 0, 0.675, 28, John, 
A2OHFPVTLVH5IE, F, English, 4, 25, 47, sweater, sharp, 2003, 17, 17, 24, 24, 34, 34, 30, 30, 25, 25, 18, 18, 15, 15, 0, 0, 0.85, 29, Henry, 
A2OHFPVTLVH5IE, F, English, 4, 25, 89, laptop, sharp, 21, 9, 9, 11, 11, 16, 16, 26, 26, 24, 24, 17, 17, 13, 7, 0, 0, 0, 30, Jack, 
A2OHFPVTLVH5IE, F, English, 4, 25, 66, watch, round, 50, 29, 29, 35, 35, 33, 32, 25, 24, 15, 15, 12, 13, 7, 7, 0, 0, 0.075, 31, Brian, 
A2OHFPVTLVH5IE, F, English, 4, 25, 81, laptop, round, 20, 10, 11, 15, 15, 17, 17, 23, 23, 31, 31, 15, 15, 5, 5, 0, 0, 0, 32, Ian, 
A1CD4W0F9NGGLK, M, english, 11, 35, 53, headphones, round, 500, 1, 2, 3, 4, 8, 8, 15, 15, 35, 32, 5, 3, 0, 0, 0, 0, 0.25, 1, Norman, 
A1CD4W0F9NGGLK, M, english, 11, 35, 20, coffee maker, round, 200, 1, 1, 2, 3, 15, 17, 37, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 2, Victor, 
A1CD4W0F9NGGLK, M, english, 11, 35, 37, sweater, round, 500, 1, 2, 2, 3, 20, 22, 22, 23, 32, 32, 7, 3, 2, 1, 0, 1, 1, 3, Ron, 
A1CD4W0F9NGGLK, M, english, 11, 35, 34, sweater, round, 50, 11, 9, 34, 37, 5, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 4, Nelson, 
A1CD4W0F9NGGLK, M, english, 11, 35, 65, watch, round, 20, 38, 36, 16, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.025, 5, Charles, 
A1CD4W0F9NGGLK, M, english, 11, 35, 32, coffee maker, sharp, 9997, 1, 2, 2, 2, 2, 2, 29, 29, 5, 4, 4, 5, 6, 4, 5, 6, 1, 6, Larry, 
A1CD4W0F9NGGLK, M, english, 11, 35, 58, headphones, sharp, 48, 12, 11, 23, 24, 6, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0.225, 7, Tim, 
A1CD4W0F9NGGLK, M, english, 11, 35, 86, laptop, round, 1000, 1, 0, 0, 0, 1, 0, 0, 0, 4, 6, 32, 28, 9, 9, 1, 0, 0.25, 8, Theodore, 
