workerID,gender,nativeLanguage,income,age,sentenceID,domain,numberType,utteredPrice,inferredPrice,probOpinion,order,buyer,roundedInferredPrice,inferredNumberType
A18ACKRAVMM8D8,M,English,0,25,94,laptop,sharp,998,995.99,0.725,32,Richard,1000,
A3RY7H1EBB4Z7B,M,English,4,25,36,sweater,round,200,200,0.725,1,Perry,200,
A3RY7H1EBB4Z7B,M,English,4,25,13,electrickettle,sharp,497,497,0.875,2,Mark,500,
A3RY7H1EBB4Z7B,M,English,4,25,47,sweater,sharp,2002,20.02,0.5,3,Henry,20,
A3RY7H1EBB4Z7B,M,English,4,25,89,laptop,sharp,22,22,0,4,Jack,20,
A3RY7H1EBB4Z7B,M,English,4,25,80,watch,sharp,9997,9997,0.95,5,Rick,10000,
A3RY7H1EBB4Z7B,M,English,4,25,31,coffeemaker,sharp,2003,2003,0.875,6,Kenneth,2000,
A3RY7H1EBB4Z7B,M,English,4,25,79,watch,sharp,1999,19.99,0.25,7,Tom,20,
A3RY7H1EBB4Z7B,M,English,4,25,3,electrickettle,round,100,100,0.25,8,Calvin,100,
A3RY7H1EBB4Z7B,M,English,4,25,28,coffeemaker,sharp,199,199,0.75,9,Hal,200,
A3RY7H1EBB4Z7B,M,English,4,25,42,sweater,sharp,53,53,0.575,10,Corey,50,
A3RY7H1EBB4Z7B,M,English,4,25,32,coffeemaker,sharp,10003,100.03,0.6,11,Larry,100,
A3RY7H1EBB4Z7B,M,English,4,25,91,laptop,sharp,97,97,0.125,12,Greg,100,
A3RY7H1EBB4Z7B,M,English,4,25,41,sweater,sharp,22,22,0.5,13,Bart,20,
A3RY7H1EBB4Z7B,M,English,4,25,7,electrickettle,round,2000,2000,0.75,14,George,2000,
A3RY7H1EBB4Z7B,M,English,4,25,60,headphones,sharp,201,201,0.55,15,Ben,200,
A3RY7H1EBB4Z7B,M,English,4,25,73,watch,sharp,19,19,0.225,16,Billy,20,
A3RY7H1EBB4Z7B,M,English,4,25,66,watch,round,50,50,0.5,17,Brian,50,
A3RY7H1EBB4Z7B,M,English,4,25,25,coffeemaker,sharp,17,17,0.175,18,Eli,20,
A3RY7H1EBB4Z7B,M,English,4,25,69,watch,round,500,500,0.625,19,James,500,
A3RY7H1EBB4Z7B,M,English,4,25,95,laptop,sharp,2001,2001,0.675,20,Carl,2000,
A3RY7H1EBB4Z7B,M,English,4,25,5,electrickettle,round,500,500,0.825,21,Ed,500,
A3RY7H1EBB4Z7B,M,English,4,25,27,coffeemaker,sharp,101,101,0.625,22,Gabe,100,
A3RY7H1EBB4Z7B,M,English,4,25,76,watch,sharp,202,202,0.55,23,Alan,200,
A3RY7H1EBB4Z7B,M,English,4,25,46,sweater,sharp,1002,10.02,0.5,24,Garrett,10,
A3RY7H1EBB4Z7B,M,English,4,25,63,headphones,sharp,1998,1998,0.9,25,Eric,2000,
A3RY7H1EBB4Z7B,M,English,4,25,83,laptop,round,100,100,0.175,26,Sean,100,
A3RY7H1EBB4Z7B,M,English,4,25,12,electrickettle,sharp,197,197,0.5,27,Luke,200,
A3RY7H1EBB4Z7B,M,English,4,25,20,coffeemaker,round,200,200,0.725,28,Victor,200,
A3RY7H1EBB4Z7B,M,English,4,25,75,watch,sharp,101,101,0.3,29,Todd,100,
A3RY7H1EBB4Z7B,M,English,4,25,11,electrickettle,sharp,97,97.09,0.175,30,Kevin,100,
A3RY7H1EBB4Z7B,M,English,4,25,30,coffeemaker,sharp,1002,1002,0.9,31,Jerry,1000,
A3RY7H1EBB4Z7B,M,English,4,25,29,coffeemaker,sharp,499,499,0.75,32,Irvin,500,
A34ZSF2JSRXIRP,F,english,8,35,50,headphones,round,50,50,0.5,1,Keith,50,
A34ZSF2JSRXIRP,F,english,8,35,32,coffeemaker,sharp,10002,300,0.75,2,Larry,300,
A34ZSF2JSRXIRP,F,english,8,35,72,watch,round,10000,5000,0.575,3,Justin,5000,
A34ZSF2JSRXIRP,F,english,8,35,86,laptop,round,1000,1000,0.5,4,Theodore,1000,
A34ZSF2JSRXIRP,F,english,8,35,78,watch,sharp,1003,1000,0.55,5,Ray,1000,
A34ZSF2JSRXIRP,F,english,8,35,61,headphones,sharp,498,490,0.625,6,Cyrus,490,
A34ZSF2JSRXIRP,F,english,8,35,16,electrickettle,sharp,9999,100,0.725,7,Paul,100,
A34ZSF2JSRXIRP,F,english,8,35,3,electrickettle,round,100,100,0.5,8,Calvin,100,
A34ZSF2JSRXIRP,F,english,8,35,88,laptop,round,10000,4000,0.75,9,Will,4000,
A34ZSF2JSRXIRP,F,english,8,35,73,watch,sharp,19,19,0.25,10,Billy,20,
A34ZSF2JSRXIRP,F,english,8,35,21,coffeemaker,round,500,450,0.575,11,Albert,450,
A34ZSF2JSRXIRP,F,english,8,35,89,laptop,sharp,23,230,0.25,12,Jack,230,
A34ZSF2JSRXIRP,F,english,8,35,48,sweater,sharp,9998,150,0.725,13,Isaac,150,
A34ZSF2JSRXIRP,F,english,8,35,26,coffeemaker,sharp,53,53,0.35,14,Felix,50,
A34ZSF2JSRXIRP,F,english,8,35,13,electrickettle,sharp,502,100,0.625,15,Mark,100,
A34ZSF2JSRXIRP,F,english,8,35,64,headphones,sharp,10001,100.01,0.575,16,Chris,100,
A34ZSF2JSRXIRP,F,english,8,35,33,sweater,round,20,20,0.325,17,Martin,20,
A34ZSF2JSRXIRP,F,english,8,35,79,watch,sharp,2001,2000,0.65,18,Tom,2000,
A34ZSF2JSRXIRP,F,english,8,35,44,sweater,sharp,203,200,0.625,19,Edward,200,
A34ZSF2JSRXIRP,F,english,8,35,23,coffeemaker,round,2000,400,0.75,20,Cameron,400,
A34ZSF2JSRXIRP,F,english,8,35,92,laptop,sharp,197,200,0.25,21,Scott,200,
A34ZSF2JSRXIRP,F,english,8,35,91,laptop,sharp,101,101,0.25,22,Greg,100,
A34ZSF2JSRXIRP,F,english,8,35,96,laptop,sharp,9997,1200,0.75,23,Leon,1200,
A34ZSF2JSRXIRP,F,english,8,35,34,sweater,round,50,50,0.5,24,Nelson,50,
A34ZSF2JSRXIRP,F,english,8,35,27,coffeemaker,sharp,97,97,0.5,25,Gabe,100,
A34ZSF2JSRXIRP,F,english,8,35,74,watch,sharp,52,52,0.35,26,Howard,50,
A34ZSF2JSRXIRP,F,english,8,35,93,laptop,sharp,497,497,0.525,27,Joseph,500,
A34ZSF2JSRXIRP,F,english,8,35,82,laptop,round,50,200,0.15,28,Kirk,200,
A34ZSF2JSRXIRP,F,english,8,35,69,watch,round,500,500,0.525,29,James,500,
A34ZSF2JSRXIRP,F,english,8,35,24,coffeemaker,round,10000,500,0.725,30,Darren,500,
A34ZSF2JSRXIRP,F,english,8,35,65,watch,round,20,20,0.275,31,Charles,20,
A34ZSF2JSRXIRP,F,english,8,35,66,watch,round,50,50,0.425,32,Brian,50,
A28L1K6D8QUCML,F,english,4,45,64,headphones,sharp,9997,9997,0.975,1,Chris,10000,
A28L1K6D8QUCML,F,english,4,45,35,sweater,round,100,100,0.75,2,Oscar,100,
A28L1K6D8QUCML,F,english,4,45,40,sweater,round,10000,10000,1,3,Andrew,10000,
A28L1K6D8QUCML,F,english,4,45,47,sweater,sharp,2001,2001,1,4,Henry,2000,
A28L1K6D8QUCML,F,english,4,45,37,sweater,round,500,500,0.75,5,Ron,500,
A28L1K6D8QUCML,F,english,4,45,7,electrickettle,round,2000,2000,1,6,George,2000,
A28L1K6D8QUCML,F,english,4,45,63,headphones,sharp,1997,1997,0.975,7,Eric,2000,
A28L1K6D8QUCML,F,english,4,45,18,coffeemaker,round,50,50,0.25,8,Steve,50,
A28L1K6D8QUCML,F,english,4,45,32,coffeemaker,sharp,9999,9999,1,9,Larry,10000,
A28L1K6D8QUCML,F,english,4,45,3,electrickettle,round,100,100,0.5,10,Calvin,100,
A28L1K6D8QUCML,F,english,4,45,34,sweater,round,50,50,0.25,11,Nelson,50,
A28L1K6D8QUCML,F,english,4,45,1,electrickettle,round,20,20,0.025,12,Alex,20,
A28L1K6D8QUCML,F,english,4,45,65,watch,round,20,20,0.025,13,Charles,20,
A28L1K6D8QUCML,F,english,4,45,87,laptop,round,2000,2000,0.5,14,Rodney,2000,
A28L1K6D8QUCML,F,english,4,45,36,sweater,round,200,200,0.75,15,Perry,200,
A28L1K6D8QUCML,F,english,4,45,69,watch,round,500,500,0.75,16,James,500,
A28L1K6D8QUCML,F,english,4,45,52,headphones,round,200,200,0.75,17,Matt,200,
A28L1K6D8QUCML,F,english,4,45,44,sweater,sharp,202,202,0.75,18,Edward,200,
A28L1K6D8QUCML,F,english,4,45,88,laptop,round,10000,10000,1,19,Will,10000,
A28L1K6D8QUCML,F,english,4,45,53,headphones,round,500,500,0.975,20,Norman,500,
A28L1K6D8QUCML,F,english,4,45,78,watch,sharp,1003,1003,0.75,21,Ray,1000,
A28L1K6D8QUCML,F,english,4,45,24,coffeemaker,round,10000,10000,1,22,Darren,10000,
A28L1K6D8QUCML,F,english,4,45,26,coffeemaker,sharp,48,48,0.5,23,Felix,50,
A28L1K6D8QUCML,F,english,4,45,80,watch,sharp,10001,10001,1,24,Rick,10000,
A28L1K6D8QUCML,F,english,4,45,77,watch,sharp,498,498,0.75,25,Jeff,500,
A28L1K6D8QUCML,F,english,4,45,68,watch,round,200,200,0.5,26,Michael,200,
A28L1K6D8QUCML,F,english,4,45,46,sweater,sharp,998,998,0.775,27,Garrett,1000,
A28L1K6D8QUCML,F,english,4,45,49,headphones,round,20,20,0.025,28,Jordan,20,
A28L1K6D8QUCML,F,english,4,45,73,watch,sharp,23,23,0.1,29,Billy,20,
A28L1K6D8QUCML,F,english,4,45,67,watch,round,100,100,0.5,30,Adam,100,
A28L1K6D8QUCML,F,english,4,45,25,coffeemaker,sharp,21,21,0.05,31,Eli,20,
A28L1K6D8QUCML,F,english,4,45,30,coffeemaker,sharp,999,999,0.75,32,Jerry,1000,
A3UOK7WMVFVHHE,M,english,6,25,63,headphones,sharp,2001,2001,0.125,1,Eric,2000,
A3UOK7WMVFVHHE,M,english,6,25,84,laptop,round,200,200,0.125,2,Zach,200,
A3UOK7WMVFVHHE,M,english,6,25,3,electrickettle,round,100,100,0.225,3,Calvin,100,
A3UOK7WMVFVHHE,M,english,6,25,57,headphones,sharp,22,22,0.25,4,Seth,20,
A3UOK7WMVFVHHE,M,english,6,25,2,electrickettle,round,50,50,0.25,5,Bob,50,
A3UOK7WMVFVHHE,M,english,6,25,39,sweater,round,2000,2000,0.25,6,Ted,2000,
A3UOK7WMVFVHHE,M,english,6,25,56,headphones,round,10000,10000,0.25,7,Russell,10000,
A3UOK7WMVFVHHE,M,english,6,25,61,headphones,sharp,497,497,0.25,8,Cyrus,500,
A3UOK7WMVFVHHE,M,english,6,25,51,headphones,round,100,100,0.25,9,Laurence,100,
A3UOK7WMVFVHHE,M,english,6,25,18,coffeemaker,round,50,50,0.25,10,Steve,50,
A3UOK7WMVFVHHE,M,english,6,25,46,sweater,sharp,997,997,0.25,11,Garrett,1000,
A3UOK7WMVFVHHE,M,english,6,25,94,laptop,sharp,1003,1003,0.2,12,Richard,1000,
A3UOK7WMVFVHHE,M,english,6,25,85,laptop,round,500,500,0.25,13,Dean,500,
A3UOK7WMVFVHHE,M,english,6,25,55,headphones,round,2000,2000,0.3,14,Phillip,2000,
A3UOK7WMVFVHHE,M,english,6,25,23,coffeemaker,round,2000,2000,0.375,15,Cameron,2000,
A3UOK7WMVFVHHE,M,english,6,25,59,headphones,sharp,101,101,0.275,16,Aaron,100,
A3UOK7WMVFVHHE,M,english,6,25,43,sweater,sharp,98,98,0.275,17,Don,100,
A3UOK7WMVFVHHE,M,english,6,25,81,laptop,round,20,20,0.275,18,Ian,20,
A3UOK7WMVFVHHE,M,english,6,25,6,electrickettle,round,1000,1000,0.25,19,Frank,1000,
A3UOK7WMVFVHHE,M,english,6,25,20,coffeemaker,round,200,200,0.325,20,Victor,200,
A3UOK7WMVFVHHE,M,english,6,25,9,electrickettle,sharp,23,23,0.325,21,Ivan,20,
A3UOK7WMVFVHHE,M,english,6,25,19,coffeemaker,round,100,100,0.4,22,Terry,100,
A3UOK7WMVFVHHE,M,english,6,25,34,sweater,round,50,50,0.375,23,Nelson,50,
A3UOK7WMVFVHHE,M,english,6,25,83,laptop,round,100,100,0.4,24,Sean,100,
A3UOK7WMVFVHHE,M,english,6,25,52,headphones,round,200,200,0.4,25,Matt,200,
A3UOK7WMVFVHHE,M,english,6,25,72,watch,round,10000,10000,0.475,26,Justin,10000,
A3UOK7WMVFVHHE,M,english,6,25,73,watch,sharp,22,22,0.4,27,Billy,20,
A3UOK7WMVFVHHE,M,english,6,25,67,watch,round,100,100,0.375,28,Adam,100,
A3UOK7WMVFVHHE,M,english,6,25,62,headphones,sharp,997,997,0.4,29,Daniel,1000,
A3UOK7WMVFVHHE,M,english,6,25,60,headphones,sharp,203,203,0.4,30,Ben,200,
A3UOK7WMVFVHHE,M,english,6,25,95,laptop,sharp,1999,1999,0.35,31,Carl,2000,
A3UOK7WMVFVHHE,M,english,6,25,69,watch,round,500,500,0.35,32,James,500,
A1Y3VYHOYKZ1D7,M,english,4,17,43,sweater,sharp,97,97,0.75,1,Don,100,
A1Y3VYHOYKZ1D7,M,english,4,17,18,coffeemaker,round,50,50,0.5,2,Steve,50,
A1Y3VYHOYKZ1D7,M,english,4,17,15,electrickettle,sharp,1998,1998,1,3,Owen,2000,
A1Y3VYHOYKZ1D7,M,english,4,17,61,headphones,sharp,498,498,0.975,4,Cyrus,500,
A1Y3VYHOYKZ1D7,M,english,4,17,78,watch,sharp,999,999,1,5,Ray,1000,
A1Y3VYHOYKZ1D7,M,english,4,17,28,coffeemaker,sharp,197,197,1,6,Hal,200,
A1Y3VYHOYKZ1D7,M,english,4,17,55,headphones,round,2000,2000,1,7,Phillip,2000,
A1Y3VYHOYKZ1D7,M,english,4,17,54,headphones,round,1000,1000,1,8,Oliver,1000,
A1Y3VYHOYKZ1D7,M,english,4,17,68,watch,round,200,200,0.5,9,Michael,200,
A1Y3VYHOYKZ1D7,M,english,4,17,83,laptop,round,100,100,0.025,10,Sean,100,
A1Y3VYHOYKZ1D7,M,english,4,17,25,coffeemaker,sharp,19,10,0.25,11,Eli,10,
A1Y3VYHOYKZ1D7,M,english,4,17,36,sweater,round,200,200,1,12,Perry,200,
A1Y3VYHOYKZ1D7,M,english,4,17,52,headphones,round,200,200,0.75,13,Matt,200,
A1Y3VYHOYKZ1D7,M,english,4,17,96,laptop,sharp,10003,10003,0.975,14,Leon,10000,
A1Y3VYHOYKZ1D7,M,english,4,17,62,headphones,sharp,1002,1002,0.975,15,Daniel,1000,
A1Y3VYHOYKZ1D7,M,english,4,17,33,sweater,round,20,20,0.25,16,Martin,20,
A1Y3VYHOYKZ1D7,M,english,4,17,24,coffeemaker,round,10000,10000,0.975,17,Darren,10000,
A1Y3VYHOYKZ1D7,M,english,4,17,41,sweater,sharp,18,18,0.2,18,Bart,20,
A1Y3VYHOYKZ1D7,M,english,4,17,46,sweater,sharp,998,998,0.975,19,Garrett,1000,
A1Y3VYHOYKZ1D7,M,english,4,17,20,coffeemaker,round,200,200,0.725,20,Victor,200,
A1Y3VYHOYKZ1D7,M,english,4,17,77,watch,sharp,499,499,0.75,21,Jeff,500,
A1Y3VYHOYKZ1D7,M,english,4,17,58,headphones,sharp,49,49,0.325,22,Tim,50,
A1Y3VYHOYKZ1D7,M,english,4,17,92,laptop,sharp,198,198,0,23,Scott,200,
A1Y3VYHOYKZ1D7,M,english,4,17,67,watch,round,100,100,0,24,Adam,100,
A1Y3VYHOYKZ1D7,M,english,4,17,21,coffeemaker,round,500,500,0.025,25,Albert,500,
A1Y3VYHOYKZ1D7,M,english,4,17,65,watch,round,20,20,0,26,Charles,20,
A1Y3VYHOYKZ1D7,M,english,4,17,2,electrickettle,round,50,50,0,27,Bob,50,
A1Y3VYHOYKZ1D7,M,english,4,17,13,electrickettle,sharp,498,498,0,28,Mark,500,
A1Y3VYHOYKZ1D7,M,english,4,17,1,electrickettle,round,20,20,0.025,29,Alex,20,
A1Y3VYHOYKZ1D7,M,english,4,17,26,coffeemaker,sharp,52,52,0.025,30,Felix,50,
A1Y3VYHOYKZ1D7,M,english,4,17,10,electrickettle,sharp,49,49,0,31,Jake,50,
A1Y3VYHOYKZ1D7,M,english,4,17,6,electrickettle,round,1000,1000,0,32,Frank,1000,
A25CAT0W9W97Z8,M,english,4,35,15,electrickettle,sharp,2001,100,1,1,Owen,100,
A25CAT0W9W97Z8,M,english,4,35,19,coffeemaker,round,100,75,0.75,2,Terry,80,
A25CAT0W9W97Z8,M,english,4,35,26,coffeemaker,sharp,51,51,0.125,3,Felix,50,
A25CAT0W9W97Z8,M,english,4,35,77,watch,sharp,503,502.99,0.25,4,Jeff,500,
A25CAT0W9W97Z8,M,english,4,35,38,sweater,round,1000,49.99,1,5,Sam,50,
A25CAT0W9W97Z8,M,english,4,35,89,laptop,sharp,21,300,0,6,Jack,300,
A25CAT0W9W97Z8,M,english,4,35,17,coffeemaker,round,20,20,0.175,7,Ryan,20,
A25CAT0W9W97Z8,M,english,4,35,63,headphones,sharp,1997,40,1,8,Eric,40,
A25CAT0W9W97Z8,M,english,4,35,25,coffeemaker,sharp,18,18,0.05,9,Eli,20,
A25CAT0W9W97Z8,M,english,4,35,95,laptop,sharp,1998,800,0.875,10,Carl,800,
A25CAT0W9W97Z8,M,english,4,35,73,watch,sharp,17,17,0.125,11,Billy,20,
A25CAT0W9W97Z8,M,english,4,35,7,electrickettle,round,2000,50,1,12,George,50,
A25CAT0W9W97Z8,M,english,4,35,86,laptop,round,1000,1000,0.5,13,Theodore,1000,
A25CAT0W9W97Z8,M,english,4,35,34,sweater,round,50,50,0.25,14,Nelson,50,
A25CAT0W9W97Z8,M,english,4,35,2,electrickettle,round,50,50,0.05,15,Bob,50,
A25CAT0W9W97Z8,M,english,4,35,23,coffeemaker,round,2000,25,1,16,Cameron,30,
A25CAT0W9W97Z8,M,english,4,35,16,electrickettle,sharp,9998,70,1,17,Paul,70,
A25CAT0W9W97Z8,M,english,4,35,24,coffeemaker,round,10000,100,1,18,Darren,100,
A25CAT0W9W97Z8,M,english,4,35,21,coffeemaker,round,500,50,1,19,Albert,50,
A25CAT0W9W97Z8,M,english,4,35,52,headphones,round,200,50,0.9,20,Matt,50,
A25CAT0W9W97Z8,M,english,4,35,49,headphones,round,20,20,0.125,21,Jordan,20,
A25CAT0W9W97Z8,M,english,4,35,33,sweater,round,20,20,0.25,22,Martin,20,
A25CAT0W9W97Z8,M,english,4,35,65,watch,round,20,20,0.125,23,Charles,20,
A25CAT0W9W97Z8,M,english,4,35,81,laptop,round,20,300,0.025,24,Ian,300,
A25CAT0W9W97Z8,M,english,4,35,88,laptop,round,10000,1000,0.975,25,Will,1000,
A25CAT0W9W97Z8,M,english,4,35,48,sweater,sharp,9997,75,1,26,Isaac,80,
A25CAT0W9W97Z8,M,english,4,35,94,laptop,sharp,1001,1001,0.5,27,Richard,1000,
A25CAT0W9W97Z8,M,english,4,35,66,watch,round,50,50,0.475,28,Brian,50,
A25CAT0W9W97Z8,M,english,4,35,87,laptop,round,2000,2000,0.75,29,Rodney,2000,
A25CAT0W9W97Z8,M,english,4,35,74,watch,sharp,53,53,0.55,30,Howard,50,
A25CAT0W9W97Z8,M,english,4,35,96,laptop,sharp,10002,1000,1,31,Leon,1000,
A25CAT0W9W97Z8,M,english,4,35,50,headphones,round,50,50,0.625,32,Keith,50,
A3RWGA5U2C08RV,F,English,8,55,65,watch,round,20,20,0.2,1,Charles,20,
A3RWGA5U2C08RV,F,English,8,55,39,sweater,round,2000,50,0.75,2,Ted,50,
A3RWGA5U2C08RV,F,English,8,55,52,headphones,round,200,200,0.6,3,Matt,200,
A3RWGA5U2C08RV,F,English,8,55,93,laptop,sharp,497,500,0.425,4,Joseph,500,
A3RWGA5U2C08RV,F,English,8,55,95,laptop,sharp,2003,800,0.875,5,Carl,800,
A3RWGA5U2C08RV,F,English,8,55,58,headphones,sharp,49,50,0.325,6,Tim,50,
A3RWGA5U2C08RV,F,English,8,55,94,laptop,sharp,1003,1003,0.625,7,Richard,1000,
A3RWGA5U2C08RV,F,English,8,55,41,sweater,sharp,22,22,0.175,8,Bart,20,
A3RWGA5U2C08RV,F,English,8,55,48,sweater,sharp,10003,75,0.875,9,Isaac,80,
A3RWGA5U2C08RV,F,English,8,55,67,watch,round,100,100,0.55,10,Adam,100,
A3RWGA5U2C08RV,F,English,8,55,68,watch,round,200,200,0.525,11,Michael,200,
A3RWGA5U2C08RV,F,English,8,55,31,coffeemaker,sharp,1997,197,0.8,12,Kenneth,200,
A3RWGA5U2C08RV,F,English,8,55,75,watch,sharp,98,98,0.45,13,Todd,100,
A3RWGA5U2C08RV,F,English,8,55,40,sweater,round,10000,100,0.875,14,Andrew,100,
A3RWGA5U2C08RV,F,English,8,55,59,headphones,sharp,99,99,0.375,15,Aaron,100,
A3RWGA5U2C08RV,F,English,8,55,32,coffeemaker,sharp,10002,202,0.875,16,Larry,200,
A3RWGA5U2C08RV,F,English,8,55,51,headphones,round,100,100,0.525,17,Laurence,100,
A3RWGA5U2C08RV,F,English,8,55,66,watch,round,50,50,0.125,18,Brian,50,
A3RWGA5U2C08RV,F,English,8,55,5,electrickettle,round,500,75,0.95,19,Ed,80,
A3RWGA5U2C08RV,F,English,8,55,49,headphones,round,20,20,0.275,20,Jordan,20,
A3RWGA5U2C08RV,F,English,8,55,96,laptop,sharp,9998,999,0.95,21,Leon,1000,
A3RWGA5U2C08RV,F,English,8,55,54,headphones,round,1000,100,0.975,22,Oliver,100,
A3RWGA5U2C08RV,F,English,8,55,76,watch,sharp,198,198,0.275,23,Alan,200,
A3RWGA5U2C08RV,F,English,8,55,10,electrickettle,sharp,49,49,0.35,24,Jake,50,
A3RWGA5U2C08RV,F,English,8,55,79,watch,sharp,1997,197,0.85,25,Tom,200,
A3RWGA5U2C08RV,F,English,8,55,7,electrickettle,round,2000,50,0.925,26,George,50,
A3RWGA5U2C08RV,F,English,8,55,85,laptop,round,500,500,0.45,27,Dean,500,
A3RWGA5U2C08RV,F,English,8,55,22,coffeemaker,round,1000,100,0.925,28,Barry,100,
A3RWGA5U2C08RV,F,English,8,55,24,coffeemaker,round,10000,100,0.975,29,Darren,100,
A3RWGA5U2C08RV,F,English,8,55,84,laptop,round,200,300,0.125,30,Zach,300,
A3RWGA5U2C08RV,F,English,8,55,8,electrickettle,round,10000,100,0.975,31,Harry,100,
A3RWGA5U2C08RV,F,English,8,55,30,coffeemaker,sharp,1003,100,1,32,Jerry,100,
A248LF7KKHXZ14,F,english,11,45,78,watch,sharp,1003,1002.99,0.25,1,Ray,1000,
A248LF7KKHXZ14,F,english,11,45,29,coffeemaker,sharp,499,499,0.25,2,Irvin,500,
A248LF7KKHXZ14,F,english,11,45,40,sweater,round,10000,10000,0.25,3,Andrew,10000,
A248LF7KKHXZ14,F,english,11,45,14,electrickettle,sharp,1001,1001,0.25,4,Ned,1000,
A248LF7KKHXZ14,F,english,11,45,16,electrickettle,sharp,10002,10002,0.25,5,Paul,10000,
A248LF7KKHXZ14,F,english,11,45,8,electrickettle,round,10000,9999.99,0.225,6,Harry,10000,
A248LF7KKHXZ14,F,english,11,45,13,electrickettle,sharp,497,497,0.25,7,Mark,500,
A248LF7KKHXZ14,F,english,11,45,81,laptop,round,20,19.99,0,8,Ian,20,
A248LF7KKHXZ14,F,english,11,45,50,headphones,round,50,50,0.025,9,Keith,50,
A248LF7KKHXZ14,F,english,11,45,27,coffeemaker,sharp,99,98.99,0.25,10,Gabe,100,
A248LF7KKHXZ14,F,english,11,45,10,electrickettle,sharp,52,52,0,11,Jake,50,
A248LF7KKHXZ14,F,english,11,45,80,watch,sharp,9999,9998.99,0.5,12,Rick,10000,
A248LF7KKHXZ14,F,english,11,45,5,electrickettle,round,500,500,0.5,13,Ed,500,
A248LF7KKHXZ14,F,english,11,45,85,laptop,round,500,499.99,0.5,14,Dean,500,
A248LF7KKHXZ14,F,english,11,45,25,coffeemaker,sharp,18,17.99,0.025,15,Eli,20,
A248LF7KKHXZ14,F,english,11,45,20,coffeemaker,round,200,199.99,0.275,16,Victor,200,
A248LF7KKHXZ14,F,english,11,45,37,sweater,round,500,500,0.5,17,Ron,500,
A248LF7KKHXZ14,F,english,11,45,48,sweater,sharp,10001,10001,0.25,18,Isaac,10000,
A248LF7KKHXZ14,F,english,11,45,6,electrickettle,round,1000,999.99,0.275,19,Frank,1000,
