HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,298KPEIB9BAWF5C2LVWV3UD7A4I0XT,A37WXDYYT7RCZ0,Approved,Fri May 10 10:02:45 PDT 2013,Fri May 10 10:07:15 PDT 2013,"[""Matt"",""Adam"",""Oscar"",""Tom"",""Hal"",""George"",""Isaac"",""Owen"",""Jeff"",""Ron"",""Luke"",""Jake"",""Billy"",""Jack"",""James"",""Howard"",""Sam"",""Norman"",""Ned"",""Gabe"",""Charles"",""Brian"",""Perry"",""Felix"",""Ted"",""Paul"",""Alan"",""Laurence "",""Oliver"",""Darren"",""Don"",""Calvin""]","""""","[0.5,0.5,0.5,0.75,0.7,0.75,0.5,0.75,0.525,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","""M""","[200,100,100,2001,203,2000,10,2003,499,500,197,49,18,18,500,51,1000,500,997,97,20,50,200,47,2000,9998,198,100,1000,10,102,100]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""headphones"",""watch"",""sweater"",""watch"",""coffee maker"",""electric kettle"",""sweater"",""electric kettle"",""watch"",""sweater"",""electric kettle"",""electric kettle"",""watch"",""laptop"",""watch"",""watch"",""sweater"",""headphones"",""electric kettle"",""coffee maker"",""watch"",""watch"",""sweater"",""coffee maker"",""sweater"",""electric kettle"",""watch"",""headphones"",""headphones"",""coffee maker"",""sweater"",""electric kettle""]","""4""","[52,67,35,79,28,7,48,15,77,37,12,10,73,89,69,74,38,53,14,27,65,66,36,26,39,16,76,51,54,24,43,3]","[""round"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""round""]","[""200"",""100"",""100"",""2001"",""203"",""2000"",""9997"",""2003"",""499"",""500"",""197"",""49"",""18"",""18"",""500"",""51"",""1000"",""500"",""997"",""97"",""20"",""50"",""200"",""47"",""2000"",""9998"",""198"",""100"",""1000"",""10000"",""102"",""100""]","""35"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,2W2ZHHRRLFQ0I0D0NMSKNO9I420OFE,A3TBA7X9EF16W6,Approved,Fri May 10 10:01:08 PDT 2013,Fri May 10 10:07:24 PDT 2013,"[""Richard"",""Martin"",""Andrew"",""Zach"",""Oscar"",""John"",""Kenneth"",""Joseph"",""Sam"",""Sean"",""Aaron"",""Dean"",""Alex"",""Scott"",""Chris"",""Charles"",""Corey"",""George"",""Darren"",""Leon"",""Frank"",""Rick"",""Theodore"",""Paul"",""Ted"",""Greg"",""Hal"",""Tom"",""Kevin"",""Mark"",""Norman"",""Brian""]","""None""","[0.25,0.25,0.975,0.125,0.5,0.75,0.85,0.25,0.725,0.225,0.5,0.25,0.05,0.075,0.9,0.075,0.275,0.9,0.975,0.975,0.95,0.975,0.5,0.975,0.975,0.05,0.5,0.9,0.25,0.75,0.9,0.125]","""F""","[1001,20,100,200,100,1000,50,499,100,500,99,500,20,203,99,20,47,100,50,1000,50,10000,1000,100,100,1000,50,2001,97,100,100,50]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""laptop"",""sweater"",""sweater"",""laptop"",""sweater"",""watch"",""coffee maker"",""laptop"",""sweater"",""laptop"",""headphones"",""laptop"",""electric kettle"",""laptop"",""headphones"",""watch"",""sweater"",""electric kettle"",""coffee maker"",""laptop"",""electric kettle"",""watch"",""laptop"",""electric kettle"",""sweater"",""laptop"",""coffee maker"",""watch"",""electric kettle"",""electric kettle"",""headphones"",""watch""]","""4""","[94,33,40,84,35,70,31,93,38,83,59,85,1,92,64,65,42,7,24,96,6,80,86,16,39,91,28,79,11,13,53,66]","[""sharp"",""round"",""round"",""round"",""round"",""round"",""sharp"",""sharp"",""round"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""round"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""round""]","[""1001"",""20"",""10000"",""200"",""100"",""1000"",""2001"",""499"",""1000"",""100"",""99"",""500"",""20"",""203"",""9999"",""20"",""47"",""2000"",""10000"",""10001"",""1000"",""9997"",""1000"",""10003"",""2000"",""103"",""197"",""2001"",""97"",""503"",""500"",""50""]","""35"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,277B0HFL42J1FBVD7CT7S0IK3V7L0R,A195ALXEOWXS4A,Approved,Fri May 10 10:02:39 PDT 2013,Fri May 10 10:07:43 PDT 2013,"[""Jake"",""Kevin"",""Irvin"",""Alex"",""Chris"",""Dean"",""Ryan"",""Victor"",""Frank"",""Daniel"",""Albert"",""Kirk"",""Hal"",""Bob"",""Bart"",""Henry"",""Tim"",""John"",""Ed"",""Felix"",""Todd"",""Ivan"",""Carl"",""Andrew"",""Michael"",""Barry"",""Joseph"",""Richard"",""Kenneth"",""Ted"",""Rick"",""Dave""]","""""","[0.375,0.7,0.975,0.275,1,0.275,0.25,0.75,1,1,0.95,0,0.8,0.3,0.25,1,0.625,0.75,0.775,0.3,0.5,0.225,0.9,1,0.575,1,0.35,0.65,1,1,1,0.725]","""M""","[51.99,96.99,499.99,19.99,9997.97,499,19.99,199.99,999.99,997.97,499,49.99,199.99,49.99,23,1997,52,995,499,47,98.99,20.99,1999.99,999.98,199,999,500.99,1000.99,2001.99,1999.99,1000.99,199.99]",1,"""english""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""electric kettle"",""electric kettle"",""coffee maker"",""electric kettle"",""headphones"",""laptop"",""coffee maker"",""coffee maker"",""electric kettle"",""headphones"",""coffee maker"",""laptop"",""coffee maker"",""electric kettle"",""sweater"",""sweater"",""headphones"",""watch"",""electric kettle"",""coffee maker"",""watch"",""electric kettle"",""laptop"",""sweater"",""watch"",""coffee maker"",""laptop"",""laptop"",""coffee maker"",""sweater"",""watch"",""electric kettle""]","""4""","[10,11,29,1,64,85,17,20,6,62,21,82,28,2,41,47,58,70,5,26,75,9,95,40,68,22,93,94,31,39,80,4]","[""sharp"",""sharp"",""sharp"",""round"",""sharp"",""round"",""round"",""round"",""round"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""round""]","[""52"",""97"",""499"",""20"",""9997"",""500"",""20"",""200"",""1000"",""997"",""500"",""50"",""199"",""50"",""23"",""1997"",""52"",""1000"",""500"",""47"",""98"",""22"",""1999"",""10000"",""200"",""1000"",""501"",""1001"",""2002"",""2000"",""10001"",""200""]","""25"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,21Z0G5R98D8JX84CSXJTTYCKRX2TDV,ARXVG4J18XJFE,Approved,Fri May 10 10:02:41 PDT 2013,Fri May 10 10:07:59 PDT 2013,"[""Dave"",""Keith"",""Zach"",""Ted"",""Andrew"",""Charles"",""Dean"",""Justin"",""John"",""Mark"",""Henry"",""Garrett"",""Ryan"",""Richard"",""Roger"",""Kirk"",""James"",""Jeff"",""Oscar"",""Corey"",""Norman"",""Theodore"",""Brian"",""Kevin"",""Jordan"",""Joseph"",""Cyrus"",""Laurence "",""Frank"",""Matt"",""Irvin"",""Jake""]","""It was fun""","[0.775,0.6,0.025,0.9,0.95,0.5,0.6,0.925,0.975,0.9,0.875,0.925,0.5,0.5,0.1,0.15,0.725,0.675,0.6,0.5,0.675,0.5,0.5,0.7,0.5,0.375,0.8,0.6,0.75,0.75,0.85,0.5]","""F""","[50,35,800,50,50,20,800,50,100,60,50,60,20,997,800,800,100,100,50,51,100,1000,50,60,20,800,80,80,80,80,80,48]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""electric kettle"",""headphones"",""laptop"",""sweater"",""sweater"",""watch"",""laptop"",""watch"",""watch"",""electric kettle"",""sweater"",""sweater"",""coffee maker"",""laptop"",""laptop"",""laptop"",""watch"",""watch"",""sweater"",""sweater"",""headphones"",""laptop"",""watch"",""electric kettle"",""headphones"",""laptop"",""headphones"",""headphones"",""electric kettle"",""headphones"",""coffee maker"",""electric kettle""]","""4""","[4,50,84,39,40,65,85,72,70,13,47,46,17,94,90,82,69,77,35,42,53,86,66,11,49,93,61,51,6,52,29,10]","[""round"",""round"",""round"",""round"",""round"",""round"",""round"",""round"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""sharp""]","[""200"",""50"",""200"",""2000"",""10000"",""20"",""500"",""10000"",""1000"",""498"",""1998"",""997"",""20"",""997"",""53"",""50"",""500"",""501"",""100"",""51"",""500"",""1000"",""50"",""98"",""20"",""502"",""503"",""100"",""1000"",""200"",""499"",""48""]","""55"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,2CZ4J79KQW6120UBQ26CJ4510PJKII,ACOKFBC75D5OR,Approved,Fri May 10 10:01:52 PDT 2013,Fri May 10 10:08:09 PDT 2013,"[""Phillip"",""Steve"",""Leon"",""Ted"",""Jerry"",""Edward"",""Rodney"",""Terry"",""Justin"",""Adam"",""Paul"",""Cameron"",""Aaron"",""Kirk"",""Matt"",""Corey"",""Garrett"",""Bart"",""Hal"",""Seth"",""Ivan"",""Theodore"",""Charles"",""Ray"",""Harry"",""Alan"",""Eric"",""Alex"",""Ben"",""Andrew"",""Ed"",""Don""]","""this was... very strange""","[0.85,0.35,0.85,0.8,0.775,0.75,0.6,0.575,0.925,0.425,1,0.875,0.675,0.75,0.5,0.25,0.25,0.1,0.575,0.25,0.275,0.575,0.2,0.65,0.275,0.5,0.375,0.3,0.675,0.6,0.7,0.65]","""M""","[2000,50,2000,100,100.2,199,2000,100,10000,100,75,100,98,300,200,53,25,21,199,21,19,1000,20,1003,50,199,19.97,20,201,100,100,102]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""headphones"",""coffee maker"",""laptop"",""sweater"",""coffee maker"",""sweater"",""laptop"",""coffee maker"",""watch"",""watch"",""electric kettle"",""coffee maker"",""headphones"",""laptop"",""headphones"",""sweater"",""sweater"",""sweater"",""coffee maker"",""headphones"",""electric kettle"",""laptop"",""watch"",""watch"",""electric kettle"",""watch"",""headphones"",""electric kettle"",""headphones"",""sweater"",""electric kettle"",""sweater""]","""4""","[55,18,96,39,30,44,87,19,72,67,16,23,59,82,52,42,46,41,28,57,9,86,65,78,8,76,63,1,60,40,5,43]","[""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round"",""round"",""sharp""]","[""2000"",""50"",""10001"",""2000"",""1002"",""199"",""2000"",""100"",""10000"",""100"",""9997"",""2000"",""98"",""50"",""200"",""53"",""1001"",""21"",""199"",""21"",""19"",""1000"",""20"",""1003"",""10000"",""199"",""1997"",""20"",""201"",""10000"",""500"",""102""]","""25"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,2MKTMOFXRDS4CPRJUIEXPFM5PLRSV3,A3HOBJ4PJUOCUN,Approved,Fri May 10 10:00:50 PDT 2013,Fri May 10 10:08:41 PDT 2013,"[""Kevin"",""George"",""Jeff"",""Alex"",""Martin"",""Perry"",""Rodney"",""Sean"",""Chris"",""Oscar"",""Russell"",""Rick"",""Tom"",""Ted"",""Barry"",""Albert"",""Luke"",""Cameron"",""Corey"",""Kenneth"",""Eli"",""Frank"",""Isaac"",""Ben"",""Phillip"",""Oliver"",""Leon"",""Owen"",""Laurence "",""Billy"",""Calvin"",""Greg""]","""thanks for the interesting survey""","[0.75,1,0.75,0,0.25,0.75,0.5,0.25,1,0.5,1,0.975,1,0.975,0.975,0.75,0.5,0.975,0.5,0.975,0.25,0.775,1,0.5,0.5,1,0.975,0.975,0.5,0.25,0.5,0.025]","""F""","[74.99,74.99,400,50,40,150,1000,600,175,50,175,300,300,100,219,200,175,200,49,250,75,200,50,200,200,200,950,200,100,50,100,950]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""electric kettle"",""electric kettle"",""watch"",""electric kettle"",""sweater"",""sweater"",""laptop"",""laptop"",""headphones"",""sweater"",""headphones"",""watch"",""watch"",""sweater"",""coffee maker"",""coffee maker"",""electric kettle"",""coffee maker"",""sweater"",""coffee maker"",""coffee maker"",""electric kettle"",""sweater"",""headphones"",""headphones"",""headphones"",""laptop"",""electric kettle"",""headphones"",""watch"",""electric kettle"",""laptop""]","""4""","[11,7,77,1,33,36,87,83,64,35,56,80,79,39,22,21,12,23,42,31,25,6,48,60,55,54,96,15,51,73,3,91]","[""sharp"",""round"",""sharp"",""round"",""round"",""round"",""round"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round"",""sharp""]","[""102"",""2000"",""503"",""20"",""20"",""200"",""2000"",""100"",""9998"",""100"",""10000"",""9997"",""2003"",""2000"",""1000"",""500"",""201"",""2000"",""49"",""2002"",""23"",""1000"",""10001"",""198"",""2000"",""1000"",""9997"",""2001"",""100"",""18"",""100"",""101""]","""55"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,26B5OPB0YVGZ2BC17C5PFU35QIL7ZW,A2A07J1P6YEW6Z,Approved,Fri May 10 10:02:45 PDT 2013,Fri May 10 10:09:55 PDT 2013,"[""Kenneth"",""Eli"",""Sam"",""Larry"",""Andrew"",""Isaac"",""Dave"",""Will"",""Phillip"",""Ted"",""Owen"",""Douglas"",""James"",""Keith"",""Oscar"",""Cameron"",""Russell"",""Billy"",""Ben"",""Aaron"",""Perry"",""Charles"",""Jeff"",""Theodore"",""Ned"",""Ian"",""Rick"",""Laurence "",""Jordan"",""Paul"",""Joseph"",""Todd""]","""""","[0.375,0.25,0.75,0.925,0.9,0.925,0.575,0.85,0.9,0.75,0.85,0.85,0.55,0.35,0.35,0.75,0.85,0.25,0.6,0.475,0.6,0.125,0.45,0.475,0.75,0.1,0.85,0.425,0.25,0.9,0.35,0.25]","""M""","[19.98,17,10,99.97,100,75,200,1000,50,50,200,200,500,50,100,100,100,22,50,98,200,20,503,1000,100,200,99,100,20,100,499,102]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""coffee maker"",""coffee maker"",""sweater"",""coffee maker"",""sweater"",""sweater"",""electric kettle"",""laptop"",""headphones"",""sweater"",""electric kettle"",""watch"",""watch"",""headphones"",""sweater"",""coffee maker"",""headphones"",""watch"",""headphones"",""headphones"",""sweater"",""watch"",""watch"",""laptop"",""electric kettle"",""laptop"",""watch"",""headphones"",""headphones"",""electric kettle"",""laptop"",""watch""]","""4""","[31,25,38,32,40,48,4,88,55,39,15,71,69,50,35,23,56,73,60,59,36,65,77,86,14,81,80,51,49,16,93,75]","[""sharp"",""sharp"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""round"",""round"",""sharp"",""round"",""round"",""round"",""round"",""round"",""round"",""sharp"",""sharp"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""sharp""]","[""1998"",""17"",""1000"",""9997"",""10000"",""9998"",""200"",""10000"",""2000"",""2000"",""2001"",""2000"",""500"",""50"",""100"",""2000"",""10000"",""22"",""201"",""98"",""200"",""20"",""503"",""1000"",""1002"",""20"",""9998"",""100"",""20"",""10003"",""499"",""102""]","""35"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,2SSOUQIHPCGJWQS6K8N53H0ND0J06Z,A50BRZM8LHWCD,Approved,Fri May 10 10:04:58 PDT 2013,Fri May 10 10:10:54 PDT 2013,"[""Tim"",""Sam"",""Ned"",""Joseph"",""Hal"",""Daniel"",""Howard"",""Fred"",""Justin"",""Eric"",""Bart"",""Billy"",""Cyrus"",""Cameron"",""Albert"",""Calvin"",""Darren"",""Jordan"",""Andrew"",""Kevin"",""Ryan"",""Norman"",""Oscar"",""Ron"",""Irvin"",""Todd"",""Bob"",""Don"",""Mark"",""Dave"",""Aaron"",""Ed""]","""thank you""","[0.25,0.975,0.975,0.2,0.675,0.975,0.05,0.95,0.225,0.925,0,0.025,0.1,0.95,0.925,0.125,0.975,0.05,0.975,0.2,0.025,0.825,0.025,0.35,0.975,0.2,0.025,0.45,0.95,0.85,0.275,0.825]","""F""","[48,100,75,497,96,65,47,125,10000,19.98,23,17,49.99,65,100,100,120,20,90,97,20,50,100,200,50.2,99,50,103,49.7,200,99,50.5]",1,"""english""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""headphones"",""sweater"",""electric kettle"",""laptop"",""coffee maker"",""headphones"",""watch"",""sweater"",""watch"",""headphones"",""sweater"",""watch"",""headphones"",""coffee maker"",""coffee maker"",""electric kettle"",""coffee maker"",""headphones"",""sweater"",""electric kettle"",""coffee maker"",""headphones"",""sweater"",""sweater"",""coffee maker"",""watch"",""electric kettle"",""sweater"",""electric kettle"",""electric kettle"",""headphones"",""electric kettle""]","""8""","[58,38,14,93,28,62,74,45,72,63,41,73,61,23,21,3,24,49,40,11,17,53,35,37,29,75,2,43,13,4,59,5]","[""sharp"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""round"",""round"",""round"",""round"",""round"",""sharp"",""round"",""round"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round""]","[""48"",""1000"",""1002"",""497"",""203"",""1002"",""47"",""498"",""10000"",""1998"",""23"",""17"",""499"",""2000"",""500"",""100"",""10000"",""20"",""10000"",""97"",""20"",""500"",""100"",""500"",""502"",""99"",""50"",""103"",""497"",""200"",""99"",""500""]","""45"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,25EEC1PC6SK9LWYAK49ZKHMEY0B0OM,A1A7O3TW2O0TPM,Approved,Fri May 10 10:02:22 PDT 2013,Fri May 10 10:13:44 PDT 2013,"[""Victor"",""Greg"",""Douglas"",""Theodore"",""Richard"",""Isaac"",""Paul"",""Dean"",""George"",""Calvin"",""Seth"",""Carl"",""Jordan"",""Ivan"",""Jake"",""Frank"",""Scott"",""Perry"",""Henry"",""Darren"",""Jeff"",""Aaron"",""Alex"",""Eric"",""Felix"",""Albert"",""Justin"",""Will"",""Terry"",""Steve"",""Adam"",""Laurence ""]","""""","[0.5,0.1,0.75,0.25,0.25,0.975,0.975,0.225,1,0.25,0.25,0.725,0.075,0.1,0.3,0.9,0.1,0.85,0.925,1,0.875,0.75,0.35,0.95,0.325,0.875,0.975,1,0.75,0.5,0.5,0.725]","""M""","[189.99,101.99,1950.99,989.99,1000.99,100.99,99.99,489.99,1987.99,89.99,22.99,2002.89,19.99,17.99,50.99,905,202.99,175.99,1999,9997.99,497.99,101.99,19.99,1998.99,48.99,497.99,9999.99,9999.99,89.99,49.99,94.99,89.99]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""coffee maker"",""laptop"",""watch"",""laptop"",""laptop"",""sweater"",""electric kettle"",""laptop"",""electric kettle"",""electric kettle"",""headphones"",""laptop"",""headphones"",""electric kettle"",""electric kettle"",""electric kettle"",""laptop"",""sweater"",""sweater"",""coffee maker"",""watch"",""headphones"",""electric kettle"",""headphones"",""coffee maker"",""coffee maker"",""watch"",""laptop"",""coffee maker"",""coffee maker"",""watch"",""headphones""]","""6""","[20,91,71,86,94,48,16,85,7,3,57,95,49,9,10,6,92,36,47,24,77,59,1,63,26,21,72,88,19,18,67,51]","[""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""sharp"",""round"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round"",""sharp"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""round"",""round"",""round"",""round"",""round""]","[""200"",""102"",""2000"",""1000"",""1001"",""10003"",""10001"",""500"",""2000"",""100"",""23"",""2003"",""20"",""18"",""51"",""1000"",""203"",""200"",""1999"",""10000"",""498"",""102"",""20"",""1999"",""49"",""500"",""10000"",""10000"",""100"",""50"",""100"",""100""]","""35"""
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,2S9PCGJ2D21OX9V2D5APVSI6895B5G,A26APAELZ028RQ,Approved,Fri May 10 10:10:06 PDT 2013,Fri May 10 10:14:10 PDT 2013,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[47,77,6,43,32,58,50,9,91,79,17,16,62,25,39,84,78,83,63,18,71,37,92,86,87,12,61,13,75,46,51,73]","[""2002"",""501"",""1000"",""97"",""9998"",""51"",""50"",""19"",""98"",""2001"",""20"",""9997"",""1002"",""19"",""2000"",""200"",""1003"",""100"",""1999"",""50"",""2000"",""500"",""203"",""1000"",""2000"",""197"",""498"",""497"",""99"",""1001"",""100"",""22""]","[""Henry"",""Jeff"",""Frank"",""Don"",""Larry"",""Tim"",""Keith"",""Ivan"",""Greg"",""Tom"",""Ryan"",""Paul"",""Daniel"",""Eli"",""Ted"",""Zach"",""Ray"",""Sean"",""Eric"",""Steve"",""Douglas"",""Ron"",""Scott"",""Theodore"",""Rodney"",""Luke"",""Cyrus"",""Mark"",""Todd"",""Garrett"",""Laurence "",""Billy""]",1,"[""sweater"",""watch"",""electric kettle"",""sweater"",""coffee maker"",""headphones"",""headphones"",""electric kettle"",""laptop"",""watch"",""coffee maker"",""electric kettle"",""headphones"",""coffee maker"",""sweater"",""laptop"",""watch"",""laptop"",""headphones"",""coffee maker"",""watch"",""sweater"",""laptop"",""laptop"",""laptop"",""electric kettle"",""headphones"",""electric kettle"",""watch"",""sweater"",""headphones"",""watch""]","""4""","""Everything was fine!""","""25""","[0.75,0.75,0.75,0.625,0.725,0.425,0.35,0.35,0,0.75,0.25,1,0.7,0,1,0.225,0.75,0,1,0.575,1,0.75,0,0.525,0.775,0.7,0.6,0.725,0.375,1,0.45,0]","""F""","[2002,500,1000,100,10000,50,50,20,100,2000,20,10000,1000,20,2000,200,1000,100,2000,50,2000,500,200,1000,2000,200,500,500,100,1000,100,22]","[""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""round"",""sharp"",""round"",""round"",""sharp"",""sharp"",""sharp"",""sharp"",""sharp"",""round"",""sharp""]"
27M5UUKQOYGNC9RSODFG6109447XFE,Guess the price!,1 1,26R9RNDWIOV1MKISZIKG01322JLVGT,A1JAO8SGZQ2EAP,Approved,Thu May 16 15:18:49 PDT 2013,Thu May 16 15:24:30 PDT 2013,"[""Victor"",""Laurence "",""Martin"",""Daniel"",""Rick"",""Mark"",""Keith"",""Henry"",""Ned"",""Oscar"",""Jack"",""Kenneth"",""Eric"",""Sam"",""Sean"",""Tom"",""Gabe"",""Jordan"",""Garrett"",""Phillip"",""Greg"",""Cameron"",""Alex"",""Ted"",""Bart"",""Jake"",""Bob"",""Scott"",""Luke"",""Frank"",""Barry"",""Andrew""]","""""","[0.775,0.725,0.275,1,1,0.75,0.25,0.975,0.75,0.225,0,0.975,0.3,0,0.975,1,0.5,0.225,1,0.75,0.25,0.75,0.25,0.775,0.025,0.125,0.35,0.225,0.725,0.975,0.875,1]","""M""","[200,100,20,999.99,10000,300,49.99,19.98,100.01,100,230,19.98,20.01,10,500,20.02,97,20,10,20,500,20,20,10,22,49,49.99,199,19.99,100,100,1.19]",1,"""English""","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","[""coffee maker"",""headphones"",""sweater"",""headphones"",""watch"",""electric kettle"",""headphones"",""sweater"",""electric kettle"",""sweater"",""laptop"",""coffee maker"",""headphones"",""sweater"",""laptop"",""watch"",""coffee maker"",""headphones"",""sweater"",""headphones"",""laptop"",""coffee maker"",""electric kettle"",""sweater"",""sweater"",""electric kettle"",""electric kettle"",""laptop"",""electric kettle"",""electric kettle"",""coffee maker"",""sweater""]","""4""","[20,51,33,62,80,13,50,47,14,35,89,31,63,38,83,79,27,49,46,55,91,23,1,39,41,10,2,92,12,6,22,40]","[""round"",""round"",""round"",""sharp"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""sharp"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""round"",""sharp"",""round"",""round"",""round"",""sharp"",""sharp"",""round"",""sharp"",""sharp"",""round"",""round"",""round""]","[""200"",""100"",""20"",""997"",""10003"",""503"",""50"",""1998"",""1001"",""100"",""23"",""1998"",""2001"",""1000"",""100"",""2002"",""97"",""20"",""1002"",""2000"",""101"",""2000"",""20"",""2000"",""22"",""49"",""50"",""199"",""199"",""1000"",""1000"",""10000""]","""35"""
