workerID, gender, nativeLanguage, income, age, sentenceID, domain, numberType, utteredPrice, inferredPrice, probOpinion, order, buyer, 
A3RY7H1EBB4Z7B, M, English, 4, , 47, sweater, sharp, 2002, 20.02, 0.5, 3, Henry, 
A3RY7H1EBB4Z7B, M, English, 4, , 89, laptop, sharp, 22, 22, 0, 4, Jack, 
A3RY7H1EBB4Z7B, M, English, 4, , 80, watch, sharp, 9997, 9997, 0.95, 5, Rick, 
A3RY7H1EBB4Z7B, M, English, 4, , 31, coffee maker, sharp, 2003, 2003, 0.875, 6, Kenneth, 
A3RY7H1EBB4Z7B, M, English, 4, , 79, watch, sharp, 1999, 19.99, 0.25, 7, Tom, 
A3RY7H1EBB4Z7B, M, English, 4, , 3, electric kettle, round, 100, 100, 0.25, 8, Calvin, 
A3RY7H1EBB4Z7B, M, English, 4, , 28, coffee maker, sharp, 199, 199, 0.75, 9, Hal, 
A3RY7H1EBB4Z7B, M, English, 4, , 42, sweater, sharp, 53, 53, 0.575, 10, Corey, 
A3RY7H1EBB4Z7B, M, English, 4, , 32, coffee maker, sharp, 10003, 100.03, 0.6, 11, Larry, 
A3RY7H1EBB4Z7B, M, English, 4, , 91, laptop, sharp, 97, 97, 0.125, 12, Greg, 
A3RY7H1EBB4Z7B, M, English, 4, , 41, sweater, sharp, 22, 22, 0.5, 13, Bart, 
A3RY7H1EBB4Z7B, M, English, 4, , 7, electric kettle, round, 2000, 2000, 0.75, 14, George, 
A3RY7H1EBB4Z7B, M, English, 4, , 60, headphones, sharp, 201, 201, 0.55, 15, Ben, 
A3RY7H1EBB4Z7B, M, English, 4, , 73, watch, sharp, 19, 19, 0.225, 16, Billy, 
A3RY7H1EBB4Z7B, M, English, 4, , 66, watch, round, 50, 50, 0.5, 17, Brian, 
A3RY7H1EBB4Z7B, M, English, 4, , 25, coffee maker, sharp, 17, 17, 0.175, 18, Eli, 
A3RY7H1EBB4Z7B, M, English, 4, , 69, watch, round, 500, 500, 0.625, 19, James, 
A3RY7H1EBB4Z7B, M, English, 4, , 95, laptop, sharp, 2001, 2001, 0.675, 20, Carl, 
A3RY7H1EBB4Z7B, M, English, 4, , 5, electric kettle, round, 500, 500, 0.825, 21, Ed, 
A3RY7H1EBB4Z7B, M, English, 4, , 27, coffee maker, sharp, 101, 101, 0.625, 22, Gabe, 
A3RY7H1EBB4Z7B, M, English, 4, , 76, watch, sharp, 202, 202, 0.55, 23, Alan, 
A3RY7H1EBB4Z7B, M, English, 4, , 46, sweater, sharp, 1002, 10.02, 0.5, 24, Garrett, 
A3RY7H1EBB4Z7B, M, English, 4, , 63, headphones, sharp, 1998, 1998, 0.9, 25, Eric, 
A3RY7H1EBB4Z7B, M, English, 4, , 83, laptop, round, 100, 100, 0.175, 26, Sean, 
A3RY7H1EBB4Z7B, M, English, 4, , 12, electric kettle, sharp, 197, 197, 0.5, 27, Luke, 
A3RY7H1EBB4Z7B, M, English, 4, , 20, coffee maker, round, 200, 200, 0.725, 28, Victor, 
A3RY7H1EBB4Z7B, M, English, 4, , 75, watch, sharp, 101, 101, 0.3, 29, Todd, 
A3RY7H1EBB4Z7B, M, English, 4, , 11, electric kettle, sharp, 97, 97.09, 0.175, 30, Kevin, 
A3RY7H1EBB4Z7B, M, English, 4, , 30, coffee maker, sharp, 1002, 1002, 0.9, 31, Jerry, 
A3RY7H1EBB4Z7B, M, English, 4, , 29, coffee maker, sharp, 499, 499, 0.75, 32, Irvin, 
A34ZSF2JSRXIRP, F, english, 8, , 50, headphones, round, 50, 50, 0.5, 1, Keith, 
A34ZSF2JSRXIRP, F, english, 8, , 32, coffee maker, sharp, 10002, 300, 0.75, 2, Larry, 
A34ZSF2JSRXIRP, F, english, 8, , 72, watch, round, 10000, 5000, 0.575, 3, Justin, 
A34ZSF2JSRXIRP, F, english, 8, , 86, laptop, round, 1000, 1000, 0.5, 4, Theodore, 
A34ZSF2JSRXIRP, F, english, 8, , 78, watch, sharp, 1003, 1000, 0.55, 5, Ray, 
A34ZSF2JSRXIRP, F, english, 8, , 61, headphones, sharp, 498, 490, 0.625, 6, Cyrus, 
A34ZSF2JSRXIRP, F, english, 8, , 16, electric kettle, sharp, 9999, 100, 0.725, 7, Paul, 
A34ZSF2JSRXIRP, F, english, 8, , 3, electric kettle, round, 100, 100, 0.5, 8, Calvin, 
A34ZSF2JSRXIRP, F, english, 8, , 88, laptop, round, 10000, 4000, 0.75, 9, Will, 
A34ZSF2JSRXIRP, F, english, 8, , 73, watch, sharp, 19, 19, 0.25, 10, Billy, 
A34ZSF2JSRXIRP, F, english, 8, , 21, coffee maker, round, 500, 450, 0.575, 11, Albert, 
A34ZSF2JSRXIRP, F, english, 8, , 89, laptop, sharp, 23, 230, 0.25, 12, Jack, 
A34ZSF2JSRXIRP, F, english, 8, , 48, sweater, sharp, 9998, 150, 0.725, 13, Isaac, 
A34ZSF2JSRXIRP, F, english, 8, , 26, coffee maker, sharp, 53, 53, 0.35, 14, Felix, 
A34ZSF2JSRXIRP, F, english, 8, , 13, electric kettle, sharp, 502, 100, 0.625, 15, Mark, 
A34ZSF2JSRXIRP, F, english, 8, , 64, headphones, sharp, 10001, 100.01, 0.575, 16, Chris, 
A34ZSF2JSRXIRP, F, english, 8, , 33, sweater, round, 20, 20, 0.325, 17, Martin, 
A34ZSF2JSRXIRP, F, english, 8, , 79, watch, sharp, 2001, 2000, 0.65, 18, Tom, 
A34ZSF2JSRXIRP, F, english, 8, , 44, sweater, sharp, 203, 200, 0.625, 19, Edward, 
A34ZSF2JSRXIRP, F, english, 8, , 23, coffee maker, round, 2000, 400, 0.75, 20, Cameron, 
A34ZSF2JSRXIRP, F, english, 8, , 92, laptop, sharp, 197, 200, 0.25, 21, Scott, 
A34ZSF2JSRXIRP, F, english, 8, , 91, laptop, sharp, 101, 101, 0.25, 22, Greg, 
A34ZSF2JSRXIRP, F, english, 8, , 96, laptop, sharp, 9997, 1200, 0.75, 23, Leon, 
A34ZSF2JSRXIRP, F, english, 8, , 34, sweater, round, 50, 50, 0.5, 24, Nelson, 
A34ZSF2JSRXIRP, F, english, 8, , 27, coffee maker, sharp, 97, 97, 0.5, 25, Gabe, 
A34ZSF2JSRXIRP, F, english, 8, , 74, watch, sharp, 52, 52, 0.35, 26, Howard, 
A34ZSF2JSRXIRP, F, english, 8, , 93, laptop, sharp, 497, 497, 0.525, 27, Joseph, 
A34ZSF2JSRXIRP, F, english, 8, , 82, laptop, round, 50, 200, 0.15, 28, Kirk, 
A34ZSF2JSRXIRP, F, english, 8, , 69, watch, round, 500, 500, 0.525, 29, James, 
A34ZSF2JSRXIRP, F, english, 8, , 24, coffee maker, round, 10000, 500, 0.725, 30, Darren, 
A34ZSF2JSRXIRP, F, english, 8, , 65, watch, round, 20, 20, 0.275, 31, Charles, 
A34ZSF2JSRXIRP, F, english, 8, , 66, watch, round, 50, 50, 0.425, 32, Brian, 
A28L1K6D8QUCML, F, english, 4, , 64, headphones, sharp, 9997, 9997, 0.975, 1, Chris, 
A28L1K6D8QUCML, F, english, 4, , 35, sweater, round, 100, 100, 0.75, 2, Oscar, 
A28L1K6D8QUCML, F, english, 4, , 40, sweater, round, 10000, 10000, 1, 3, Andrew, 
A28L1K6D8QUCML, F, english, 4, , 47, sweater, sharp, 2001, 2001, 1, 4, Henry, 
A28L1K6D8QUCML, F, english, 4, , 37, sweater, round, 500, 500, 0.75, 5, Ron, 
A28L1K6D8QUCML, F, english, 4, , 7, electric kettle, round, 2000, 2000, 1, 6, George, 
A28L1K6D8QUCML, F, english, 4, , 63, headphones, sharp, 1997, 1997, 0.975, 7, Eric, 
A28L1K6D8QUCML, F, english, 4, , 18, coffee maker, round, 50, 50, 0.25, 8, Steve, 
A28L1K6D8QUCML, F, english, 4, , 32, coffee maker, sharp, 9999, 9999, 1, 9, Larry, 
A28L1K6D8QUCML, F, english, 4, , 3, electric kettle, round, 100, 100, 0.5, 10, Calvin, 
A28L1K6D8QUCML, F, english, 4, , 34, sweater, round, 50, 50, 0.25, 11, Nelson, 
A28L1K6D8QUCML, F, english, 4, , 1, electric kettle, round, 20, 20, 0.025, 12, Alex, 
A28L1K6D8QUCML, F, english, 4, , 65, watch, round, 20, 20, 0.025, 13, Charles, 
A28L1K6D8QUCML, F, english, 4, , 87, laptop, round, 2000, 2000, 0.5, 14, Rodney, 
A28L1K6D8QUCML, F, english, 4, , 36, sweater, round, 200, 200, 0.75, 15, Perry, 
A28L1K6D8QUCML, F, english, 4, , 69, watch, round, 500, 500, 0.75, 16, James, 
A28L1K6D8QUCML, F, english, 4, , 52, headphones, round, 200, 200, 0.75, 17, Matt, 
A28L1K6D8QUCML, F, english, 4, , 44, sweater, sharp, 202, 202, 0.75, 18, Edward, 
A28L1K6D8QUCML, F, english, 4, , 88, laptop, round, 10000, 10000, 1, 19, Will, 
A28L1K6D8QUCML, F, english, 4, , 53, headphones, round, 500, 500, 0.975, 20, Norman, 
A28L1K6D8QUCML, F, english, 4, , 78, watch, sharp, 1003, 1003, 0.75, 21, Ray, 
A28L1K6D8QUCML, F, english, 4, , 24, coffee maker, round, 10000, 10000, 1, 22, Darren, 
A28L1K6D8QUCML, F, english, 4, , 26, coffee maker, sharp, 48, 48, 0.5, 23, Felix, 
A28L1K6D8QUCML, F, english, 4, , 80, watch, sharp, 10001, 10001, 1, 24, Rick, 
A28L1K6D8QUCML, F, english, 4, , 77, watch, sharp, 498, 498, 0.75, 25, Jeff, 
A28L1K6D8QUCML, F, english, 4, , 68, watch, round, 200, 200, 0.5, 26, Michael, 
A28L1K6D8QUCML, F, english, 4, , 46, sweater, sharp, 998, 998, 0.775, 27, Garrett, 
A28L1K6D8QUCML, F, english, 4, , 49, headphones, round, 20, 20, 0.025, 28, Jordan, 
A28L1K6D8QUCML, F, english, 4, , 73, watch, sharp, 23, 23, 0.1, 29, Billy, 
A28L1K6D8QUCML, F, english, 4, , 67, watch, round, 100, 100, 0.5, 30, Adam, 
A28L1K6D8QUCML, F, english, 4, , 25, coffee maker, sharp, 21, 21, 0.05, 31, Eli, 
A28L1K6D8QUCML, F, english, 4, , 30, coffee maker, sharp, 999, 999, 0.75, 32, Jerry, 
A3UOK7WMVFVHHE, M, english, 6, , 63, headphones, sharp, 2001, 2001, 0.125, 1, Eric, 
A3UOK7WMVFVHHE, M, english, 6, , 84, laptop, round, 200, 200, 0.125, 2, Zach, 
A3UOK7WMVFVHHE, M, english, 6, , 3, electric kettle, round, 100, 100, 0.225, 3, Calvin, 
A3UOK7WMVFVHHE, M, english, 6, , 57, headphones, sharp, 22, 22, 0.25, 4, Seth, 
A3UOK7WMVFVHHE, M, english, 6, , 2, electric kettle, round, 50, 50, 0.25, 5, Bob, 
A3UOK7WMVFVHHE, M, english, 6, , 39, sweater, round, 2000, 2000, 0.25, 6, Ted, 
A3UOK7WMVFVHHE, M, english, 6, , 56, headphones, round, 10000, 10000, 0.25, 7, Russell, 
A3UOK7WMVFVHHE, M, english, 6, , 61, headphones, sharp, 497, 497, 0.25, 8, Cyrus, 
A3UOK7WMVFVHHE, M, english, 6, , 51, headphones, round, 100, 100, 0.25, 9, Laurence , 
A3UOK7WMVFVHHE, M, english, 6, , 18, coffee maker, round, 50, 50, 0.25, 10, Steve, 
A3UOK7WMVFVHHE, M, english, 6, , 46, sweater, sharp, 997, 997, 0.25, 11, Garrett, 
A3UOK7WMVFVHHE, M, english, 6, , 94, laptop, sharp, 1003, 1003, 0.2, 12, Richard, 
A3UOK7WMVFVHHE, M, english, 6, , 85, laptop, round, 500, 500, 0.25, 13, Dean, 
A3UOK7WMVFVHHE, M, english, 6, , 55, headphones, round, 2000, 2000, 0.3, 14, Phillip, 
A3UOK7WMVFVHHE, M, english, 6, , 23, coffee maker, round, 2000, 2000, 0.375, 15, Cameron, 
A3UOK7WMVFVHHE, M, english, 6, , 59, headphones, sharp, 101, 101, 0.275, 16, Aaron, 
A3UOK7WMVFVHHE, M, english, 6, , 43, sweater, sharp, 98, 98, 0.275, 17, Don, 
A3UOK7WMVFVHHE, M, english, 6, , 81, laptop, round, 20, 20, 0.275, 18, Ian, 
A3UOK7WMVFVHHE, M, english, 6, , 6, electric kettle, round, 1000, 1000, 0.25, 19, Frank, 
A3UOK7WMVFVHHE, M, english, 6, , 20, coffee maker, round, 200, 200, 0.325, 20, Victor, 
A3UOK7WMVFVHHE, M, english, 6, , 9, electric kettle, sharp, 23, 23, 0.325, 21, Ivan, 
A3UOK7WMVFVHHE, M, english, 6, , 19, coffee maker, round, 100, 100, 0.4, 22, Terry, 
A3UOK7WMVFVHHE, M, english, 6, , 34, sweater, round, 50, 50, 0.375, 23, Nelson, 
A3UOK7WMVFVHHE, M, english, 6, , 83, laptop, round, 100, 100, 0.4, 24, Sean, 
A3UOK7WMVFVHHE, M, english, 6, , 52, headphones, round, 200, 200, 0.4, 25, Matt, 
A3UOK7WMVFVHHE, M, english, 6, , 72, watch, round, 10000, 10000, 0.475, 26, Justin, 
A3UOK7WMVFVHHE, M, english, 6, , 73, watch, sharp, 22, 22, 0.4, 27, Billy, 
A3UOK7WMVFVHHE, M, english, 6, , 67, watch, round, 100, 100, 0.375, 28, Adam, 
A3UOK7WMVFVHHE, M, english, 6, , 62, headphones, sharp, 997, 997, 0.4, 29, Daniel, 
A3UOK7WMVFVHHE, M, english, 6, , 60, headphones, sharp, 203, 203, 0.4, 30, Ben, 
A3UOK7WMVFVHHE, M, english, 6, , 95, laptop, sharp, 1999, 1999, 0.35, 31, Carl, 
A3UOK7WMVFVHHE, M, english, 6, , 69, watch, round, 500, 500, 0.35, 32, James, 
A1Y3VYHOYKZ1D7, M, english, 4, , 43, sweater, sharp, 97, 97, 0.75, 1, Don, 
A1Y3VYHOYKZ1D7, M, english, 4, , 18, coffee maker, round, 50, 50, 0.5, 2, Steve, 
A1Y3VYHOYKZ1D7, M, english, 4, , 15, electric kettle, sharp, 1998, 1998, 1, 3, Owen, 
A1Y3VYHOYKZ1D7, M, english, 4, , 61, headphones, sharp, 498, 498, 0.975, 4, Cyrus, 
A1Y3VYHOYKZ1D7, M, english, 4, , 78, watch, sharp, 999, 999, 1, 5, Ray, 
A1Y3VYHOYKZ1D7, M, english, 4, , 28, coffee maker, sharp, 197, 197, 1, 6, Hal, 
A1Y3VYHOYKZ1D7, M, english, 4, , 55, headphones, round, 2000, 2000, 1, 7, Phillip, 
A1Y3VYHOYKZ1D7, M, english, 4, , 54, headphones, round, 1000, 1000, 1, 8, Oliver, 
A1Y3VYHOYKZ1D7, M, english, 4, , 68, watch, round, 200, 200, 0.5, 9, Michael, 
A1Y3VYHOYKZ1D7, M, english, 4, , 83, laptop, round, 100, 100, 0.025, 10, Sean, 
A1Y3VYHOYKZ1D7, M, english, 4, , 25, coffee maker, sharp, 19, 10, 0.25, 11, Eli, 
A1Y3VYHOYKZ1D7, M, english, 4, , 36, sweater, round, 200, 200, 1, 12, Perry, 
A1Y3VYHOYKZ1D7, M, english, 4, , 52, headphones, round, 200, 200, 0.75, 13, Matt, 
A1Y3VYHOYKZ1D7, M, english, 4, , 96, laptop, sharp, 10003, 10003, 0.975, 14, Leon, 
A1Y3VYHOYKZ1D7, M, english, 4, , 62, headphones, sharp, 1002, 1002, 0.975, 15, Daniel, 
A1Y3VYHOYKZ1D7, M, english, 4, , 33, sweater, round, 20, 20, 0.25, 16, Martin, 
A1Y3VYHOYKZ1D7, M, english, 4, , 24, coffee maker, round, 10000, 10000, 0.975, 17, Darren, 
A1Y3VYHOYKZ1D7, M, english, 4, , 41, sweater, sharp, 18, 18, 0.2, 18, Bart, 
A1Y3VYHOYKZ1D7, M, english, 4, , 46, sweater, sharp, 998, 998, 0.975, 19, Garrett, 
A1Y3VYHOYKZ1D7, M, english, 4, , 20, coffee maker, round, 200, 200, 0.725, 20, Victor, 
A1Y3VYHOYKZ1D7, M, english, 4, , 77, watch, sharp, 499, 499, 0.75, 21, Jeff, 
A1Y3VYHOYKZ1D7, M, english, 4, , 58, headphones, sharp, 49, 49, 0.325, 22, Tim, 
A1Y3VYHOYKZ1D7, M, english, 4, , 92, laptop, sharp, 198, 198, 0, 23, Scott, 
A1Y3VYHOYKZ1D7, M, english, 4, , 67, watch, round, 100, 100, 0, 24, Adam, 
A1Y3VYHOYKZ1D7, M, english, 4, , 21, coffee maker, round, 500, 500, 0.025, 25, Albert, 
A1Y3VYHOYKZ1D7, M, english, 4, , 65, watch, round, 20, 20, 0, 26, Charles, 
A1Y3VYHOYKZ1D7, M, english, 4, , 2, electric kettle, round, 50, 50, 0, 27, Bob, 
A1Y3VYHOYKZ1D7, M, english, 4, , 13, electric kettle, sharp, 498, 498, 0, 28, Mark, 
A1Y3VYHOYKZ1D7, M, english, 4, , 1, electric kettle, round, 20, 20, 0.025, 29, Alex, 
A1Y3VYHOYKZ1D7, M, english, 4, , 26, coffee maker, sharp, 52, 52, 0.025, 30, Felix, 
A1Y3VYHOYKZ1D7, M, english, 4, , 10, electric kettle, sharp, 49, 49, 0, 31, Jake, 
A1Y3VYHOYKZ1D7, M, english, 4, , 6, electric kettle, round, 1000, 1000, 0, 32, Frank, 
A25CAT0W9W97Z8, M, english, 4, , 15, electric kettle, sharp, 2001, 100, 1, 1, Owen, 
A25CAT0W9W97Z8, M, english, 4, , 19, coffee maker, round, 100, 75, 0.75, 2, Terry, 
A25CAT0W9W97Z8, M, english, 4, , 26, coffee maker, sharp, 51, 51, 0.125, 3, Felix, 
A25CAT0W9W97Z8, M, english, 4, , 77, watch, sharp, 503, 502.99, 0.25, 4, Jeff, 
A25CAT0W9W97Z8, M, english, 4, , 38, sweater, round, 1000, 49.99, 1, 5, Sam, 
A25CAT0W9W97Z8, M, english, 4, , 89, laptop, sharp, 21, 300, 0, 6, Jack, 
A25CAT0W9W97Z8, M, english, 4, , 17, coffee maker, round, 20, 20, 0.175, 7, Ryan, 
A25CAT0W9W97Z8, M, english, 4, , 63, headphones, sharp, 1997, 40, 1, 8, Eric, 
A25CAT0W9W97Z8, M, english, 4, , 25, coffee maker, sharp, 18, 18, 0.05, 9, Eli, 
A25CAT0W9W97Z8, M, english, 4, , 95, laptop, sharp, 1998, 800, 0.875, 10, Carl, 
A25CAT0W9W97Z8, M, english, 4, , 73, watch, sharp, 17, 17, 0.125, 11, Billy, 
A25CAT0W9W97Z8, M, english, 4, , 7, electric kettle, round, 2000, 50, 1, 12, George, 
A25CAT0W9W97Z8, M, english, 4, , 86, laptop, round, 1000, 1000, 0.5, 13, Theodore, 
A25CAT0W9W97Z8, M, english, 4, , 34, sweater, round, 50, 50, 0.25, 14, Nelson, 
A25CAT0W9W97Z8, M, english, 4, , 2, electric kettle, round, 50, 50, 0.05, 15, Bob, 
A25CAT0W9W97Z8, M, english, 4, , 23, coffee maker, round, 2000, 25, 1, 16, Cameron, 
A25CAT0W9W97Z8, M, english, 4, , 16, electric kettle, sharp, 9998, 70, 1, 17, Paul, 
A25CAT0W9W97Z8, M, english, 4, , 24, coffee maker, round, 10000, 100, 1, 18, Darren, 
A25CAT0W9W97Z8, M, english, 4, , 21, coffee maker, round, 500, 50, 1, 19, Albert, 
A25CAT0W9W97Z8, M, english, 4, , 52, headphones, round, 200, 50, 0.9, 20, Matt, 
A25CAT0W9W97Z8, M, english, 4, , 49, headphones, round, 20, 20, 0.125, 21, Jordan, 
A25CAT0W9W97Z8, M, english, 4, , 33, sweater, round, 20, 20, 0.25, 22, Martin, 
A25CAT0W9W97Z8, M, english, 4, , 65, watch, round, 20, 20, 0.125, 23, Charles, 
A25CAT0W9W97Z8, M, english, 4, , 81, laptop, round, 20, 300, 0.025, 24, Ian, 
A25CAT0W9W97Z8, M, english, 4, , 88, laptop, round, 10000, 1000, 0.975, 25, Will, 
A25CAT0W9W97Z8, M, english, 4, , 48, sweater, sharp, 9997, 75, 1, 26, Isaac, 
A25CAT0W9W97Z8, M, english, 4, , 94, laptop, sharp, 1001, 1001, 0.5, 27, Richard, 
A25CAT0W9W97Z8, M, english, 4, , 66, watch, round, 50, 50, 0.475, 28, Brian, 
A25CAT0W9W97Z8, M, english, 4, , 87, laptop, round, 2000, 2000, 0.75, 29, Rodney, 
A25CAT0W9W97Z8, M, english, 4, , 74, watch, sharp, 53, 53, 0.55, 30, Howard, 
A25CAT0W9W97Z8, M, english, 4, , 96, laptop, sharp, 10002, 1000, 1, 31, Leon, 
A25CAT0W9W97Z8, M, english, 4, , 50, headphones, round, 50, 50, 0.625, 32, Keith, 
A3RWGA5U2C08RV, F, English, 8, , 65, watch, round, 20, 20, 0.2, 1, Charles, 
A3RWGA5U2C08RV, F, English, 8, , 39, sweater, round, 2000, 50, 0.75, 2, Ted, 
A3RWGA5U2C08RV, F, English, 8, , 52, headphones, round, 200, 200, 0.6, 3, Matt, 
A3RWGA5U2C08RV, F, English, 8, , 93, laptop, sharp, 497, 500, 0.425, 4, Joseph, 
A3RWGA5U2C08RV, F, English, 8, , 95, laptop, sharp, 2003, 800, 0.875, 5, Carl, 
A3RWGA5U2C08RV, F, English, 8, , 58, headphones, sharp, 49, 50, 0.325, 6, Tim, 
A3RWGA5U2C08RV, F, English, 8, , 94, laptop, sharp, 1003, 1003, 0.625, 7, Richard, 
A3RWGA5U2C08RV, F, English, 8, , 41, sweater, sharp, 22, 22, 0.175, 8, Bart, 
A3RWGA5U2C08RV, F, English, 8, , 48, sweater, sharp, 10003, 75, 0.875, 9, Isaac, 
A3RWGA5U2C08RV, F, English, 8, , 67, watch, round, 100, 100, 0.55, 10, Adam, 
A3RWGA5U2C08RV, F, English, 8, , 68, watch, round, 200, 200, 0.525, 11, Michael, 
A3RWGA5U2C08RV, F, English, 8, , 31, coffee maker, sharp, 1997, 197, 0.8, 12, Kenneth, 
A3RWGA5U2C08RV, F, English, 8, , 75, watch, sharp, 98, 98, 0.45, 13, Todd, 
A3RWGA5U2C08RV, F, English, 8, , 40, sweater, round, 10000, 100, 0.875, 14, Andrew, 
A3RWGA5U2C08RV, F, English, 8, , 59, headphones, sharp, 99, 99, 0.375, 15, Aaron, 
A3RWGA5U2C08RV, F, English, 8, , 32, coffee maker, sharp, 10002, 202, 0.875, 16, Larry, 
A3RWGA5U2C08RV, F, English, 8, , 51, headphones, round, 100, 100, 0.525, 17, Laurence , 
A3RWGA5U2C08RV, F, English, 8, , 66, watch, round, 50, 50, 0.125, 18, Brian, 
A3RWGA5U2C08RV, F, English, 8, , 5, electric kettle, round, 500, 75, 0.95, 19, Ed, 
A3RWGA5U2C08RV, F, English, 8, , 49, headphones, round, 20, 20, 0.275, 20, Jordan, 
A3RWGA5U2C08RV, F, English, 8, , 96, laptop, sharp, 9998, 999, 0.95, 21, Leon, 
A3RWGA5U2C08RV, F, English, 8, , 54, headphones, round, 1000, 100, 0.975, 22, Oliver, 
A3RWGA5U2C08RV, F, English, 8, , 76, watch, sharp, 198, 198, 0.275, 23, Alan, 
A3RWGA5U2C08RV, F, English, 8, , 10, electric kettle, sharp, 49, 49, 0.35, 24, Jake, 
A3RWGA5U2C08RV, F, English, 8, , 79, watch, sharp, 1997, 197, 0.85, 25, Tom, 
A3RWGA5U2C08RV, F, English, 8, , 7, electric kettle, round, 2000, 50, 0.925, 26, George, 
A3RWGA5U2C08RV, F, English, 8, , 85, laptop, round, 500, 500, 0.45, 27, Dean, 
A3RWGA5U2C08RV, F, English, 8, , 22, coffee maker, round, 1000, 100, 0.925, 28, Barry, 
A3RWGA5U2C08RV, F, English, 8, , 24, coffee maker, round, 10000, 100, 0.975, 29, Darren, 
A3RWGA5U2C08RV, F, English, 8, , 84, laptop, round, 200, 300, 0.125, 30, Zach, 
A3RWGA5U2C08RV, F, English, 8, , 8, electric kettle, round, 10000, 100, 0.975, 31, Harry, 
A3RWGA5U2C08RV, F, English, 8, , 30, coffee maker, sharp, 1003, 100, 1, 32, Jerry, 
A248LF7KKHXZ14, F, english, 11, , 78, watch, sharp, 1003, 1002.99, 0.25, 1, Ray, 
