workerID, gender, nativeLanguage, income, age, sentenceID, domain, numberType, utteredPrice, inferredPrice, probOpinion, order, buyer, 
A34ZSF2JSRXIRP, F, english, 8, 35, 32, coffee maker, sharp, 10002, 300, 0.75, 2, Larry, 
A34ZSF2JSRXIRP, F, english, 8, 35, 72, watch, round, 10000, 5000, 0.575, 3, Justin, 
A34ZSF2JSRXIRP, F, english, 8, 35, 86, laptop, round, 1000, 1000, 0.5, 4, Theodore, 
A34ZSF2JSRXIRP, F, english, 8, 35, 78, watch, sharp, 1003, 1000, 0.55, 5, Ray, 
A34ZSF2JSRXIRP, F, english, 8, 35, 61, headphones, sharp, 498, 490, 0.625, 6, Cyrus, 
A34ZSF2JSRXIRP, F, english, 8, 35, 16, electric kettle, sharp, 9999, 100, 0.725, 7, Paul, 
A34ZSF2JSRXIRP, F, english, 8, 35, 3, electric kettle, round, 100, 100, 0.5, 8, Calvin, 
A34ZSF2JSRXIRP, F, english, 8, 35, 88, laptop, round, 10000, 4000, 0.75, 9, Will, 
A34ZSF2JSRXIRP, F, english, 8, 35, 73, watch, sharp, 19, 19, 0.25, 10, Billy, 
A34ZSF2JSRXIRP, F, english, 8, 35, 21, coffee maker, round, 500, 450, 0.575, 11, Albert, 
A34ZSF2JSRXIRP, F, english, 8, 35, 89, laptop, sharp, 23, 230, 0.25, 12, Jack, 
A34ZSF2JSRXIRP, F, english, 8, 35, 48, sweater, sharp, 9998, 150, 0.725, 13, Isaac, 
A34ZSF2JSRXIRP, F, english, 8, 35, 26, coffee maker, sharp, 53, 53, 0.35, 14, Felix, 
A34ZSF2JSRXIRP, F, english, 8, 35, 13, electric kettle, sharp, 502, 100, 0.625, 15, Mark, 
A34ZSF2JSRXIRP, F, english, 8, 35, 64, headphones, sharp, 10001, 100.01, 0.575, 16, Chris, 
A34ZSF2JSRXIRP, F, english, 8, 35, 33, sweater, round, 20, 20, 0.325, 17, Martin, 
A34ZSF2JSRXIRP, F, english, 8, 35, 79, watch, sharp, 2001, 2000, 0.65, 18, Tom, 
A34ZSF2JSRXIRP, F, english, 8, 35, 44, sweater, sharp, 203, 200, 0.625, 19, Edward, 
A34ZSF2JSRXIRP, F, english, 8, 35, 23, coffee maker, round, 2000, 400, 0.75, 20, Cameron, 
A34ZSF2JSRXIRP, F, english, 8, 35, 92, laptop, sharp, 197, 200, 0.25, 21, Scott, 
A34ZSF2JSRXIRP, F, english, 8, 35, 91, laptop, sharp, 101, 101, 0.25, 22, Greg, 
A34ZSF2JSRXIRP, F, english, 8, 35, 96, laptop, sharp, 9997, 1200, 0.75, 23, Leon, 
A34ZSF2JSRXIRP, F, english, 8, 35, 34, sweater, round, 50, 50, 0.5, 24, Nelson, 
A34ZSF2JSRXIRP, F, english, 8, 35, 27, coffee maker, sharp, 97, 97, 0.5, 25, Gabe, 
A34ZSF2JSRXIRP, F, english, 8, 35, 74, watch, sharp, 52, 52, 0.35, 26, Howard, 
A34ZSF2JSRXIRP, F, english, 8, 35, 93, laptop, sharp, 497, 497, 0.525, 27, Joseph, 
A34ZSF2JSRXIRP, F, english, 8, 35, 82, laptop, round, 50, 200, 0.15, 28, Kirk, 
A34ZSF2JSRXIRP, F, english, 8, 35, 69, watch, round, 500, 500, 0.525, 29, James, 
A34ZSF2JSRXIRP, F, english, 8, 35, 24, coffee maker, round, 10000, 500, 0.725, 30, Darren, 
A34ZSF2JSRXIRP, F, english, 8, 35, 65, watch, round, 20, 20, 0.275, 31, Charles, 
A34ZSF2JSRXIRP, F, english, 8, 35, 66, watch, round, 50, 50, 0.425, 32, Brian, 
A28L1K6D8QUCML, F, english, 4, 45, 64, headphones, sharp, 9997, 9997, 0.975, 1, Chris, 
A28L1K6D8QUCML, F, english, 4, 45, 35, sweater, round, 100, 100, 0.75, 2, Oscar, 
A28L1K6D8QUCML, F, english, 4, 45, 40, sweater, round, 10000, 10000, 1, 3, Andrew, 
A28L1K6D8QUCML, F, english, 4, 45, 47, sweater, sharp, 2001, 2001, 1, 4, Henry, 
A28L1K6D8QUCML, F, english, 4, 45, 37, sweater, round, 500, 500, 0.75, 5, Ron, 
A28L1K6D8QUCML, F, english, 4, 45, 7, electric kettle, round, 2000, 2000, 1, 6, George, 
A28L1K6D8QUCML, F, english, 4, 45, 63, headphones, sharp, 1997, 1997, 0.975, 7, Eric, 
A28L1K6D8QUCML, F, english, 4, 45, 18, coffee maker, round, 50, 50, 0.25, 8, Steve, 
A28L1K6D8QUCML, F, english, 4, 45, 32, coffee maker, sharp, 9999, 9999, 1, 9, Larry, 
A28L1K6D8QUCML, F, english, 4, 45, 3, electric kettle, round, 100, 100, 0.5, 10, Calvin, 
A28L1K6D8QUCML, F, english, 4, 45, 34, sweater, round, 50, 50, 0.25, 11, Nelson, 
A28L1K6D8QUCML, F, english, 4, 45, 1, electric kettle, round, 20, 20, 0.025, 12, Alex, 
A28L1K6D8QUCML, F, english, 4, 45, 65, watch, round, 20, 20, 0.025, 13, Charles, 
A28L1K6D8QUCML, F, english, 4, 45, 87, laptop, round, 2000, 2000, 0.5, 14, Rodney, 
A28L1K6D8QUCML, F, english, 4, 45, 36, sweater, round, 200, 200, 0.75, 15, Perry, 
A28L1K6D8QUCML, F, english, 4, 45, 69, watch, round, 500, 500, 0.75, 16, James, 
A28L1K6D8QUCML, F, english, 4, 45, 52, headphones, round, 200, 200, 0.75, 17, Matt, 
A28L1K6D8QUCML, F, english, 4, 45, 44, sweater, sharp, 202, 202, 0.75, 18, Edward, 
A28L1K6D8QUCML, F, english, 4, 45, 88, laptop, round, 10000, 10000, 1, 19, Will, 
A28L1K6D8QUCML, F, english, 4, 45, 53, headphones, round, 500, 500, 0.975, 20, Norman, 
A28L1K6D8QUCML, F, english, 4, 45, 78, watch, sharp, 1003, 1003, 0.75, 21, Ray, 
A28L1K6D8QUCML, F, english, 4, 45, 24, coffee maker, round, 10000, 10000, 1, 22, Darren, 
A28L1K6D8QUCML, F, english, 4, 45, 26, coffee maker, sharp, 48, 48, 0.5, 23, Felix, 
A28L1K6D8QUCML, F, english, 4, 45, 80, watch, sharp, 10001, 10001, 1, 24, Rick, 
A28L1K6D8QUCML, F, english, 4, 45, 77, watch, sharp, 498, 498, 0.75, 25, Jeff, 
A28L1K6D8QUCML, F, english, 4, 45, 68, watch, round, 200, 200, 0.5, 26, Michael, 
A28L1K6D8QUCML, F, english, 4, 45, 46, sweater, sharp, 998, 998, 0.775, 27, Garrett, 
A28L1K6D8QUCML, F, english, 4, 45, 49, headphones, round, 20, 20, 0.025, 28, Jordan, 
A28L1K6D8QUCML, F, english, 4, 45, 73, watch, sharp, 23, 23, 0.1, 29, Billy, 
A28L1K6D8QUCML, F, english, 4, 45, 67, watch, round, 100, 100, 0.5, 30, Adam, 
A28L1K6D8QUCML, F, english, 4, 45, 25, coffee maker, sharp, 21, 21, 0.05, 31, Eli, 
A28L1K6D8QUCML, F, english, 4, 45, 30, coffee maker, sharp, 999, 999, 0.75, 32, Jerry, 
A3UOK7WMVFVHHE, M, english, 6, 25, 63, headphones, sharp, 2001, 2001, 0.125, 1, Eric, 
A3UOK7WMVFVHHE, M, english, 6, 25, 84, laptop, round, 200, 200, 0.125, 2, Zach, 
A3UOK7WMVFVHHE, M, english, 6, 25, 3, electric kettle, round, 100, 100, 0.225, 3, Calvin, 
A3UOK7WMVFVHHE, M, english, 6, 25, 57, headphones, sharp, 22, 22, 0.25, 4, Seth, 
A3UOK7WMVFVHHE, M, english, 6, 25, 2, electric kettle, round, 50, 50, 0.25, 5, Bob, 
A3UOK7WMVFVHHE, M, english, 6, 25, 39, sweater, round, 2000, 2000, 0.25, 6, Ted, 
A3UOK7WMVFVHHE, M, english, 6, 25, 56, headphones, round, 10000, 10000, 0.25, 7, Russell, 
A3UOK7WMVFVHHE, M, english, 6, 25, 61, headphones, sharp, 497, 497, 0.25, 8, Cyrus, 
A3UOK7WMVFVHHE, M, english, 6, 25, 51, headphones, round, 100, 100, 0.25, 9, Laurence , 
A3UOK7WMVFVHHE, M, english, 6, 25, 18, coffee maker, round, 50, 50, 0.25, 10, Steve, 
A3UOK7WMVFVHHE, M, english, 6, 25, 46, sweater, sharp, 997, 997, 0.25, 11, Garrett, 
A3UOK7WMVFVHHE, M, english, 6, 25, 94, laptop, sharp, 1003, 1003, 0.2, 12, Richard, 
A3UOK7WMVFVHHE, M, english, 6, 25, 85, laptop, round, 500, 500, 0.25, 13, Dean, 
A3UOK7WMVFVHHE, M, english, 6, 25, 55, headphones, round, 2000, 2000, 0.3, 14, Phillip, 
A3UOK7WMVFVHHE, M, english, 6, 25, 23, coffee maker, round, 2000, 2000, 0.375, 15, Cameron, 
A3UOK7WMVFVHHE, M, english, 6, 25, 59, headphones, sharp, 101, 101, 0.275, 16, Aaron, 
A3UOK7WMVFVHHE, M, english, 6, 25, 43, sweater, sharp, 98, 98, 0.275, 17, Don, 
A3UOK7WMVFVHHE, M, english, 6, 25, 81, laptop, round, 20, 20, 0.275, 18, Ian, 
A3UOK7WMVFVHHE, M, english, 6, 25, 6, electric kettle, round, 1000, 1000, 0.25, 19, Frank, 
A3UOK7WMVFVHHE, M, english, 6, 25, 20, coffee maker, round, 200, 200, 0.325, 20, Victor, 
A3UOK7WMVFVHHE, M, english, 6, 25, 9, electric kettle, sharp, 23, 23, 0.325, 21, Ivan, 
A3UOK7WMVFVHHE, M, english, 6, 25, 19, coffee maker, round, 100, 100, 0.4, 22, Terry, 
A3UOK7WMVFVHHE, M, english, 6, 25, 34, sweater, round, 50, 50, 0.375, 23, Nelson, 
A3UOK7WMVFVHHE, M, english, 6, 25, 83, laptop, round, 100, 100, 0.4, 24, Sean, 
A3UOK7WMVFVHHE, M, english, 6, 25, 52, headphones, round, 200, 200, 0.4, 25, Matt, 
A3UOK7WMVFVHHE, M, english, 6, 25, 72, watch, round, 10000, 10000, 0.475, 26, Justin, 
A3UOK7WMVFVHHE, M, english, 6, 25, 73, watch, sharp, 22, 22, 0.4, 27, Billy, 
A3UOK7WMVFVHHE, M, english, 6, 25, 67, watch, round, 100, 100, 0.375, 28, Adam, 
A3UOK7WMVFVHHE, M, english, 6, 25, 62, headphones, sharp, 997, 997, 0.4, 29, Daniel, 
A3UOK7WMVFVHHE, M, english, 6, 25, 60, headphones, sharp, 203, 203, 0.4, 30, Ben, 
A3UOK7WMVFVHHE, M, english, 6, 25, 95, laptop, sharp, 1999, 1999, 0.35, 31, Carl, 
A3UOK7WMVFVHHE, M, english, 6, 25, 69, watch, round, 500, 500, 0.35, 32, James, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 43, sweater, sharp, 97, 97, 0.75, 1, Don, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 18, coffee maker, round, 50, 50, 0.5, 2, Steve, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 15, electric kettle, sharp, 1998, 1998, 1, 3, Owen, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 61, headphones, sharp, 498, 498, 0.975, 4, Cyrus, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 78, watch, sharp, 999, 999, 1, 5, Ray, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 28, coffee maker, sharp, 197, 197, 1, 6, Hal, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 55, headphones, round, 2000, 2000, 1, 7, Phillip, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 54, headphones, round, 1000, 1000, 1, 8, Oliver, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 68, watch, round, 200, 200, 0.5, 9, Michael, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 83, laptop, round, 100, 100, 0.025, 10, Sean, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 25, coffee maker, sharp, 19, 10, 0.25, 11, Eli, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 36, sweater, round, 200, 200, 1, 12, Perry, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 52, headphones, round, 200, 200, 0.75, 13, Matt, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 96, laptop, sharp, 10003, 10003, 0.975, 14, Leon, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 62, headphones, sharp, 1002, 1002, 0.975, 15, Daniel, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 33, sweater, round, 20, 20, 0.25, 16, Martin, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 24, coffee maker, round, 10000, 10000, 0.975, 17, Darren, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 41, sweater, sharp, 18, 18, 0.2, 18, Bart, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 46, sweater, sharp, 998, 998, 0.975, 19, Garrett, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 20, coffee maker, round, 200, 200, 0.725, 20, Victor, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 77, watch, sharp, 499, 499, 0.75, 21, Jeff, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 58, headphones, sharp, 49, 49, 0.325, 22, Tim, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 92, laptop, sharp, 198, 198, 0, 23, Scott, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 67, watch, round, 100, 100, 0, 24, Adam, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 21, coffee maker, round, 500, 500, 0.025, 25, Albert, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 65, watch, round, 20, 20, 0, 26, Charles, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 2, electric kettle, round, 50, 50, 0, 27, Bob, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 13, electric kettle, sharp, 498, 498, 0, 28, Mark, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 1, electric kettle, round, 20, 20, 0.025, 29, Alex, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 26, coffee maker, sharp, 52, 52, 0.025, 30, Felix, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 10, electric kettle, sharp, 49, 49, 0, 31, Jake, 
A1Y3VYHOYKZ1D7, M, english, 4, 17, 6, electric kettle, round, 1000, 1000, 0, 32, Frank, 
A25CAT0W9W97Z8, M, english, 4, 35, 15, electric kettle, sharp, 2001, 100, 1, 1, Owen, 
A25CAT0W9W97Z8, M, english, 4, 35, 19, coffee maker, round, 100, 75, 0.75, 2, Terry, 
A25CAT0W9W97Z8, M, english, 4, 35, 26, coffee maker, sharp, 51, 51, 0.125, 3, Felix, 
A25CAT0W9W97Z8, M, english, 4, 35, 77, watch, sharp, 503, 502.99, 0.25, 4, Jeff, 
A25CAT0W9W97Z8, M, english, 4, 35, 38, sweater, round, 1000, 49.99, 1, 5, Sam, 
A25CAT0W9W97Z8, M, english, 4, 35, 89, laptop, sharp, 21, 300, 0, 6, Jack, 
A25CAT0W9W97Z8, M, english, 4, 35, 17, coffee maker, round, 20, 20, 0.175, 7, Ryan, 
A25CAT0W9W97Z8, M, english, 4, 35, 63, headphones, sharp, 1997, 40, 1, 8, Eric, 
A25CAT0W9W97Z8, M, english, 4, 35, 25, coffee maker, sharp, 18, 18, 0.05, 9, Eli, 
A25CAT0W9W97Z8, M, english, 4, 35, 95, laptop, sharp, 1998, 800, 0.875, 10, Carl, 
A25CAT0W9W97Z8, M, english, 4, 35, 73, watch, sharp, 17, 17, 0.125, 11, Billy, 
A25CAT0W9W97Z8, M, english, 4, 35, 7, electric kettle, round, 2000, 50, 1, 12, George, 
A25CAT0W9W97Z8, M, english, 4, 35, 86, laptop, round, 1000, 1000, 0.5, 13, Theodore, 
A25CAT0W9W97Z8, M, english, 4, 35, 34, sweater, round, 50, 50, 0.25, 14, Nelson, 
A25CAT0W9W97Z8, M, english, 4, 35, 2, electric kettle, round, 50, 50, 0.05, 15, Bob, 
A25CAT0W9W97Z8, M, english, 4, 35, 23, coffee maker, round, 2000, 25, 1, 16, Cameron, 
A25CAT0W9W97Z8, M, english, 4, 35, 16, electric kettle, sharp, 9998, 70, 1, 17, Paul, 
A25CAT0W9W97Z8, M, english, 4, 35, 24, coffee maker, round, 10000, 100, 1, 18, Darren, 
A25CAT0W9W97Z8, M, english, 4, 35, 21, coffee maker, round, 500, 50, 1, 19, Albert, 
A25CAT0W9W97Z8, M, english, 4, 35, 52, headphones, round, 200, 50, 0.9, 20, Matt, 
A25CAT0W9W97Z8, M, english, 4, 35, 49, headphones, round, 20, 20, 0.125, 21, Jordan, 
A25CAT0W9W97Z8, M, english, 4, 35, 33, sweater, round, 20, 20, 0.25, 22, Martin, 
A25CAT0W9W97Z8, M, english, 4, 35, 65, watch, round, 20, 20, 0.125, 23, Charles, 
A25CAT0W9W97Z8, M, english, 4, 35, 81, laptop, round, 20, 300, 0.025, 24, Ian, 
A25CAT0W9W97Z8, M, english, 4, 35, 88, laptop, round, 10000, 1000, 0.975, 25, Will, 
A25CAT0W9W97Z8, M, english, 4, 35, 48, sweater, sharp, 9997, 75, 1, 26, Isaac, 
A25CAT0W9W97Z8, M, english, 4, 35, 94, laptop, sharp, 1001, 1001, 0.5, 27, Richard, 
A25CAT0W9W97Z8, M, english, 4, 35, 66, watch, round, 50, 50, 0.475, 28, Brian, 
A25CAT0W9W97Z8, M, english, 4, 35, 87, laptop, round, 2000, 2000, 0.75, 29, Rodney, 
A25CAT0W9W97Z8, M, english, 4, 35, 74, watch, sharp, 53, 53, 0.55, 30, Howard, 
A25CAT0W9W97Z8, M, english, 4, 35, 96, laptop, sharp, 10002, 1000, 1, 31, Leon, 
A25CAT0W9W97Z8, M, english, 4, 35, 50, headphones, round, 50, 50, 0.625, 32, Keith, 
A3RWGA5U2C08RV, F, English, 8, 55, 65, watch, round, 20, 20, 0.2, 1, Charles, 
A3RWGA5U2C08RV, F, English, 8, 55, 39, sweater, round, 2000, 50, 0.75, 2, Ted, 
A3RWGA5U2C08RV, F, English, 8, 55, 52, headphones, round, 200, 200, 0.6, 3, Matt, 
A3RWGA5U2C08RV, F, English, 8, 55, 93, laptop, sharp, 497, 500, 0.425, 4, Joseph, 
A3RWGA5U2C08RV, F, English, 8, 55, 95, laptop, sharp, 2003, 800, 0.875, 5, Carl, 
A3RWGA5U2C08RV, F, English, 8, 55, 58, headphones, sharp, 49, 50, 0.325, 6, Tim, 
A3RWGA5U2C08RV, F, English, 8, 55, 94, laptop, sharp, 1003, 1003, 0.625, 7, Richard, 
A3RWGA5U2C08RV, F, English, 8, 55, 41, sweater, sharp, 22, 22, 0.175, 8, Bart, 
A3RWGA5U2C08RV, F, English, 8, 55, 48, sweater, sharp, 10003, 75, 0.875, 9, Isaac, 
A3RWGA5U2C08RV, F, English, 8, 55, 67, watch, round, 100, 100, 0.55, 10, Adam, 
A3RWGA5U2C08RV, F, English, 8, 55, 68, watch, round, 200, 200, 0.525, 11, Michael, 
A3RWGA5U2C08RV, F, English, 8, 55, 31, coffee maker, sharp, 1997, 197, 0.8, 12, Kenneth, 
A3RWGA5U2C08RV, F, English, 8, 55, 75, watch, sharp, 98, 98, 0.45, 13, Todd, 
A3RWGA5U2C08RV, F, English, 8, 55, 40, sweater, round, 10000, 100, 0.875, 14, Andrew, 
A3RWGA5U2C08RV, F, English, 8, 55, 59, headphones, sharp, 99, 99, 0.375, 15, Aaron, 
A3RWGA5U2C08RV, F, English, 8, 55, 32, coffee maker, sharp, 10002, 202, 0.875, 16, Larry, 
A3RWGA5U2C08RV, F, English, 8, 55, 51, headphones, round, 100, 100, 0.525, 17, Laurence , 
A3RWGA5U2C08RV, F, English, 8, 55, 66, watch, round, 50, 50, 0.125, 18, Brian, 
A3RWGA5U2C08RV, F, English, 8, 55, 5, electric kettle, round, 500, 75, 0.95, 19, Ed, 
A3RWGA5U2C08RV, F, English, 8, 55, 49, headphones, round, 20, 20, 0.275, 20, Jordan, 
A3RWGA5U2C08RV, F, English, 8, 55, 96, laptop, sharp, 9998, 999, 0.95, 21, Leon, 
A3RWGA5U2C08RV, F, English, 8, 55, 54, headphones, round, 1000, 100, 0.975, 22, Oliver, 
A3RWGA5U2C08RV, F, English, 8, 55, 76, watch, sharp, 198, 198, 0.275, 23, Alan, 
A3RWGA5U2C08RV, F, English, 8, 55, 10, electric kettle, sharp, 49, 49, 0.35, 24, Jake, 
