"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.domains"	"Answer.income"	"Answer.inferredPrices0"	"Answer.inferredPrices3"	"Answer.inferredPrices4"	"Answer.inferredPrices1"	"Answer.inferredPrices2"	"Answer.inferredPrices7"	"Answer.inferredPrices8"	"Answer.inferredPrices5"	"Answer.inferredPrices6"	"Answer.inferredPrices9"	"Answer.buyers"	"Answer.comments"	"Answer.age"	"Answer.gender"	"Answer.condition"	"Answer.nativeLanguage"	"Answer.orders"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2GPBAT2D5NQYHI58M5AGBTYR7CT73I"	"A4G9OTZ1410S2"	"Approved"	"Wed Oct 16 07:02:41 PDT 2013"	"Tue Oct 15 14:19:42 PDT 2013"	"Tue Oct 15 14:22:41 PDT 2013"	"Tue Oct 15 17:37:20 PDT 2013"	""	""	""	""	"[""laptop"",""watch"",""electric kettle""]"	"""4"""	"[0.025,0.725,0.975]"	"[0.975,0.25,0.025]"	"[0.25,0.25,0.025]"	"[0.025,0.975,0.775]"	"[0.8,0.25,0.025]"	"[0.025,0.05,0]"	"[0.025,0.025,0.025]"	"[0.025,0.275,0.025]"	"[0.025,0.05,0.025]"	"[0.025,0.025,0.025]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""F"""	"1"	"""english"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2XDVWJ5OPB0YPTPDURNBDEPEE3Z4W3"	"A379U322YXBRUJ"	"Approved"	"Wed Oct 16 07:08:08 PDT 2013"	"Tue Oct 15 14:25:42 PDT 2013"	"Tue Oct 15 14:28:08 PDT 2013"	"Tue Oct 15 17:37:22 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""0"""	"[0.75,0.95,0.15]"	"[0.4,0.5,0.575]"	"[0.625,0.275,0.975]"	"[0.725,0.85,0.125]"	"[0.65,0.5,0.5]"	"[0.25,0.025,0.8]"	"[0.075,0.025,0.225]"	"[0.375,0.25,0.975]"	"[0.125,0.05,0.75]"	"[0.075,0.05,0.15]"	"[""Bob"",""Calvin"",""Alex""]"	"""n/a"""	"""25"""	"""F"""	"3"	"""english"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"23EOFXRDS4ICVROIJ2AFS11FMISXUB"	"A3LR6R0ZWHIF0C"	"Approved"	"Wed Oct 16 07:10:46 PDT 2013"	"Tue Oct 15 14:27:38 PDT 2013"	"Tue Oct 15 14:30:46 PDT 2013"	"Tue Oct 15 17:37:21 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.75,0.6,0.05]"	"[0.625,0.275,0.625]"	"[0.35,0.15,0.275]"	"[0.725,0.6,0.05]"	"[0.65,0.35,0.6]"	"[0.175,0.1,0.225]"	"[0.1,0.025,0.225]"	"[0.275,0.15,0.2]"	"[0.225,0.125,0.25]"	"[0.1,0.5,0.25]"	"[""Alex"",""Bob"",""Calvin""]"	"""N/A"""	"""35"""	"""F"""	"2"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2KRHHRRLFQ0OH0LWD6BHU9ELBB6GP8"	"A113IOM3ACFXGR"	"Approved"	"Wed Oct 16 07:18:08 PDT 2013"	"Tue Oct 15 14:35:16 PDT 2013"	"Tue Oct 15 14:38:08 PDT 2013"	"Tue Oct 15 17:37:20 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""6"""	"[0.5,1,0.175]"	"[1,0.225,0.9]"	"[0.625,0,1]"	"[0.375,1,0.075]"	"[0.725,0.125,0.875]"	"[0.425,0,0.3]"	"[0,0,0.225]"	"[0.75,0,0.9]"	"[0.275,0,0.35]"	"[0,0,0.2]"	"[""Alex"",""Bob"",""Calvin""]"	"""N/A"""	"""35"""	"""F"""	"2"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"22LMOFXRDS4I6E439SOJLM16U2HWTS"	"A2HT6JCMYXK4XP"	"Approved"	"Wed Oct 16 07:21:00 PDT 2013"	"Tue Oct 15 14:37:58 PDT 2013"	"Tue Oct 15 14:41:00 PDT 2013"	"Tue Oct 15 17:37:22 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.25,0.975,0]"	"[0.375,0.1,0.725]"	"[0.325,0,0.9]"	"[0.5,0.7,0]"	"[0.75,0.1,0.775]"	"[0.275,0,0.225]"	"[0.175,0,0.1]"	"[0.275,0,0.9]"	"[0.275,0,0.3]"	"[0.1,0,0.1]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""25"""	"""M"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2YP7H57DZKPF8H4L9M4M85LD2ANC2A"	"A1C19XPG91AIXX"	"Approved"	"Wed Oct 16 07:24:37 PDT 2013"	"Tue Oct 15 14:42:15 PDT 2013"	"Tue Oct 15 14:44:37 PDT 2013"	"Tue Oct 15 17:37:22 PDT 2013"	""	""	""	""	"[""laptop"",""watch"",""electric kettle""]"	"""4"""	"[0,0.4,0.9]"	"[0.225,0.275,0]"	"[0.625,0.15,0]"	"[0,0.375,0.85]"	"[0.75,0.275,0]"	"[0.075,0.05,0]"	"[0,0,0]"	"[0.2,0.075,0]"	"[0.075,0.05,0]"	"[0,0,0]"	"[""Calvin"",""Alex"",""Bob""]"	"""I've done a similar experiment involving the likelihood that someone spent a certain amount of money on a purchase. It has the same type of sliders."""	"""35"""	"""F"""	"2"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2U4J011K274J1MAVSBS8T46ZHGEBDD"	"A1VJAEPNA6YARO"	"Approved"	"Wed Oct 16 07:35:17 PDT 2013"	"Tue Oct 15 14:53:19 PDT 2013"	"Tue Oct 15 14:55:17 PDT 2013"	"Tue Oct 15 17:37:21 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.7,1,0.025]"	"[0.25,0.025,0.725]"	"[0.025,0.025,0.725]"	"[0.725,0.275,0]"	"[0.275,0.025,0.975]"	"[0.025,0.025,0.025]"	"[0.025,0.025,0.025]"	"[0.025,0.025,0.75]"	"[0.025,0,0.05]"	"[0,0,0.025]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""F"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2V33L0FBJ9IO5W4ONJMEBRPWMNCNZN"	"A3PDOZ6I8PE9ZK"	"Approved"	"Wed Oct 16 08:49:59 PDT 2013"	"Tue Oct 15 16:07:20 PDT 2013"	"Tue Oct 15 16:09:59 PDT 2013"	"Tue Oct 15 17:37:20 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""10"""	"[0.725,0.25,0.025]"	"[0.075,0,0.85]"	"[0.075,0.025,0.75]"	"[0.8,0.25,0.025]"	"[0.05,0.025,0.8]"	"[0.025,0.025,0.025]"	"[0.025,0.025,0.025]"	"[0.05,0.025,0.725]"	"[0.05,0.025,0.025]"	"[0.025,0.025,0.025]"	"[""Calvin"",""Alex"",""Bob""]"	"""N/A"""	"""45"""	"""F"""	"1"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"254NHMVHVKCJUERPYCVJD9KVG7H53M"	"A1OLRUT93TXWEP"	"Approved"	"Wed Oct 16 09:11:08 PDT 2013"	"Tue Oct 15 16:28:54 PDT 2013"	"Tue Oct 15 16:31:08 PDT 2013"	"Tue Oct 15 17:37:21 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""0"""	"[0.6,0.5,0.075]"	"[0.3,0.4,0.325]"	"[0.175,0.2,0.725]"	"[0.65,0.5,0.1]"	"[0.325,0.4,0.35]"	"[0,0.025,0.025]"	"[0,0,0]"	"[0.15,0.2,0.675]"	"[0.05,0.025,0.025]"	"[0,0,0.025]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""M"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2CBE1M7PKK9LL9WTVF30ALZ29MTZSK"	"A1TE2HRRL0B2LL"	"Approved"	"Wed Oct 16 09:36:29 PDT 2013"	"Tue Oct 15 16:55:16 PDT 2013"	"Tue Oct 15 16:56:29 PDT 2013"	"Tue Oct 15 17:37:20 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.975,0.975,0.05]"	"[0.05,0.05,1]"	"[0.025,0.025,0.975]"	"[1,0.9,0.025]"	"[0.05,0.05,0.95]"	"[0.025,0.05,0.025]"	"[0.025,0.05,0]"	"[0.025,0.05,0.95]"	"[0.025,0.05,0.7]"	"[0.025,0.075,0.025]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""25"""	"""F"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2F73Q0JG5TYMHPM3790FFSSX1YRJF5"	"A1WJ1S1LXP47NH"	"Approved"	"Wed Oct 16 09:55:54 PDT 2013"	"Tue Oct 15 17:14:07 PDT 2013"	"Tue Oct 15 17:15:54 PDT 2013"	"Tue Oct 15 17:37:10 PDT 2013"	""	""	""	""	"[""laptop"",""watch"",""electric kettle""]"	"""4"""	"[1,1,0.75]"	"[1,0.225,0.15]"	"[0.25,0.225,0]"	"[1,1,0.65]"	"[0.75,0.5,0.1]"	"[0,0.1,0]"	"[0,0.075,0]"	"[0.25,0.2,0]"	"[0,0.15,0]"	"[0,0.025,0]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""F"""	"1"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2RN8ER9Y8TNKCZPXIABFNS2T61F6TU"	"AW8MS3KBOFRAS"	"Approved"	"Wed Oct 16 09:58:58 PDT 2013"	"Tue Oct 15 17:15:47 PDT 2013"	"Tue Oct 15 17:18:58 PDT 2013"	"Tue Oct 15 17:37:10 PDT 2013"	""	""	""	""	"[""laptop"",""watch"",""electric kettle""]"	"""4"""	"[0.025,0.975,1]"	"[0.725,0.35,0.325]"	"[0.25,0.275,0.05]"	"[0.025,0.975,0.95]"	"[0.7,0.325,0.325]"	"[0.15,0.225,0.025]"	"[0.025,0.125,0.05]"	"[0.275,0.275,0.05]"	"[0.15,0.2,0.025]"	"[0.025,0.125,0.025]"	"[""Calvin"",""Alex"",""Bob""]"	"""N/A"""	"""35"""	"""F"""	"2"	"""english"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2FD8I9NZW6HETJEJ0VN7Z86E0WYMWY"	"A3RHYRK2KWHAAY"	"Approved"	"Wed Oct 16 11:14:31 PDT 2013"	"Tue Oct 15 18:32:16 PDT 2013"	"Tue Oct 15 18:34:31 PDT 2013"	"Wed Oct 16 11:16:56 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.725,0.725,0.25]"	"[0.25,0,0.625]"	"[0.25,0.025,0.625]"	"[0.725,0.75,0.25]"	"[0.25,0,0.625]"	"[0.25,0,0.275]"	"[0.25,0,0.15]"	"[0.25,0.025,0.625]"	"[0.25,0,0.275]"	"[0.25,0,0.15]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""45"""	"""F"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2BDY58B727M0CT5PDIS64FS0Z67VAD"	"A12LT5LMXMNXIO"	"Approved"	"Wed Oct 16 11:16:31 PDT 2013"	"Tue Oct 15 18:33:49 PDT 2013"	"Tue Oct 15 18:36:31 PDT 2013"	"Wed Oct 16 11:16:56 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""8"""	"[0.725,0.75,0.025]"	"[0.15,0.05,0.025]"	"[0.125,0.05,0.55]"	"[0.725,0.75,0]"	"[0.15,0.05,0.025]"	"[0.05,0.025,0.15]"	"[0.05,0.025,0.1]"	"[0.125,0.05,0.575]"	"[0.1,0.025,0.15]"	"[0.05,0,0.075]"	"[""Alex"",""Bob"",""Calvin""]"	"""N/A"""	"""55"""	"""M"""	"2"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2YM3K4F0OHOVLEUNTPF2R92MYEG21W"	"A1E7IRBPHID9JC"	"Approved"	"Wed Oct 16 11:32:59 PDT 2013"	"Tue Oct 15 18:49:45 PDT 2013"	"Tue Oct 15 18:52:59 PDT 2013"	"Wed Oct 16 11:36:41 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""10"""	"[0.725,0.725,0.05]"	"[0.225,0.25,0.225]"	"[0.125,0.175,0.725]"	"[0.725,0.725,0.05]"	"[0.225,0.25,0.225]"	"[0.1,0.1,0.95]"	"[0.075,0.05,0.975]"	"[0.125,0.175,0.725]"	"[0.1,0.1,0.95]"	"[0.075,0.05,0.975]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""55"""	"""F"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"26B5OPB0YVGZ2BC17C5PFU36M9H7Z8"	"A13E3P6QQ9F5PO"	"Approved"	"Wed Oct 16 11:38:29 PDT 2013"	"Tue Oct 15 18:55:25 PDT 2013"	"Tue Oct 15 18:58:29 PDT 2013"	"Wed Oct 16 11:43:14 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""6"""	"[0.75,1,0]"	"[0.4,0,0.75]"	"[0.1,0,1]"	"[0.75,1,0]"	"[0.4,0,0.75]"	"[0.075,0,0.1]"	"[0,0,0]"	"[0.1,0,1]"	"[0.075,0,0.1]"	"[0,0,0]"	"[""Calvin"",""Alex"",""Bob""]"	"""N/A"""	"""45"""	"""M"""	"1"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2TOKUDD8XMB3KGZ4WGXUZO6YOGIDO6"	"A1Y0GZJDECNCQR"	"Approved"	"Wed Oct 16 11:42:14 PDT 2013"	"Tue Oct 15 18:58:54 PDT 2013"	"Tue Oct 15 19:02:14 PDT 2013"	"Wed Oct 16 11:46:42 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[0.175,1,0]"	"[0.85,0,0.875]"	"[0.1,0,1]"	"[0.65,0.975,0]"	"[0.775,0,0.875]"	"[0,0,0.325]"	"[0,0,0.05]"	"[0.125,0,1]"	"[0,0,0.35]"	"[0,0,0.075]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""M"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"2V7Q0ONNVRH1EUEEALIBD6N0TNCMV4"	"A261BGQAPP1916"	"Approved"	"Wed Oct 16 11:56:46 PDT 2013"	"Tue Oct 15 19:13:26 PDT 2013"	"Tue Oct 15 19:16:46 PDT 2013"	"Wed Oct 16 11:48:48 PDT 2013"	""	""	""	""	"[""watch"",""electric kettle"",""laptop""]"	"""4"""	"[1,0.95,0.275]"	"[0.6,0.3,0.9]"	"[0.25,0.225,0.75]"	"[1,0.825,0.35]"	"[0.575,0.25,0.9]"	"[0.175,0.1,0.2]"	"[0,0,0.05]"	"[0.325,0.175,0.775]"	"[0.1,0.1,0.275]"	"[0.05,0.05,0]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""25"""	"""F"""	"3"	"""English"""	"[1,2,3]"
"2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"24YF3Q0JG5TYG021UGV9L9SSSWBEI7"	"Guess the price!"	"Read about various items and guess the prices. This should take 3-5 minutes."	"prices,language,survey,psychology,estimate,experiment"	"$0.20"	"Tue Oct 15 12:33:56 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Oct 16 05:13:56 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2IG7QEOZFYQSVPIYIT6XXDS67S7GJE"	"200H88MQU6L5IOLHE6IX34AN3IBUBC"	"A7FL0UDBGPAO0"	"Approved"	"Wed Oct 16 12:25:20 PDT 2013"	"Tue Oct 15 19:42:57 PDT 2013"	"Tue Oct 15 19:45:20 PDT 2013"	"Wed Oct 16 11:48:49 PDT 2013"	""	""	""	""	"[""laptop"",""watch"",""electric kettle""]"	"""4"""	"[0,0.7,0.775]"	"[1,0.65,0.125]"	"[0.925,0.375,0]"	"[0,0.7,0.775]"	"[1,0.65,0.1]"	"[0.6,0.15,0]"	"[0.1,0,0]"	"[0.925,0.35,0]"	"[0.6,0.175,0]"	"[0.1,0,0]"	"[""Bob"",""Calvin"",""Alex""]"	"""N/A"""	"""35"""	"""F"""	"1"	"""English"""	"[1,2,3]"
