hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.nativeLanguage	Answer.orders	Answer.inferredPrices0	Answer.sentenceIDs	Answer.inferredPrices3	Answer.inferredPrices4	Answer.inferredPrices1	Answer.inferredPrices2	Answer.inferredPrices5	Answer.utteredPrices	Answer.buyers	Answer.condition	Answer.domains	Answer.income	Answer.utteredPricesRounded	Answer.comments	Answer.age	Answer.affects	Answer.gender	Answer.numberTypes	assignments
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2PVQ0JG5TYMN69OG0E69YSSM9IZKG0	A1WFHWKK5KL7F6	Approved	Tue Sep 10 23:53:54 PDT 2013	Tue Sep 10 07:10:42 PDT 2013	Tue Sep 10 07:13:54 PDT 2013	Tue Sep 10 20:36:50 PDT 2013					"""English"""	"[1,2,3,4,5,6]"	"[2,0,25,0,40,0]"	"[87,96,93,95,85,88]"	"[35,0,0,40,0,0]"	"[0,29,0,0,0,40]"	"[0,0,35,0,40,0]"	"[38,0,0,28,0,0]"	"[0,33,0,0,0,40]"	"[""two thousand "",""ten thousand two "",""four hundred ninety nine "",""one thousand nine hundred ninety nine "",""five hundred "",""ten thousand ""]"	"[""Rodney"",""Leon"",""Joseph"",""Carl"",""Dean"",""Will""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""0"""	"[2000,10000,500,2000,500,10000]"	""""""	"""25"""	"[0.275,0.8,0.2,0.575,0.225,0.35]"	"""O"""	"[""round"",""sharp"",""sharp"",""sharp"",""round"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2TCM05BMJTUHS9SLPU0RG7SA83ZKF1	A1LYJFO46ZRHSB	Approved	Tue Sep 10 23:54:26 PDT 2013	Tue Sep 10 07:10:24 PDT 2013	Tue Sep 10 07:14:26 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""english"""	"[1,2,3,4,5,6]"	"[30,29,39,38,28,39]"	"[88,95,87,96,93,85]"	"[1,12,1,2,2,1]"	"[1,20,5,2,1,2]"	"[30,29,38,38,38,29]"	"[2,2,1,1,1,1]"	"[0,20,2,2,1,3]"	"[""ten thousand "",""one thousand nine hundred ninety eight "",""two thousand "",""ten thousand one "",""four hundred ninety seven "",""five hundred ""]"	"[""Will"",""Carl"",""Rodney"",""Leon"",""Joseph"",""Dean""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""6"""	"[10000,2000,2000,10000,500,500]"	""""""	"""35"""	"[0.75,0.75,0.75,0.75,0.25,0.25]"	"""F"""	"[""round"",""sharp"",""round"",""sharp"",""sharp"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2DI0JG5TYMNCQB195K0SYSH2DIHLH3	AUO7XEZDY9496	Approved	Tue Sep 10 23:58:22 PDT 2013	Tue Sep 10 07:13:35 PDT 2013	Tue Sep 10 07:18:22 PDT 2013	Tue Sep 10 20:36:50 PDT 2013					"""English"""	"[1,2,3,4,5,6]"	"[16,21,19,31,22,22]"	"[95,96,93,85,87,88]"	"[24,17,11,8,15,12]"	"[0,2,0,0,0,0]"	"[16,21,30,21,22,22]"	"[21,17,12,7,16,12]"	"[0,0,0,0,0,0]"	"[""two thousand three "",""ten thousand one "",""five hundred three "",""five hundred "",""two thousand "",""ten thousand ""]"	"[""Carl"",""Leon"",""Joseph"",""Dean"",""Rodney"",""Will""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""0"""	"[2000,10000,500,500,2000,10000]"	"""Thanks"""	"""66"""	"[0.775,0.575,0.4,0.4,0.3,0.3]"	"""M"""	"[""sharp"",""sharp"",""sharp"",""round"",""round"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	26TINMHGYQ4JX00G2G6MLFO3AZRL8O	A7D1FSJZSM3MJ	Approved	Tue Sep 10 23:58:54 PDT 2013	Tue Sep 10 07:13:24 PDT 2013	Tue Sep 10 07:18:54 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""English"""	"[1,2,3,4,5,6]"	"[19,0,0,0,0,40]"	"[93,88,95,87,96,85]"	"[0,0,40,40,0,0]"	"[0,40,0,0,30,0]"	"[39,0,0,0,0,30]"	"[0,0,20,40,0,0]"	"[0,31,0,0,40,0]"	"[""four hundred ninety seven "",""ten thousand "",""two thousand one "",""two thousand "",""nine thousand nine hundred ninety seven "",""five hundred ""]"	"[""Joseph"",""Will"",""Carl"",""Rodney"",""Leon"",""Dean""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[500,10000,2000,2000,10000,500]"	""""""	"""35"""	"[0.6,0.925,0.85,0.825,0.95,0.6]"	"""F"""	"[""sharp"",""round"",""sharp"",""round"",""sharp"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2AJYNJ92NJKMUI1RFYLH4W2L568C7D	A3P1W5CPPADUNX	Approved	Tue Sep 10 23:59:17 PDT 2013	Tue Sep 10 07:15:11 PDT 2013	Tue Sep 10 07:19:17 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""english"""	"[1,2,3,4,5,6]"	"[11,38,12,16,28,37]"	"[95,85,96,87,88,93]"	"[36,0,24,25,28,1]"	"[2,1,1,0,2,2]"	"[13,38,12,15,29,37]"	"[39,1,25,32,28,2]"	"[1,2,1,2,2,1]"	"[""one thousand nine hundred ninety eight "",""five hundred "",""nine thousand nine hundred ninety eight "",""two thousand "",""ten thousand "",""four hundred ninety nine ""]"	"[""Carl"",""Dean"",""Leon"",""Rodney"",""Will"",""Joseph""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""8"""	"[2000,500,10000,2000,10000,500]"	""""""	"""45"""	"[0.625,0.65,1,0.75,0.975,0.25]"	"""M"""	"[""sharp"",""round"",""sharp"",""round"",""round"",""sharp""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2BC274J79KQW0EYS0BLXLCD9HEAGIL	AK5C6N14RA7Y9	Approved	Tue Sep 10 23:59:54 PDT 2013	Tue Sep 10 07:15:27 PDT 2013	Tue Sep 10 07:19:54 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""english"""	"[1,2,3,4,5,6]"	"[25,29,32,31,27,27]"	"[96,85,95,87,93,88]"	"[24,15,25,9,17,13]"	"[3,1,1,1,5,3]"	"[29,28,27,30,27,26]"	"[29,12,25,10,14,12]"	"[2,1,1,5,3,4]"	"[""nine thousand nine hundred ninety eight "",""five hundred "",""two thousand one "",""two thousand "",""five hundred two "",""ten thousand ""]"	"[""Leon"",""Dean"",""Carl"",""Rodney"",""Joseph"",""Will""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""6"""	"[10000,500,2000,2000,500,10000]"	""""""	"""35"""	"[0.975,0.175,0.825,0.825,0.25,0.675]"	"""F"""	"[""sharp"",""round"",""sharp"",""round"",""sharp"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RTXERSQV66RF27NP88V2AVPUN1A2T	AQ3LCZJTKPPTU	Approved	Wed Sep 11 00:01:39 PDT 2013	Tue Sep 10 07:17:28 PDT 2013	Tue Sep 10 07:21:39 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""English"""	"[1,2,3,4,5,6]"	"[29,29,29,29,29,29]"	"[96,93,85,95,88,87]"	"[10,11,12,12,10,10]"	"[0,0,0,0,0,0]"	"[29,29,29,29,29,29]"	"[10,11,12,12,10,10]"	"[0,0,0,0,0,0]"	"[""ten thousand one "",""five hundred one "",""five hundred "",""two thousand one "",""ten thousand "",""two thousand ""]"	"[""Leon"",""Joseph"",""Dean"",""Carl"",""Will"",""Rodney""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[10000,500,500,2000,10000,2000]"	""""""	"""35"""	"[1,0.5,0.5,0.75,1,0.5]"	"""F"""	"[""sharp"",""sharp"",""round"",""sharp"",""round"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2LDYHVI44OS2EYKD9S5ZYBAUHS0Y4N	A3NOYN845TEJIH	Approved	Wed Sep 11 00:02:18 PDT 2013	Tue Sep 10 07:19:33 PDT 2013	Tue Sep 10 07:22:18 PDT 2013	Tue Sep 10 20:36:50 PDT 2013					"""english"""	"[1,2,3,4,5,6]"	"[14,12,28,37,12,7]"	"[95,96,93,85,87,88]"	"[37,29,3,6,23,27]"	"[1,5,2,6,5,14]"	"[14,12,37,31,9,3]"	"[27,29,6,9,33,26]"	"[2,3,2,4,4,6]"	"[""one thousand nine hundred ninety seven "",""ten thousand two "",""five hundred two "",""five hundred "",""two thousand "",""ten thousand ""]"	"[""Carl"",""Leon"",""Joseph"",""Dean"",""Rodney"",""Will""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""6"""	"[2000,10000,500,500,2000,10000]"	""""""	"""45"""	"[0.9,1,0.275,0.175,0.675,0.95]"	"""M"""	"[""sharp"",""sharp"",""sharp"",""round"",""round"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2X5WIOV1S7SNXQJLQ6UYJZ8SK8UKZQ	ABBQZ94MQ3K2N	Approved	Wed Sep 11 00:02:20 PDT 2013	Tue Sep 10 07:17:37 PDT 2013	Tue Sep 10 07:22:20 PDT 2013	Tue Sep 10 20:36:49 PDT 2013					"""English"""	"[1,2,3,4,5,6]"	"[10,40,11,10,29,10]"	"[95,85,96,88,93,87]"	"[37,10,29,29,10,30]"	"[0,0,0,0,1,0]"	"[10,30,11,10,40,10]"	"[20,10,29,29,10,40]"	"[0,0,0,0,0,0]"	"[""two thousand one "",""five hundred "",""nine thousand nine hundred ninety eight "",""ten thousand "",""five hundred two "",""two thousand ""]"	"[""Carl"",""Dean"",""Leon"",""Will"",""Joseph"",""Rodney""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,500,10000,10000,500,2000]"	""""""	"""35"""	"[0.25,0.25,1,1,0.25,0.75]"	"""M"""	"[""sharp"",""round"",""sharp"",""round"",""sharp"",""round""]"	50
2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2RUQP6AUC26DAJXIX2UV6FK0C3O290	Guess the price!	Read buyers' statements about the prices of various items and guess the actual price.	"prices,language,survey,psychology,estimate,experiment"	$0.60 	Sun Sep 01 18:22:47 PDT 2013	50	0	0	50	Reviewable	NotReviewed	1 1	7200	60000	Tue Sep 10 08:53:10 PDT 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX	2T6NLVWJ5OPBUBLLVDPM2B7J1QSU2O	A37RBM3OBGEPCH	Approved	Wed Sep 11 00:03:11 PDT 2013	Tue Sep 10 07:19:10 PDT 2013	Tue Sep 10 07:23:11 PDT 2013	Tue Sep 10 20:36:50 PDT 2013					"""Spanish"""	"[1,2,3,4,5,6]"	"[40,0,0,0,0,40]"	"[93,88,96,95,87,85]"	"[0,0,0,40,40,0]"	"[0,40,40,0,0,0]"	"[40,0,0,1,0,40]"	"[0,0,0,40,40,0]"	"[0,40,40,1,0,0]"	"[""four hundred ninety nine "",""ten thousand "",""nine thousand nine hundred ninety seven "",""one thousand nine hundred ninety seven "",""two thousand "",""five hundred ""]"	"[""Joseph"",""Will"",""Leon"",""Carl"",""Rodney"",""Dean""]"	1	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""0"""	"[500,10000,10000,2000,2000,500]"	""""""	"""25"""	"[0.75,1,0.725,1,1,0.55]"	"""F"""	"[""sharp"",""round"",""sharp"",""sharp"",""round"",""round""]"	50
