"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.nativeLanguage"	"Answer.orders"	"Answer.inferredPrices0"	"Answer.sentenceIDs"	"Answer.inferredPrices3"	"Answer.inferredPrices4"	"Answer.inferredPrices1"	"Answer.inferredPrices2"	"Answer.inferredPrices5"	"Answer.utteredPrices"	"Answer.buyers"	"Answer.condition"	"Answer.domains"	"Answer.income"	"Answer.utteredPricesRounded"	"Answer.comments"	"Answer.age"	"Answer.affects"	"Answer.gender"	"Answer.numberTypes"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"29PR24SMEZZ2GVARJEL8V9Y8JXUJ2Q"	"A2J6T9ELNZ97JH"	"Approved"	"Tue Sep 03 01:14:45 PDT 2013"	"Mon Sep 02 08:30:34 PDT 2013"	"Mon Sep 02 08:34:45 PDT 2013"	"Mon Sep 02 09:41:59 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[39,39,40,19,31,38]"	"[88,95,93,87,96,85]"	"[17,15,17,28,18,7]"	"[0,0,0,0,0,0]"	"[39,38,40,16,29,38]"	"[15,19,17,27,18,7]"	"[0,0,0,0,0,0]"	"[""10,000"",""2,001"",""498"",""2,000"",""9,997"",""500""]"	"[""Will"",""Carl"",""Joseph"",""Rodney"",""Leon"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[10000,2000,500,2000,10000,500]"	""""""	"""65"""	"[1,0.75,0.25,0.7,1,0.25]"	"""M"""	"[""round"",""sharp"",""sharp"",""round"",""sharp"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"26B5OPB0YVGZ2BC17C5PFU36DBTZ77"	"AC2MSVG9P0NN5"	"Approved"	"Tue Sep 03 01:16:41 PDT 2013"	"Mon Sep 02 08:33:10 PDT 2013"	"Mon Sep 02 08:36:41 PDT 2013"	"Mon Sep 02 09:41:58 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[24,30,5,8,39,33]"	"[96,93,87,95,85,88]"	"[29,8,34,39,5,32]"	"[10,1,1,1,1,9]"	"[25,36,4,10,39,33]"	"[30,8,39,39,6,32]"	"[9,1,1,1,1,10]"	"[""9,999"",""497"",""2,000"",""1,998"",""500"",""10,000""]"	"[""Leon"",""Joseph"",""Rodney"",""Carl"",""Dean"",""Will""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""11"""	"[10000,500,2000,2000,500,10000]"	""""""	"""35"""	"[0.75,0.25,0.375,0.35,0.075,0.75]"	"""F"""	"[""sharp"",""sharp"",""round"",""sharp"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2C8TP9RA7S5WGEWEUXFFD0JRSP7SXP"	"A3BWR8ACFF33T2"	"Approved"	"Tue Sep 03 01:17:43 PDT 2013"	"Mon Sep 02 08:32:17 PDT 2013"	"Mon Sep 02 08:37:43 PDT 2013"	"Mon Sep 02 09:41:56 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[0,24,36,30,24,30]"	"[95,96,85,88,87,93]"	"[40,20,10,28,22,19]"	"[0,0,2,0,0,0]"	"[0,24,35,28,25,38]"	"[0,23,13,23,22,23]"	"[0,0,0,1,2,1]"	"[""2,003"",""10,002"",""500"",""10,000"",""2,000"",""498""]"	"[""Carl"",""Leon"",""Dean"",""Will"",""Rodney"",""Joseph""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,10000,500,10000,2000,500]"	"""thank you"""	"""35"""	"[0.625,0.925,0.2,0.95,0.575,0.85]"	"""M"""	"[""sharp"",""sharp"",""round"",""round"",""round"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2HWJ79KQW618HHWZTK3DA5XHPXLJLF"	"A34CCFG96Z3RO8"	"Approved"	"Tue Sep 03 01:20:32 PDT 2013"	"Mon Sep 02 08:33:35 PDT 2013"	"Mon Sep 02 08:40:32 PDT 2013"	"Mon Sep 02 09:41:57 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[24,17,28,11,29,11]"	"[87,95,85,96,93,88]"	"[26,31,14,34,11,30]"	"[6,5,4,10,3,17]"	"[20,16,29,8,29,10]"	"[29,29,15,33,12,30]"	"[6,6,3,13,3,16]"	"[""2,000"",""2,002"",""500"",""9,999"",""497"",""10,000""]"	"[""Rodney"",""Carl"",""Dean"",""Leon"",""Joseph"",""Will""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,2000,500,10000,500,10000]"	""""""	"""65"""	"[0.675,0.5,0.275,0.75,0.4,0.8]"	"""F"""	"[""round"",""sharp"",""round"",""sharp"",""sharp"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2NRXR24SMEZZWZ8PIS0UEP93ECRI1W"	"A2R61UUJ2W1OYS"	"Approved"	"Tue Sep 03 01:21:42 PDT 2013"	"Mon Sep 02 08:38:00 PDT 2013"	"Mon Sep 02 08:41:42 PDT 2013"	"Mon Sep 02 09:41:57 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[35,34,0,0,0,40]"	"[95,93,87,96,88,85]"	"[12,17,0,0,0,1]"	"[0,0,0,40,40,0]"	"[34,40,1,0,0,38]"	"[12,17,40,0,0,0]"	"[0,0,0,40,40,0]"	"[""2,001"",""502"",""2,000"",""10,001"",""10,000"",""500""]"	"[""Carl"",""Joseph"",""Rodney"",""Leon"",""Will"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,500,2000,10000,10000,500]"	""""""	"""55"""	"[0.95,0.25,0.775,1,1,0.35]"	"""F"""	"[""sharp"",""sharp"",""round"",""sharp"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2OFLVWJ5OPB0S86443DWH7EUKY1V3Y"	"A2BG7PXTYM42UI"	"Approved"	"Tue Sep 03 01:21:54 PDT 2013"	"Mon Sep 02 08:39:06 PDT 2013"	"Mon Sep 02 08:41:54 PDT 2013"	"Mon Sep 02 09:41:58 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[40,39,39,39,39,40]"	"[88,96,87,85,93,95]"	"[20,19,20,20,20,20]"	"[1,0,0,1,1,0]"	"[39,39,39,39,39,39]"	"[20,19,20,20,20,20]"	"[1,1,0,1,1,1]"	"[""10,000"",""9,999"",""2,000"",""500"",""501"",""2,001""]"	"[""Will"",""Leon"",""Rodney"",""Dean"",""Joseph"",""Carl""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[10000,10000,2000,500,500,2000]"	""""""	"""35"""	"[0.975,1,0.6,0.25,0.25,0.8]"	"""F"""	"[""round"",""sharp"",""round"",""round"",""sharp"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2VHHIT3HVWAVEVW7JOH27724KDPDLW"	"A2H8GNSEVUJXYL"	"Approved"	"Tue Sep 03 01:22:13 PDT 2013"	"Mon Sep 02 08:39:57 PDT 2013"	"Mon Sep 02 08:42:13 PDT 2013"	"Mon Sep 02 09:41:59 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[0,29,10,20,10,11]"	"[95,93,96,85,88,87]"	"[22,9,20,10,20,30]"	"[0,0,8,2,10,2]"	"[0,30,10,20,11,11]"	"[21,10,20,11,20,30]"	"[0,1,8,1,11,2]"	"[""1,997"",""498"",""10,002"",""500"",""10,000"",""2,000""]"	"[""Carl"",""Joseph"",""Leon"",""Dean"",""Will"",""Rodney""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,500,10000,500,10000,2000]"	""""""	"""55"""	"[0.5,0.025,1,0.25,1,0.5]"	"""M"""	"[""sharp"",""sharp"",""sharp"",""round"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"21QNJ92NJKM0ZOCOPZ8Y22GY0DQD8A"	"A192NG7K0PLU5C"	"Approved"	"Tue Sep 03 01:22:18 PDT 2013"	"Mon Sep 02 08:37:32 PDT 2013"	"Mon Sep 02 08:42:18 PDT 2013"	"Mon Sep 02 09:41:58 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[1,37,39,1,1,0]"	"[87,93,85,96,88,95]"	"[35,0,0,37,39,39]"	"[0,0,0,1,0,1]"	"[1,39,38,1,1,0]"	"[39,0,0,40,39,38]"	"[0,0,0,0,0,0]"	"[""2,000"",""497"",""500"",""9,997"",""10,000"",""2,003""]"	"[""Rodney"",""Joseph"",""Dean"",""Leon"",""Will"",""Carl""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""11"""	"[2000,500,500,10000,10000,2000]"	""""""	"""45"""	"[0.325,0.575,0.575,0.35,0.3,0.4]"	"""F"""	"[""round"",""sharp"",""round"",""sharp"",""round"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"240Y1THV8ER9SLJSGNDZYM5PQLRO1Y"	"AKPIPW2K73A7J"	"Approved"	"Tue Sep 03 01:22:35 PDT 2013"	"Mon Sep 02 08:39:53 PDT 2013"	"Mon Sep 02 08:42:35 PDT 2013"	"Mon Sep 02 09:41:59 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[9,12,17,8,6,9]"	"[96,88,85,87,93,95]"	"[30,32,33,30,30,27]"	"[24,6,8,3,8,6]"	"[4,12,17,8,5,5]"	"[22,31,35,29,30,26]"	"[25,5,10,2,6,6]"	"[""10,002"",""10,000"",""500"",""2,000"",""502"",""2,002""]"	"[""Leon"",""Will"",""Dean"",""Rodney"",""Joseph"",""Carl""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""6"""	"[10000,10000,500,2000,500,2000]"	"""thanks for your work"""	"""25"""	"[0.85,0.95,0.375,0.5,0.375,0.6]"	"""M"""	"[""sharp"",""round"",""round"",""round"",""sharp"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2D7DEY5COW0LA4P84HIFRC60YYXV4J"	"A2M5HQ13XVMLMH"	"Approved"	"Tue Sep 03 01:22:59 PDT 2013"	"Mon Sep 02 08:39:10 PDT 2013"	"Mon Sep 02 08:42:59 PDT 2013"	"Mon Sep 02 09:41:57 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[11,13,11,9,9,11]"	"[88,93,87,95,96,85]"	"[38,34,31,33,40,40]"	"[11,3,0,0,0,0]"	"[11,10,11,10,9,11]"	"[29,35,29,29,32,40]"	"[12,5,0,1,0,0]"	"[""10,000"",""497"",""2,000"",""1,998"",""9,997"",""500""]"	"[""Will"",""Joseph"",""Rodney"",""Carl"",""Leon"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[10000,500,2000,2000,10000,500]"	"""A $10,000 laptop??  Desktops aren't even that expensive!...usually."""	"""25"""	"[1,0,0.5,0.3,1,0.225]"	"""F"""	"[""round"",""sharp"",""round"",""sharp"",""sharp"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2SFMHGYQ4J3N4OWGBR6FUYYN45SANT"	"AYCHPTQRYDT7G"	"Approved"	"Tue Sep 03 01:25:43 PDT 2013"	"Mon Sep 02 08:37:55 PDT 2013"	"Mon Sep 02 08:45:43 PDT 2013"	"Mon Sep 02 09:41:58 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[10,11,13,12,34,38]"	"[88,95,96,87,85,93]"	"[27,40,37,38,10,8]"	"[1,2,1,1,1,0]"	"[8,8,12,11,34,39]"	"[28,38,37,39,10,6]"	"[1,3,0,0,1,0]"	"[""10,000"",""1,999"",""10,002"",""2,000"",""500"",""497""]"	"[""Will"",""Carl"",""Leon"",""Rodney"",""Dean"",""Joseph""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""11"""	"[10000,2000,10000,2000,500,500]"	""""""	"""45"""	"[1,0.25,0.975,0.275,0.025,0]"	"""F"""	"[""round"",""sharp"",""sharp"",""round"",""round"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2U1RJ85OZIZEBZ0FLRFOW5E101JX9K"	"A9K7HUROMLTQ4"	"Approved"	"Tue Sep 03 01:28:01 PDT 2013"	"Mon Sep 02 08:39:40 PDT 2013"	"Mon Sep 02 08:48:01 PDT 2013"	"Mon Sep 02 09:41:58 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[11,40,39,29,29,29]"	"[96,85,93,95,87,88]"	"[29,19,11,40,39,29]"	"[11,12,11,11,10,11]"	"[19,38,39,29,29,29]"	"[29,19,11,40,40,29]"	"[11,12,11,11,10,11]"	"[""9,997"",""500"",""503"",""2,001"",""2,000"",""10,000""]"	"[""Leon"",""Dean"",""Joseph"",""Carl"",""Rodney"",""Will""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[10000,500,500,2000,2000,10000]"	""""""	"""65"""	"[0.75,0.75,0.75,0.75,0.75,1]"	"""F"""	"[""sharp"",""round"",""sharp"",""sharp"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2MKTMOFXRDS4CPRJUIEXPFM6CE1SVO"	"A21XQA7O8MV44U"	"Approved"	"Tue Sep 03 01:33:36 PDT 2013"	"Mon Sep 02 08:49:39 PDT 2013"	"Mon Sep 02 08:53:36 PDT 2013"	"Mon Sep 02 09:41:57 PDT 2013"	""	""	""	""	"""english"""	"[1,2,3,4,5,6]"	"[10,11,16,10,11,10]"	"[88,96,93,95,87,85]"	"[26,28,28,31,29,29]"	"[1,1,1,1,1,1]"	"[12,10,14,12,13,11]"	"[29,30,30,29,30,30]"	"[1,1,1,0,1,1]"	"[""10,000"",""10,001"",""498"",""2,002"",""2,000"",""500""]"	"[""Will"",""Leon"",""Joseph"",""Carl"",""Rodney"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""10"""	"[10000,10000,500,2000,2000,500]"	""""""	"""65"""	"[1,1,0.425,0.75,0.75,0.25]"	"""M"""	"[""round"",""sharp"",""sharp"",""sharp"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"24DRGNTBJ3MM7AVKLCE68KHGKQAV9E"	"A363H2EKG4U5IJ"	"Approved"	"Tue Sep 03 01:34:37 PDT 2013"	"Mon Sep 02 08:30:37 PDT 2013"	"Mon Sep 02 08:54:37 PDT 2013"	"Mon Sep 02 09:41:59 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[8,24,20,18,36,15]"	"[87,93,96,88,85,95]"	"[31,2,25,27,2,29]"	"[0,0,3,7,0,0]"	"[4,34,17,16,36,9]"	"[13,2,25,28,3,24]"	"[0,0,3,7,0,0]"	"[""2,000"",""502"",""10,003"",""10,000"",""500"",""1,998""]"	"[""Rodney"",""Joseph"",""Leon"",""Will"",""Dean"",""Carl""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""6"""	"[2000,500,10000,10000,500,2000]"	"""none"""	"""55"""	"[0.625,0.4,0.075,0.75,0.25,0.775]"	"""F"""	"[""round"",""sharp"",""sharp"",""round"",""round"",""sharp""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2W9GYQ4J3NAB0O5RBKFY4IT64NDPC5"	"A19M9C0DUP99O7"	"Approved"	"Tue Sep 03 01:50:10 PDT 2013"	"Mon Sep 02 08:36:20 PDT 2013"	"Mon Sep 02 09:10:10 PDT 2013"	"Mon Sep 02 09:41:57 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[9,31,11,14,11,32]"	"[95,93,87,96,88,85]"	"[29,14,36,20,20,14]"	"[0,0,0,7,5,1]"	"[11,36,12,15,13,31]"	"[25,13,35,20,20,14]"	"[0,0,1,12,7,1]"	"[""2,002"",""502"",""2,000"",""9,997"",""10,000"",""500""]"	"[""Carl"",""Joseph"",""Rodney"",""Leon"",""Will"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""8"""	"[2000,500,2000,10000,10000,500]"	"""Are there seriously laptops out there that cost $10,000? The only reason I feel someone would say that was if they were being sarcastic!"""	"""35"""	"[0.5,0.3,0.5,0.725,0.65,0.375]"	"""F"""	"[""sharp"",""sharp"",""round"",""sharp"",""round"",""round""]"
"2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"2RUQP6AUC26DAJXIX2UV6FK0C3O290"	"Guess the price!"	"Read buyers' statements about the prices of various items and guess the actual price."	"prices,language,survey,psychology,estimate,experiment"	"$0.60"	"Sun Sep 01 18:22:47 PDT 2013"	"30"	"0"	"0"	"30"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Sep 02 16:02:47 PDT 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=2QKHECWA6X3YIP2KWHG5QXPV32XMLX"	"291RNDWIOV1S15D89Y7U73YIADUHWC"	"AQC0SZA1E9QO7"	"Approved"	"Tue Sep 03 02:32:27 PDT 2013"	"Mon Sep 02 09:48:57 PDT 2013"	"Mon Sep 02 09:52:27 PDT 2013"	"Mon Sep 02 10:39:03 PDT 2013"	""	""	""	""	"""English"""	"[1,2,3,4,5,6]"	"[1,10,1,1,1,40]"	"[95,93,87,96,88,85]"	"[40,0,29,1,1,1]"	"[0,0,0,10,40,1]"	"[1,40,1,1,1,29]"	"[2,0,40,1,1,1]"	"[0,0,0,40,29,1]"	"[""2,003"",""499"",""2,000"",""10,001"",""10,000"",""500""]"	"[""Carl"",""Joseph"",""Rodney"",""Leon"",""Will"",""Dean""]"	"1"	"[""laptop"",""laptop"",""laptop"",""laptop"",""laptop"",""laptop""]"	"""4"""	"[2000,500,2000,10000,10000,500]"	""""""	"""35"""	"[0.75,0.125,0.75,0.9,0.875,0.25]"	"""M"""	"[""sharp"",""sharp"",""round"",""sharp"",""round"",""round""]"
