workerID,gender,language,income,age,domain,order,buyer,interpretation,interpretationType,interpretationRounded,interpretationProb
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,51,sharp,50,0.0
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,500,round,500,0.095652173913
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,501,sharp,500,0.095652173913
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,1000,round,1000,0.339130434783
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,1001,sharp,1000,0.252173913043
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,5000,round,5000,0.095652173913
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,5001,sharp,5000,0.095652173913
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,10000,round,10000,0.00869565217391
A1XAOEDK0Y2KBT,M,English,8,45,laptop,1,Calvin,10001,sharp,10000,0.0173913043478
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,50,round,50,0.182242990654
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,51,sharp,50,0.177570093458
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,500,round,500,0.144859813084
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,501,sharp,500,0.140186915888
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,1000,round,1000,0.0934579439252
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,1001,sharp,1000,0.0934579439252
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,5000,round,5000,0.0467289719626
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,5001,sharp,5000,0.0420560747664
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,10000,round,10000,0.0420560747664
A1XAOEDK0Y2KBT,M,English,8,45,watch,2,Alex,10001,sharp,10000,0.0373831775701
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,50,round,50,0.384615384615
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,51,sharp,50,0.375
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,500,round,500,0.0961538461538
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,501,sharp,500,0.105769230769
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,1000,round,1000,0.00961538461538
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,1001,sharp,1000,0.00961538461538
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,5000,round,5000,0.0
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,5001,sharp,5000,0.00961538461538
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,10000,round,10000,0.00961538461538
A1XAOEDK0Y2KBT,M,English,8,45,electric kettle,3,Bob,10001,sharp,10000,0.0
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,50,round,50,0.234782608696
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,51,sharp,50,0.260869565217
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,500,round,500,0.173913043478
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,501,sharp,500,0.147826086957
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,1000,round,1000,0.0608695652174
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,1001,sharp,1000,0.0434782608696
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,5000,round,5000,0.0347826086957
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,5001,sharp,5000,0.0434782608696
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,10000,round,10000,0.0
A195WB6MMIHUL7,F,english,6,17,watch,1,Bob,10001,sharp,10000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,50,round,50,0.43956043956
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,51,sharp,50,0.43956043956
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,500,round,500,0.0659340659341
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,501,sharp,500,0.0549450549451
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,1000,round,1000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,1001,sharp,1000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,5000,round,5000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,5001,sharp,5000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,10000,round,10000,0.0
A195WB6MMIHUL7,F,english,6,17,electric kettle,2,Calvin,10001,sharp,10000,0.0
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,50,round,50,0.0
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,51,sharp,50,0.0
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,500,round,500,0.298507462687
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,501,sharp,500,0.298507462687
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,1000,round,1000,0.298507462687
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,1001,sharp,1000,0.0746268656716
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,5000,round,5000,0.0149253731343
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,5001,sharp,5000,0.0149253731343
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,10000,round,10000,0.0
A195WB6MMIHUL7,F,english,6,17,laptop,3,Alex,10001,sharp,10000,0.0
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,50,round,50,0.281690140845
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,51,sharp,50,0.281690140845
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,500,round,500,0.0845070422535
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,501,sharp,500,0.0845070422535
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,1000,round,1000,0.0845070422535
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,1001,sharp,1000,0.0845070422535
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,5000,round,5000,0.0422535211268
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,5001,sharp,5000,0.0422535211268
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,10000,round,10000,0.00704225352113
A14PFRHG0A2YY9,M,english,4,55,watch,1,Calvin,10001,sharp,10000,0.00704225352113
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,50,round,50,0.5
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,51,sharp,50,0.5
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,500,round,500,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,501,sharp,500,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,1000,round,1000,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,1001,sharp,1000,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,5000,round,5000,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,5001,sharp,5000,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,10000,round,10000,0.0
A14PFRHG0A2YY9,M,english,4,55,electric kettle,2,Alex,10001,sharp,10000,0.0
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,50,round,50,0.0333333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,51,sharp,50,0.0333333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,500,round,500,0.233333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,501,sharp,500,0.233333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,1000,round,1000,0.233333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,1001,sharp,1000,0.233333333333
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,5000,round,5000,0.0
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,5001,sharp,5000,0.0
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,10000,round,10000,0.0
A14PFRHG0A2YY9,M,english,4,55,laptop,3,Bob,10001,sharp,10000,0.0
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,50,round,50,0.0
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,51,sharp,50,0.0
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,500,round,500,0.194630872483
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,501,sharp,500,0.181208053691
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,1000,round,1000,0.241610738255
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,1001,sharp,1000,0.255033557047
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,5000,round,5000,0.0604026845638
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,5001,sharp,5000,0.0671140939597
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,10000,round,10000,0.0
A26QHAE41IXQNX,F,English,6,35,laptop,1,Alex,10001,sharp,10000,0.0
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,50,round,50,0.124203821656
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,51,sharp,50,0.127388535032
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,500,round,500,0.127388535032
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,501,sharp,500,0.127388535032
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,1000,round,1000,0.127388535032
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,1001,sharp,1000,0.127388535032
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,5000,round,5000,0.0955414012739
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,5001,sharp,5000,0.0955414012739
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,10000,round,10000,0.0222929936306
A26QHAE41IXQNX,F,English,6,35,watch,2,Bob,10001,sharp,10000,0.0254777070064
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,50,round,50,0.506493506494
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,51,sharp,50,0.493506493506
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,500,round,500,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,501,sharp,500,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,1000,round,1000,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,1001,sharp,1000,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,5000,round,5000,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,5001,sharp,5000,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,10000,round,10000,0.0
A26QHAE41IXQNX,F,English,6,35,electric kettle,3,Calvin,10001,sharp,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,50,round,50,0.315217391304
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,51,sharp,50,0.326086956522
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,500,round,500,0.0978260869565
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,501,sharp,500,0.108695652174
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,1000,round,1000,0.054347826087
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,1001,sharp,1000,0.0652173913043
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,5000,round,5000,0.0108695652174
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,5001,sharp,5000,0.0108695652174
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,10000,round,10000,0.0108695652174
A2V0ADROWMC2ZM,F,English,6,65,watch,1,Bob,10001,sharp,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,50,round,50,0.475609756098
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,51,sharp,50,0.475609756098
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,500,round,500,0.0
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,501,sharp,500,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,1000,round,1000,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,1001,sharp,1000,0.0
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,5000,round,5000,0.0
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,5001,sharp,5000,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,10000,round,10000,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,10001,sharp,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,50,round,50,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,51,sharp,50,0.00729927007299
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,500,round,500,0.21897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,501,sharp,500,0.226277372263
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,1000,round,1000,0.240875912409
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,1001,sharp,1000,0.255474452555
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,5000,round,5000,0.021897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,5001,sharp,5000,0.021897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,10000,round,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,10001,sharp,10000,0.00729927007299
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,50,round,50,0.0229007633588
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,51,sharp,50,0.030534351145
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,500,round,500,0.229007633588
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,501,sharp,500,0.236641221374
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,1000,round,1000,0.236641221374
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,1001,sharp,1000,0.213740458015
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,5000,round,5000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,5001,sharp,5000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,10000,round,10000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,10001,sharp,10000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,50,round,50,0.175572519084
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,51,sharp,50,0.190839694656
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,500,round,500,0.175572519084
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,501,sharp,500,0.152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,1000,round,1000,0.12213740458
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,1001,sharp,1000,0.114503816794
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,5000,round,5000,0.0229007633588
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,5001,sharp,5000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,10000,round,10000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,10001,sharp,10000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,50,round,50,0.352941176471
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,51,sharp,50,0.362745098039
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,500,round,500,0.127450980392
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,501,sharp,500,0.078431372549
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,1000,round,1000,0.0294117647059
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,1001,sharp,1000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,5000,round,5000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,5001,sharp,5000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,10000,round,10000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,10001,sharp,10000,0.00980392156863
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,50,round,50,0.244897959184
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,51,sharp,50,0.238095238095
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,500,round,500,0.170068027211
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,501,sharp,500,0.142857142857
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,1000,round,1000,0.108843537415
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,1001,sharp,1000,0.0340136054422
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,5000,round,5000,0.0204081632653
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,5001,sharp,5000,0.0272108843537
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,10000,round,10000,0.00680272108844
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,10001,sharp,10000,0.00680272108844
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,50,round,50,0.486486486486
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,51,sharp,50,0.432432432432
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,500,round,500,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,501,sharp,500,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,1000,round,1000,0.0
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,1001,sharp,1000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,5000,round,5000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,5001,sharp,5000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,10000,round,10000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,10001,sharp,10000,0.0
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,50,round,50,0.00751879699248
