workerid	Answer.buyers	Answer.gender	Answer.domains	Answer.utteredPricesRounded	Answer.utteredTypes	Answer.actualPricesRounded	Answer.actualTypes	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.income	Answer.age	Answer.sentenceIDs	Answer.utteredPrices	Answer.actualPrices
A333VIE924FFIR	Luke,Matt,Winston,Ethan,David,Bob,Gary,Charles,Patrick,Eric,Robert,Nathan,Fred,Calvin,Alex,Victor,Ivan,Steve,Frank,Owen,Jake,Daniel,Quinn,Harry,Albert,Kenneth,Zach,George,Tom,Barry	F	watch,watch,laptop,laptop,watch,watch,laptop,laptop,laptop,watch,watch,watch,laptop,laptop,watch,electric kettle,laptop,electric kettle,laptop,laptop,electric kettle,laptop,laptop,watch,laptop,laptop,electric kettle,laptop,watch,laptop	10000,1000,10000,500,1000,500,10000,10000,5000,5000,5000,1000,10000,1000,10000,50,1000,1000,1000,10000,10000,5000,5000,10000,500,5000,10000,5000,10000,1000	round,sharp,sharp,sharp,sharp,round,round,round,sharp,round,sharp,round,sharp,round,sharp,sharp,sharp,sharp,round,sharp,round,round,round,round,sharp,sharp,round,round,round,round	5000,1000,10000,500,500,50,1000,500,1000,50,500,50,50,1000,500,50,1000,50,500,5000,500,500,5000,1000,50,5000,50,50,1000,500	sharp,sharp,sharp,round,round,sharp,round,round,sharp,sharp,round,sharp,round,round,sharp,sharp,round,sharp,sharp,round,round,sharp,round,sharp,sharp,sharp,round,sharp,round,round	0.2,0.75,0.5,0.5,0,0,0,0,0.025,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0.475,0,0,0.5,0,0,0.5,0.675	continental portuguese	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	35	89,102,180,154,98,65,143,142,169,77,104,70,171,129,117,32,159,40,131,174,22,138,136,88,155,170,21,137,83,128	10000,997,10002,503,1001,500,10000,10000,4997,5000,4999,1000,9999,1000,10003,52,998,997,1000,10002,10000,5000,5000,10000,498,4999,10000,5000,10000,1000	4997,997,10002,500,500,53,1000,500,1003,49,500,52,50,1000,497,52,1000,51,503,5000,500,498,5000,998,49,4999,50,51,1000,500
AT7O7V14MGQMP	Winston,Calvin,Robert,Charles,Steve,Alex,Eric,Kenneth,Zach,Bob,Quinn,Victor,Patrick,Gary,Ethan,Harry,Ivan,Frank,Tom,Matt,Fred,Barry,David,George,Daniel,Owen,Albert,Nathan,Jake,Luke	M	electric kettle,electric kettle,laptop,watch,laptop,electric kettle,electric kettle,watch,watch,laptop,electric kettle,watch,laptop,watch,watch,laptop,electric kettle,watch,watch,laptop,laptop,watch,electric kettle,electric kettle,laptop,laptop,watch,laptop,laptop,laptop	10000,5000,10000,10000,500,5000,5000,10000,5000,10000,1000,5000,500,500,5000,10000,10000,10000,500,5000,1000,50,500,5000,10000,1000,1000,1000,10000,5000	round,sharp,round,round,sharp,round,round,round,round,sharp,sharp,round,round,sharp,sharp,round,sharp,sharp,sharp,sharp,round,round,sharp,sharp,round,sharp,sharp,round,round,round	500,500,10000,10000,500,5000,500,500,5000,50,1000,50,500,500,500,50,500,5000,500,500,1000,50,500,50,1000,500,500,50,500,5000	sharp,sharp,round,round,sharp,sharp,sharp,round,round,sharp,sharp,sharp,sharp,round,round,sharp,round,sharp,sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,sharp,round,round	1,0.725,0.25,0.25,0.25,0,0.75,0.975,0.75,0.775,0.25,0.725,0.275,0.25,0.7,0,0.9,1,0.025,1,0.25,0.275,0.25,0.25,0.95,0.75,0.75,0.75,1,0.225	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	25	27,48,145,85,156,20,18,82,76,176,42,77,126,94,104,146,52,119,96,168,132,61,36,43,143,161,101,130,142,136	10000,5002,10000,10000,502,5000,5000,10000,5000,10003,1002,5000,500,501,5002,10000,9999,10003,498,4999,1000,50,497,4998,10000,1002,998,1000,10000,5000	503,501,10000,10000,502,5001,497,500,5000,53,1002,47,499,500,500,49,500,5003,498,502,997,50,497,50,1000,499,503,51,500,5000
AD8DTHGGFIIRC	George,Harry,Steve,Winston,Tom,Kenneth,Owen,Jake,Calvin,Fred,Quinn,Albert,Gary,Daniel,Victor,Bob,Charles,Eric,David,Ethan,Robert,Frank,Patrick,Zach,Matt,Alex,Luke,Nathan,Barry,Ivan	M	laptop,watch,electric kettle,electric kettle,laptop,electric kettle,laptop,electric kettle,laptop,electric kettle,electric kettle,electric kettle,laptop,electric kettle,laptop,electric kettle,laptop,laptop,electric kettle,electric kettle,laptop,laptop,electric kettle,electric kettle,laptop,electric kettle,watch,watch,watch,watch	1000,10000,1000,1000,500,5000,5000,5000,5000,1000,10000,10000,500,1000,10000,5000,1000,5000,1000,500,5000,10000,500,50,10000,50,1000,10000,5000,10000	round,sharp,sharp,sharp,sharp,sharp,round,sharp,sharp,round,round,round,sharp,round,round,round,sharp,sharp,sharp,round,round,sharp,sharp,sharp,round,round,round,round,sharp,round	500,5000,500,50,50,5000,1000,1000,50,50,1000,500,500,50,50,50,500,1000,50,500,50,10000,500,50,500,50,500,1000,5000,10000	sharp,round,round,sharp,sharp,sharp,sharp,sharp,round,round,sharp,round,sharp,sharp,round,round,sharp,round,round,sharp,round,round,round,round,sharp,sharp,round,sharp,sharp,round	0.675,0.75,0.725,0.3,0.425,0.55,0.275,0.375,0.275,0.25,0.15,0.2,0.45,0.175,0.125,0.175,0.55,0.575,0.4,0.65,0.25,0.825,0.675,0.375,0.175,0.55,0.575,0.675,0.75,0.55	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	8	25	131,114,38,40,155,50,139,49,163,7,28,22,156,10,141,13,161,165,37,6,133,175,34,31,147,2,68,88,110,85	1000,10003,999,1003,501,4999,5000,4998,5003,1000,10000,10000,501,1000,10000,5000,998,4999,1003,500,5000,10003,498,51,10000,50,1000,10000,5001,10000	502,5000,500,53,48,4999,999,999,50,50,1001,500,501,52,50,50,498,1000,50,502,50,10000,500,50,499,51,500,1002,5001,10000
AY7WOX4UCIBU2	Robert,Patrick,Victor,Gary,Winston,Daniel,Ivan,Bob,Matt,Quinn,Nathan,Albert,Charles,Ethan,Harry,David,Kenneth,Fred,Zach,Eric,Luke,Steve,Frank,George,Alex,Tom,Owen,Calvin,Jake,Barry	M	electric kettle,electric kettle,watch,laptop,watch,electric kettle,laptop,electric kettle,electric kettle,watch,watch,laptop,laptop,laptop,watch,electric kettle,laptop,watch,electric kettle,laptop,electric kettle,watch,laptop,laptop,electric kettle,electric kettle,watch,electric kettle,laptop,electric kettle	5000,10000,5000,10000,50,500,1000,500,10000,500,1000,10000,50,10000,1000,10000,500,10000,10000,10000,1000,500,1000,1000,50,500,10000,5000,1000,10000	round,sharp,round,sharp,round,sharp,round,round,sharp,round,sharp,round,round,round,sharp,sharp,round,sharp,sharp,round,sharp,sharp,round,sharp,sharp,round,round,round,sharp,sharp	5000,500,500,50,50,500,50,50,10000,500,1000,500,50,10000,50,50,500,50,1000,10000,1000,500,1000,500,50,500,50,50,50,500	sharp,sharp,sharp,round,round,round,round,round,sharp,sharp,round,round,round,round,sharp,sharp,round,sharp,sharp,sharp,round,sharp,sharp,sharp,sharp,round,sharp,round,sharp,round	0.75,0.175,0.425,0.25,0.5,0.5,0.4,0.2,0.8,0.5,0.5,0.325,0.5,0.725,0.375,0.225,0.55,0.025,0.3,0.725,0.675,0.6,0.65,0.375,0.5,0.55,0.35,0.325,0.3,0.3	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	6	25	20,57,78,171,61,34,127,3,60,66,99,142,121,145,100,56,124,116,58,150,39,96,132,161,32,4,86,13,160,52	5000,9997,5000,10003,50,501,1000,500,9998,500,997,10000,50,10000,997,10001,500,9999,9997,10000,998,498,1000,997,52,500,10000,5000,997,10001	4998,499,501,50,50,500,50,50,9998,501,1000,500,50,10000,47,53,500,51,999,9997,1000,498,1001,497,52,500,53,50,51,500
A2IR35AA0OLF7C	Robert,Charles,Daniel,Steve,Fred,Luke,Kenneth,Quinn,Barry,Albert,Ivan,Owen,Frank,Gary,David,George,Bob,Patrick,Eric,Jake,Ethan,Harry,Alex,Zach,Matt,Victor,Tom,Calvin,Nathan,Winston	F	laptop,electric kettle,electric kettle,watch,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,watch,laptop,electric kettle,electric kettle,watch,watch,laptop,watch,laptop,electric kettle,laptop,laptop,watch,laptop,electric kettle,laptop,laptop,watch,laptop,electric kettle	5000,5000,500,1000,50,10000,10000,1000,5000,5000,10000,5000,10000,1000,10000,50,1000,50,10000,10000,500,5000,1000,1000,1000,1000,10000,10000,5000,10000	sharp,round,sharp,round,sharp,sharp,round,round,round,round,sharp,round,round,sharp,round,round,sharp,sharp,sharp,sharp,sharp,round,sharp,round,sharp,round,round,round,round,sharp	500,50,500,50,50,1000,500,50,5000,50,1000,500,1000,500,1000,50,50,50,1000,5000,50,1000,500,1000,1000,1000,5000,50,5000,50	round,round,round,sharp,sharp,sharp,sharp,round,sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,round,sharp,round,round,round,sharp,round,round,sharp,round,round,sharp,round	0.75,0.75,0.5,0.75,0.25,0.75,1,0.75,0.5,0.75,1,0.75,1,0.75,1,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,1,0.5,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	35	164,13,34,70,32,58,27,7,20,17,118,134,28,38,83,62,160,91,178,54,153,135,101,129,39,132,144,81,140,51	4998,5000,497,1000,47,9998,10000,1000,5000,5000,10003,5000,10000,997,10000,50,1003,51,10002,9998,502,5000,1003,1000,998,1000,10000,10000,5000,9998	500,50,500,48,47,997,503,50,5003,52,997,500,1003,500,1000,48,53,50,1001,5000,50,1000,501,1000,1000,998,5000,50,5002,50
A1KFK92GEFQ9F5	Barry,Daniel,Victor,Nathan,Robert,Matt,Kenneth,Alex,Tom,Ethan,Albert,Eric,Harry,Bob,Calvin,Gary,Charles,Frank,Luke,Zach,Fred,David,Steve,Owen,Winston,George,Quinn,Patrick,Jake,Ivan	M	watch,watch,laptop,watch,laptop,laptop,watch,watch,electric kettle,electric kettle,electric kettle,electric kettle,electric kettle,watch,laptop,electric kettle,laptop,watch,watch,laptop,electric kettle,laptop,watch,laptop,electric kettle,electric kettle,laptop,watch,electric kettle,electric kettle	1000,10000,500,5000,5000,10000,5000,10000,10000,1000,1000,5000,10000,1000,10000,10000,10000,10000,500,5000,500,5000,10000,10000,5000,50,5000,10000,1000,10000	sharp,round,round,sharp,round,round,round,sharp,sharp,round,sharp,sharp,round,round,sharp,round,round,sharp,round,sharp,round,round,round,sharp,round,round,sharp,sharp,round,sharp	1000,50,500,500,1000,1000,50,5000,1000,500,50,50,1000,1000,10000,50,500,50,50,5000,500,5000,500,1000,50,50,50,1000,500,10000	sharp,round,sharp,sharp,round,sharp,sharp,sharp,round,round,sharp,round,sharp,sharp,sharp,sharp,sharp,round,round,sharp,sharp,sharp,sharp,sharp,round,round,round,round,sharp,round	0.975,0.875,0.75,1,0.925,0.975,0.975,0.975,0.975,0.975,0.975,0.875,0.75,0.975,0.975,0.575,0.7,0.575,0.875,1,0.925,0.975,0.775,0.9,0.525,0.475,0.475,0.8,0.75,0.775	spanish	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	25	102,81,126,108,135,148,77,119,53,8,40,43,28,72,180,26,147,111,63,170,6,140,87,178,13,1,163,113,11,55	998,10000,500,5003,5000,10000,5000,9999,9998,1000,1001,5002,10000,1000,10002,10000,10000,10001,500,4998,500,5000,10000,9997,5000,50,4997,9999,1000,9999	998,50,501,502,1000,1001,53,5001,1000,500,52,50,1001,999,10002,52,497,50,50,4998,498,4997,501,1002,50,50,50,1000,499,10000
A2VP5Z43N3N1CJ	Kenneth,Nathan,George,Daniel,Zach,Owen,Ethan,Eric,Winston,Bob,Calvin,Jake,Patrick,Charles,Tom,Quinn,Steve,Alex,David,Victor,Ivan,Fred,Frank,Matt,Albert,Robert,Luke,Gary,Barry,Harry	M	watch,laptop,laptop,electric kettle,laptop,watch,laptop,electric kettle,laptop,watch,watch,laptop,electric kettle,watch,electric kettle,watch,electric kettle,electric kettle,watch,electric kettle,laptop,electric kettle,electric kettle,electric kettle,electric kettle,laptop,watch,laptop,watch,electric kettle	10000,500,1000,5000,500,1000,10000,10000,5000,1000,50,500,1000,5000,10000,5000,5000,50,10000,10000,10000,1000,5000,5000,50,1000,1000,10000,10000,10000	sharp,round,sharp,sharp,sharp,sharp,round,sharp,sharp,round,sharp,sharp,sharp,round,round,sharp,sharp,round,sharp,sharp,round,sharp,round,round,sharp,sharp,round,round,sharp,round	10000,500,50,1000,500,50,5000,1000,500,500,50,50,500,1000,10000,500,500,50,500,5000,50,1000,5000,50,50,50,1000,500,50,1000	round,round,round,sharp,round,round,sharp,round,round,round,round,sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,round,sharp,round,sharp,round,sharp,sharp,round,round,sharp	0.75,0.75,1,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.275,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.725,0.75,0.5,0.5,0.75,0.25,0.75,0.5,0.75,0.75,0.75	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	35	115,124,157,49,154,97,149,53,164,68,91,155,41,79,25,108,44,1,117,59,141,42,16,17,31,160,72,142,111,28	9997,500,999,4999,503,999,10000,9997,4998,1000,47,499,1002,5000,10000,4997,4998,50,9999,10002,10000,1003,5000,5000,49,999,1000,10000,10003,10000	10000,500,50,998,500,50,5003,1000,500,500,50,53,503,1003,10000,501,500,50,498,5003,50,1003,5000,52,50,49,1001,500,50,1003
A1PJYMEPRCGW2O	Fred,Jake,Charles,Bob,Patrick,George,Matt,Nathan,Quinn,Ivan,Eric,Frank,Gary,Winston,Barry,Tom,Alex,Harry,David,Owen,Luke,Kenneth,Steve,Zach,Daniel,Victor,Calvin,Robert,Ethan,Albert	M	laptop,electric kettle,electric kettle,laptop,laptop,watch,electric kettle,laptop,electric kettle,laptop,watch,laptop,laptop,electric kettle,electric kettle,laptop,laptop,laptop,electric kettle,electric kettle,laptop,electric kettle,laptop,electric kettle,watch,laptop,laptop,laptop,laptop,electric kettle	1000,5000,5000,500,500,1000,500,10000,5000,1000,10000,10000,5000,5000,500,5000,1000,5000,5000,10000,50,10000,10000,5000,10000,10000,1000,5000,500,10000	round,round,round,round,sharp,round,sharp,sharp,round,round,round,sharp,round,round,sharp,round,round,sharp,round,round,sharp,round,round,sharp,round,round,sharp,sharp,round,round	500,5000,5000,50,50,1000,500,500,1000,1000,5000,50,1000,500,50,500,50,50,500,500,50,500,10000,500,1000,5000,500,50,500,5000	sharp,round,sharp,round,round,sharp,sharp,round,round,round,sharp,round,sharp,round,sharp,round,sharp,round,sharp,sharp,sharp,round,round,sharp,round,sharp,round,sharp,round,sharp	0.85,0.5,0.5,0.6,0.6,0.5,0.5,1,1,0.5,0.825,1,1,1,0.75,1,1,1,1,1,0.5,1,0.65,1,1,1,0.875,1,0.575,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	0	25	131,16,20,123,153,72,36,172,15,129,89,171,139,14,35,134,130,163,18,27,152,22,145,48,83,149,158,167,124,29	1000,5000,5000,500,502,1000,503,10003,5000,1000,10000,9998,5000,5000,502,5000,1000,4997,5000,10000,53,10000,10000,5002,10000,10000,1002,4997,500,10000	502,5000,4998,50,50,1001,503,500,1000,1000,5003,50,998,500,47,500,52,50,498,497,53,500,10000,503,1000,4997,500,51,500,5003
A3LI0O659I8GFX	Frank,Alex,Bob,Matt,Quinn,Charles,Gary,Kenneth,Jake,Robert,Nathan,Albert,Tom,Eric,Victor,Winston,Ethan,Zach,Ivan,Daniel,Harry,Calvin,George,David,Luke,Owen,Steve,Barry,Patrick,Fred	M	laptop,watch,watch,watch,laptop,laptop,laptop,electric kettle,laptop,electric kettle,electric kettle,laptop,electric kettle,laptop,electric kettle,laptop,electric kettle,electric kettle,electric kettle,laptop,electric kettle,laptop,laptop,watch,watch,electric kettle,laptop,electric kettle,watch,laptop	10000,5000,1000,1000,500,5000,1000,5000,5000,500,1000,5000,500,1000,1000,10000,10000,5000,50,10000,500,1000,10000,5000,1000,1000,500,1000,500,5000	sharp,round,round,round,sharp,sharp,sharp,round,round,sharp,sharp,sharp,round,sharp,round,round,sharp,round,round,sharp,round,sharp,round,sharp,sharp,sharp,round,round,sharp,round	5000,500,500,1000,50,500,1000,50,1000,50,1000,1000,500,50,1000,500,500,1000,50,500,50,500,5000,5000,500,50,50,1000,500,5000	round,round,round,sharp,sharp,sharp,sharp,sharp,sharp,round,sharp,sharp,round,round,round,sharp,sharp,round,round,sharp,round,round,round,round,round,sharp,round,sharp,round,sharp	1,1,0.75,0.75,1,0.25,0.25,1,1,0.75,0.25,0.975,0.25,1,0.25,0.75,1,1,0.25,1,0.75,0.75,0.75,0.375,0.625,1,0.75,0.25,0.25,0.25	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	25	174,74,68,72,155,168,162,17,139,33,42,169,4,157,9,147,57,15,1,177,3,158,144,106,98,40,123,12,94,140	10001,5000,1000,1000,502,4999,1002,5000,5000,503,997,5001,500,997,1000,10000,9999,5000,50,10003,500,997,10000,5003,1003,1003,500,1000,502,5000	5000,500,500,1001,52,498,1002,52,1001,50,997,1001,500,50,1000,501,497,1000,50,503,50,500,5000,5000,500,53,50,998,500,4998
A3GWGTLQNHVQ2M	Jake,Eric,Harry,Calvin,Barry,Tom,Gary,Nathan,Frank,Robert,David,Patrick,Quinn,Steve,Ethan,Charles,Victor,Owen,George,Albert,Ivan,Daniel,Bob,Luke,Winston,Zach,Alex,Fred,Kenneth,Matt	F	watch,watch,electric kettle,watch,electric kettle,electric kettle,watch,laptop,laptop,laptop,watch,laptop,laptop,electric kettle,laptop,electric kettle,watch,electric kettle,laptop,electric kettle,electric kettle,laptop,electric kettle,electric kettle,laptop,laptop,electric kettle,electric kettle,electric kettle,watch	10000,5000,10000,1000,50,10000,10000,5000,1000,50,5000,1000,500,1000,5000,50,10000,10000,5000,500,50,10000,5000,10000,1000,500,500,1000,5000,5000	sharp,sharp,sharp,sharp,sharp,sharp,sharp,round,sharp,round,round,sharp,round,sharp,round,sharp,round,sharp,sharp,sharp,round,round,round,sharp,sharp,round,round,round,round,sharp	50,50,500,50,50,1000,10000,500,500,50,500,500,500,500,5000,50,5000,5000,50,50,50,5000,50,10000,50,50,500,1000,5000,1000	round,round,sharp,round,round,round,sharp,round,sharp,sharp,round,round,sharp,round,sharp,sharp,round,sharp,round,round,sharp,round,round,round,round,sharp,sharp,sharp,round,sharp	0.5,0.55,0.65,0.425,0.075,0.725,0.375,0.8,0.55,0.075,0.675,0.55,0.15,0.525,0.05,0,0.55,0.575,0.875,0.75,0.05,0.6,0.925,0.025,0.6,0.6,0.025,0.05,0.05,0.875	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	8	35	111,103,57,97,31,53,120,134,161,122,74,158,126,38,140,32,84,59,163,33,2,144,13,55,157,125,6,12,16,109	10001,4999,9997,998,53,10002,10002,5000,998,50,5000,1002,500,1002,5000,53,10000,9997,4998,501,50,10000,5000,10002,998,500,500,1000,5000,5003	50,50,501,50,50,1000,10002,500,498,51,500,500,503,500,5002,53,5000,5003,50,50,53,5000,50,10000,50,47,501,1002,5000,999
A16QYEL5HKGF0A	Steve,Ethan,Kenneth,Matt,Winston,Luke,Patrick,Robert,Nathan,Harry,David,Barry,Tom,Quinn,Daniel,Victor,Bob,Albert,Calvin,Ivan,Jake,George,Fred,Owen,Alex,Eric,Frank,Gary,Charles,Zach	M	watch,watch,electric kettle,electric kettle,watch,electric kettle,watch,laptop,laptop,watch,electric kettle,watch,watch,electric kettle,laptop,electric kettle,electric kettle,laptop,laptop,electric kettle,watch,laptop,electric kettle,electric kettle,electric kettle,watch,watch,electric kettle,laptop,watch	10000,10000,5000,10000,10000,10000,500,10000,1000,5000,5000,5000,5000,1000,5000,1000,10000,5000,1000,50,10000,1000,10000,5000,500,1000,5000,50,50,5000	round,round,sharp,sharp,round,sharp,round,round,sharp,round,sharp,sharp,round,round,round,round,round,round,round,round,sharp,sharp,sharp,round,sharp,round,round,sharp,sharp,round	5000,50,500,50,500,50,500,1000,1000,1000,50,5000,500,50,50,1000,500,5000,1000,50,1000,500,5000,1000,500,1000,500,50,50,5000	sharp,round,round,round,round,sharp,round,sharp,round,sharp,sharp,round,round,round,sharp,round,round,round,round,sharp,round,round,round,sharp,round,sharp,sharp,round,round,round	1,0.25,0.75,0.75,1,0.25,0.75,0.875,0.5,0.65,0.25,0.25,0.775,0.75,0,0.65,1,0.625,0.55,0,0.65,0.5,0.5,0.575,0.75,0.75,0.575,0.125,0.125,0.75	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	35	89,81,44,51,82,56,64,148,159,79,47,106,74,7,137,9,22,136,129,2,113,158,54,19,34,72,78,31,151,76	10000,10000,4999,10003,10000,9999,500,10000,1003,5000,5003,5002,5000,1000,5000,1000,10000,5000,1000,50,10002,1002,9998,5000,497,1000,5000,53,52,5000	4998,50,500,50,500,52,500,997,1000,999,51,5000,500,50,52,1000,500,5000,1000,48,1000,500,5000,1003,500,1003,497,50,50,5000
A2DK8SG33EY1LA	Luke,Daniel,Nathan,Frank,Kenneth,Tom,Charles,Gary,Owen,Quinn,Jake,Barry,Robert,Bob,Matt,Alex,Zach,Albert,Ivan,Eric,Harry,Steve,Winston,Patrick,Calvin,Ethan,Victor,David,George,Fred	M	laptop,electric kettle,laptop,electric kettle,electric kettle,watch,electric kettle,watch,watch,watch,electric kettle,electric kettle,electric kettle,electric kettle,watch,laptop,laptop,laptop,watch,laptop,watch,electric kettle,laptop,watch,laptop,electric kettle,laptop,electric kettle,watch,laptop	10000,1000,1000,10000,5000,1000,50,10000,10000,500,10000,500,10000,1000,1000,500,500,10000,5000,10000,5000,5000,10000,10000,50,5000,5000,500,10000,5000	sharp,sharp,round,sharp,round,round,round,round,round,round,round,sharp,sharp,sharp,round,round,sharp,sharp,sharp,round,sharp,sharp,round,sharp,sharp,round,round,round,sharp,sharp	1000,500,50,10000,5000,50,50,5000,50,50,50,500,5000,1000,1000,500,50,50,5000,10000,50,50,50,5000,50,500,50,50,5000,1000	round,sharp,round,round,round,round,round,sharp,round,round,round,round,sharp,round,round,round,round,sharp,round,round,round,round,sharp,sharp,sharp,round,round,round,round,sharp	0.475,0.45,0.325,0.55,0.675,0.425,0.475,0.35,0.2,0.35,0.075,0.475,0.4,0.475,0.525,0.525,0.4,0.15,0.475,0.525,0.25,0.225,0.1,0.4,0.425,0.275,0.25,0.25,0.25,0.25	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	35	173,41,127,55,16,67,1,89,81,63,21,34,59,39,69,124,153,176,106,145,103,43,146,119,152,14,133,3,114,169	9998,1001,1000,9998,5000,1000,50,10000,10000,500,10000,503,9997,1001,1000,500,501,10002,5001,10000,5001,5003,10000,9997,52,5000,5000,500,10003,4997	1000,498,50,10000,5000,50,50,5003,50,50,50,500,4999,1000,1000,500,50,53,5000,10000,50,50,51,4997,52,500,50,50,5000,1002
A24EAYGSHOXEGP	Luke,David,Nathan,Daniel,Winston,Kenneth,Matt,Gary,Bob,Ethan,Harry,Eric,Zach,Jake,Calvin,Tom,Alex,Patrick,George,Owen,Charles,Albert,Quinn,Ivan,Fred,Frank,Robert,Victor,Steve,Barry	F	watch,laptop,laptop,watch,electric kettle,laptop,electric kettle,laptop,electric kettle,watch,watch,electric kettle,watch,watch,laptop,watch,electric kettle,electric kettle,laptop,watch,laptop,laptop,laptop,electric kettle,electric kettle,laptop,laptop,laptop,electric kettle,laptop	500,500,10000,10000,10000,5000,5000,50,10000,10000,1000,500,1000,1000,500,50,1000,10000,1000,5000,5000,10000,10000,10000,500,5000,5000,5000,5000,10000	round,sharp,round,round,round,sharp,round,round,sharp,sharp,sharp,round,round,round,round,round,round,sharp,sharp,round,round,round,round,sharp,sharp,sharp,sharp,round,round,sharp	500,50,1000,5000,500,1000,1000,50,50,10000,500,50,500,1000,500,50,500,5000,1000,1000,50,10000,500,5000,50,50,500,500,5000,500	round,round,round,round,round,sharp,round,round,round,sharp,round,sharp,sharp,round,round,round,round,round,round,sharp,round,sharp,sharp,sharp,round,round,sharp,sharp,sharp,sharp	0.775,0.925,0.95,0.95,0.975,0.975,0.95,0.35,0.975,0.75,0.95,0.975,0.9,0.725,0.575,0.35,0.75,0.975,0.55,0.975,1,0.775,0.9,0.75,0.875,0.9,0.85,0.925,0.775,0.875	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4	65	64,153,143,84,22,169,15,121,51,120,98,5,71,69,124,61,8,54,159,79,133,150,147,59,33,163,168,138,20,177	500,499,10000,10000,10000,4999,5000,50,10001,10002,1003,500,1000,1000,500,50,1000,10002,1003,5000,5000,10000,10000,10003,501,5001,4997,5000,5000,10002	500,50,1000,5000,500,999,1000,50,50,10002,500,49,498,1000,500,50,500,5000,1000,1003,50,10003,501,5001,50,50,499,501,5003,502
