workerID,gender,language,income,age,utteranceID,domain,utteranceType,utteranceRounded,exactUtterance,utterance,utteranceExactType,opinionProb,order,interpretation,interpretationType,interpretationRounded,interpretationProb
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.025,0.25,5000,round,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.025,0.25,5001,sharp,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.025,0.25,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,17,watch,sharp,500,503,501,biggerSharp,0.025,0.25,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,50,round,50,0.075
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,500,round,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,501,sharp,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,1000,round,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,5000,round,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,5001,sharp,5000,0.95
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,19,watch,sharp,5000,5002,5001,biggerSharp,0.025,0.75,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,50,round,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,500,round,500,0.075
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,1000,round,1000,0.075
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,5000,round,5000,1.0
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,5001,sharp,5000,0.075
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,4,electric kettle,round,5000,5000,5000,round,0.025,0.75,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,50,round,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,500,round,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,1000,round,1000,0.95
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,5000,round,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,5001,sharp,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,10000,round,10000,0.075
AYEIQ08ZWJX3L,F,English,4,25,3,electric kettle,round,1000,1000,1000,round,0.05,0.225,10001,sharp,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,50,round,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,51,sharp,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,500,round,500,0.95
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,1000,round,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,5000,round,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,5001,sharp,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,2,electric kettle,round,500,500,500,round,0.025,0.25,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,50,round,50,0.075
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,51,sharp,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,500,round,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,1000,round,1000,0.975
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,5000,round,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,5001,sharp,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,23,laptop,round,1000,1000,1000,round,0.05,0.5,10001,sharp,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,50,round,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,500,round,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,1000,round,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,5000,round,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,5001,sharp,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,10000,round,10000,0.85
AYEIQ08ZWJX3L,F,English,4,25,20,watch,sharp,10000,9998,10001,smallerSharp,0.95,0.95,10001,sharp,10000,0.95
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,50,round,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,500,round,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,501,sharp,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,1000,round,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,5000,round,5000,0.975
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,5001,sharp,5000,0.875
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,10000,round,10000,0.0
AYEIQ08ZWJX3L,F,English,4,25,14,watch,round,5000,5000,5000,round,0.05,0.75,10001,sharp,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,50,round,50,0.9
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,51,sharp,50,0.975
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,500,round,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,501,sharp,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,1000,round,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,5000,round,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,5001,sharp,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,6,electric kettle,sharp,50,51,51,biggerSharp,0.025,0.025,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,50,round,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,51,sharp,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,500,round,500,0.9
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,501,sharp,500,0.975
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,1000,round,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,5000,round,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,5001,sharp,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,10000,round,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,27,laptop,sharp,500,499,501,smallerSharp,0.025,0.25,10001,sharp,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,50,round,50,0.975
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,51,sharp,50,0.925
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,500,round,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,501,sharp,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,1000,round,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,1001,sharp,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,5000,round,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,5001,sharp,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,10000,round,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,11,watch,round,50,50,50,round,0.05,0.25,10001,sharp,10000,0.05
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,50,round,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,51,sharp,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,500,round,500,0.05
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,501,sharp,500,0.025
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,1000,round,1000,0.05
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,5000,round,5000,0.0
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,5001,sharp,5000,0.05
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,10000,round,10000,0.925
AYEIQ08ZWJX3L,F,English,4,25,10,electric kettle,sharp,10000,10002,10001,biggerSharp,0.975,0.975,10001,sharp,10000,0.975
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,50,round,50,0.05
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,51,sharp,50,0.025
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,500,round,500,0.975
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,501,sharp,500,0.925
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,1000,round,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,1001,sharp,1000,0.025
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,5000,round,5000,0.0
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,5001,sharp,5000,0.025
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,10000,round,10000,0.025
AYEIQ08ZWJX3L,F,English,4,25,22,laptop,round,500,500,500,round,0.025,0.5,10001,sharp,10000,0.025
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,50,round,50,0.0
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,51,sharp,50,0.0
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,500,round,500,0.775
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,501,sharp,500,0.95
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,1000,round,1000,0.325
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,1001,sharp,1000,0.25
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,5000,round,5000,0.0
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,5001,sharp,5000,0.375
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,10000,round,10000,0.05
A2Z8F0B2YGRFEY,M,English,6,35,23,laptop,round,1000,1000,1000,round,0.075,0.325,10001,sharp,10000,0.075
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,50,round,50,0.7
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,51,sharp,50,0.6
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,500,round,500,0.025
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,501,sharp,500,0.025
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,1000,round,1000,0.05
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,1001,sharp,1000,0.075
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,5000,round,5000,0.025
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,5001,sharp,5000,0.1
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,10000,round,10000,0.05
A2Z8F0B2YGRFEY,M,English,6,35,7,electric kettle,sharp,500,503,501,biggerSharp,0.05,0,10001,sharp,10000,0.05
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,50,round,50,0.075
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,51,sharp,50,0.025
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,500,round,500,0.75
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,501,sharp,500,0.425
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,1000,round,1000,0.6
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,1001,sharp,1000,0.6
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,5000,round,5000,0.275
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,5001,sharp,5000,0.3
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,10000,round,10000,0.25
A2Z8F0B2YGRFEY,M,English,6,35,24,laptop,round,5000,5000,5000,round,0.125,0.225,10001,sharp,10000,0.125
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,50,round,50,0.4
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,51,sharp,50,0.575
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,500,round,500,0.5
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,501,sharp,500,0.5
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,1000,round,1000,0.4
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,1001,sharp,1000,0.4
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,5000,round,5000,0.625
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,5001,sharp,5000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,10000,round,10000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,21,laptop,round,50,50,50,round,0.5,0.65,10001,sharp,10000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,50,round,50,0.4
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,51,sharp,50,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,500,round,500,0.6
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,501,sharp,500,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,1000,round,1000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,1001,sharp,1000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,5000,round,5000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,5001,sharp,5000,0.6
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,10000,round,10000,0.375
A2Z8F0B2YGRFEY,M,English,6,35,17,watch,sharp,500,501,501,biggerSharp,0.5,0.35,10001,sharp,10000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,50,round,50,0.625
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,51,sharp,50,0.4
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,500,round,500,0.575
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,501,sharp,500,0.75
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,1000,round,1000,0.6
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,1001,sharp,1000,0.625
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,5000,round,5000,0.5
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,5001,sharp,5000,0.65
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,10000,round,10000,0.325
A2Z8F0B2YGRFEY,M,English,6,35,9,electric kettle,sharp,5000,5001,5001,biggerSharp,0.2,0.625,10001,sharp,10000,0.2
A2Z8F0B2YGRFEY,M,English,6,35,10,electric kettle,sharp,10000,9999,10001,smallerSharp,0.6,0.65,50,round,50,0.4
A2Z8F0B2YGRFEY,M,English,6,35,10,electric kettle,sharp,10000,9999,10001,smallerSharp,0.6,0.65,51,sharp,50,0.55
